TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,AUS,BIH,BOB,BP5,BPI,CNG,COL,CPA,CPR,DC,DC2,DCI,DOK,DOL,DUN,JEN,KMV,KOS,KPK,KRA,LMC,LYN,MAS,MB,MOR,NOL,OMY,PEQ,PGH,PIG,POM,PTS,REI,REW,ROG,RPI,RT,RTB,RTH,RTP,RTR,SAG,SE,SEL,SPW,STH,TMR,TW,WIL,WLK,WOB,WOL
1113,23.19,54.0,15.45,31.94,7.74,22.06,9.84,15.68,9.35,22.61,14.94,12.23,6.32,3.71,18.52,22.84,53.29,16.23,34.16,6.61,19.13,14.58,20.94,11.13,24.42,14.39,12.84,6.55,3.42,15.84,119.66666666666667,125.7,126.26666666666667,122.0,132.88888888888889,121.6,143.33333333333334,117.0,107.0,179.75,143.0,106.53333333333333,107.52631578947368,121.66666666666667,105.28571428571429,133.0,130.58823529411765,199.5,102.61111111111111,129.72727272727272,136.55555555555554,132.25,109.89473684210526,120.0,83.15789473684211,172.53333333333333,131.26666666666668,110.0,109.57894736842105,124.6842105263158,94.47368421052632,128.85714285714286,124.0,153.5,192.2,130.9375,147.06666666666666,142.93333333333334,118.16666666666667,149.1578947368421,131.5625,112.33333333333333,115.88888888888889,127.54545454545455,207.5,132.33333333333334,119.3157894736842,150.08333333333334,120.93333333333334,148.2,136.27272727272728,145.83333333333334
1114,21.97,53.12,15.27,36.27,6.7,16.85,15.64,22.52,10.3,22.18,11.03,11.64,5.7,2.36,20.73,22.58,51.0,16.42,32.91,6.15,18.09,16.24,23.12,10.39,24.82,12.42,13.55,4.18,3.79,20.3,219.11111111111111,187.7,201.0,185.0,198.33333333333334,224.66666666666666,179.26666666666668,203.0,206.0,194.125,210.93333333333334,223.2,224.0,178.73333333333332,205.42857142857142,221.53846153846155,208.41176470588235,190.16666666666666,225.44444444444446,185.27272727272728,243.44444444444446,234.16666666666666,206.78947368421052,178.125,211.94736842105263,183.73333333333332,222.13333333333333,235.0,186.57894736842104,215.10526315789474,213.1578947368421,240.85714285714286,214.63636363636363,202.0,191.0,161.1875,175.33333333333334,170.13333333333333,194.41666666666666,188.57894736842104,161.0,199.5,177.11111111111111,202.45454545454547,190.0,201.5,192.42105263157896,190.5,182.2,205.6,187.9090909090909,187.66666666666666
1115,20.23,51.94,14.06,34.0,6.16,17.94,13.06,20.84,9.65,22.19,11.52,16.71,7.55,2.16,20.94,23.48,50.84,17.19,33.87,6.29,16.97,18.39,28.16,10.19,26.16,15.03,15.45,7.87,4.1,18.61,338.8888888888889,332.4,326.0,339.0,331.55555555555554,336.2,326.26666666666665,336.0,335.0,320.0,330.53333333333336,313.1333333333333,331.5263157894737,332.6666666666667,332.7142857142857,332.9230769230769,324.6470588235294,338.3333333333333,317.94444444444446,335.09090909090907,334.77777777777777,339.0,319.8421052631579,329.0625,325.94736842105266,323.46666666666664,331.6,339.25,311.10526315789474,333.2105263157895,339.36842105263156,338.14285714285717,336.45454545454544,332.625,328.9,297.75,338.6666666666667,332.8666666666667,337.25,307.2105263157895,294.6875,328.1666666666667,318.77777777777777,334.09090909090907,325.0,330.5833333333333,318.7368421052632,270.4166666666667,332.53333333333336,332.26666666666665,333.0,331.5
1116,24.39,55.94,17.81,37.77,6.58,18.16,15.32,22.03,10.71,23.58,12.03,13.26,7.26,5.87,18.1,24.1,58.48,18.94,42.1,5.16,16.39,13.39,18.42,13.03,24.16,11.9,14.39,5.94,4.68,18.68,77.88888888888889,84.8,83.06666666666666,72.0,87.22222222222223,78.86666666666666,85.8,88.0,111.0,92.875,100.2,89.0,92.3157894736842,89.0,82.14285714285714,88.92307692307692,88.47058823529412,106.83333333333333,81.66666666666667,77.63636363636364,90.33333333333333,84.0,99.05263157894737,87.9375,88.0,92.46666666666667,138.4,89.75,96.21052631578948,88.84210526315789,91.84210526315789,88.57142857142857,82.27272727272727,74.375,84.0,136.375,94.8,88.66666666666667,76.33333333333333,92.89473684210526,136.8125,95.94444444444444,102.88888888888889,83.36363636363636,101.25,88.41666666666667,102.52631578947368,81.83333333333333,84.8,105.93333333333334,84.0,96.33333333333333
1117,22.57,53.2,17.7,38.23,4.87,14.97,16.1,22.73,12.07,23.53,10.73,13.17,6.03,3.1,18.4,22.73,52.73,16.83,36.2,5.9,16.53,14.8,21.2,10.13,22.33,11.1,12.8,6.03,3.87,19.23,200.22222222222223,222.8,220.06666666666666,213.0,205.88888888888889,187.6,230.4,182.0,191.0,197.5,188.66666666666666,194.13333333333333,198.0,216.4,197.64285714285714,197.84615384615384,226.64705882352942,160.5,220.5,216.27272727272728,199.66666666666666,213.41666666666666,225.68421052631578,240.3125,188.21052631578948,229.26666666666668,199.73333333333332,196.0,232.31578947368422,188.89473684210526,195.26315789473685,206.28571428571428,146.0909090909091,214.25,195.9,222.625,196.2,226.8,215.58333333333334,224.78947368421052,221.0,222.16666666666666,244.83333333333334,213.63636363636363,183.75,206.25,231.26315789473685,276.5,236.0,211.26666666666668,211.0909090909091,222.08333333333334
1119,23.52,56.45,14.66,32.48,8.86,23.97,12.1,16.86,10.48,23.24,13.41,14.0,5.41,1.62,20.14,24.59,54.76,17.38,35.03,7.21,19.72,15.76,22.72,10.59,25.34,14.62,13.62,5.86,3.83,17.55,259.44444444444446,247.6,270.26666666666665,218.0,270.1111111111111,250.86666666666667,255.06666666666666,305.0,299.0,281.125,226.53333333333333,283.93333333333334,260.1578947368421,258.1333333333333,294.0,243.0,266.8235294117647,263.1666666666667,295.6666666666667,262.72727272727275,245.22222222222223,211.58333333333334,258.42105263157896,268.0,303.57894736842104,206.0,243.86666666666667,283.75,272.2631578947368,281.94736842105266,275.89473684210526,227.42857142857142,256.90909090909093,262.375,240.8,263.8125,258.3333333333333,277.0,262.1666666666667,232.26315789473685,264.1875,254.5,252.44444444444446,272.8181818181818,262.5,280.9166666666667,249.89473684210526,271.0833333333333,266.2,233.13333333333333,264.45454545454544,240.83333333333334
1120,21.47,54.5,16.6,39.33,4.87,15.17,14.03,21.5,12.4,22.0,11.17,14.3,7.6,3.23,20.77,21.93,51.13,14.87,30.03,7.07,21.1,15.77,23.27,11.13,24.3,13.6,15.13,7.1,4.73,18.93,250.33333333333334,267.4,250.6,259.0,236.33333333333334,265.4,253.13333333333333,209.0,269.0,259.0,296.6666666666667,193.46666666666667,236.8421052631579,271.06666666666666,192.78571428571428,264.6923076923077,230.8235294117647,270.6666666666667,190.72222222222223,240.36363636363637,234.77777777777777,230.58333333333334,239.94736842105263,234.75,182.6315789473684,281.46666666666664,284.1333333333333,225.75,229.21052631578948,211.57894736842104,214.47368421052633,213.14285714285714,261.90909090909093,232.875,268.0,299.8125,265.73333333333335,251.4,231.25,252.8421052631579,298.25,264.27777777777777,270.3888888888889,228.63636363636363,273.0,249.16666666666666,263.05263157894734,241.0,240.93333333333334,283.8,240.63636363636363,275.3333333333333
1122,25.39,56.77,20.16,41.94,5.23,14.84,15.52,23.03,12.45,22.68,13.58,14.32,8.42,4.03,18.71,23.94,55.45,17.94,36.74,6.0,18.71,13.81,20.55,12.26,23.29,13.42,16.52,7.19,3.74,20.29,146.77777777777777,143.3,156.8,124.0,150.55555555555554,121.13333333333334,156.46666666666667,132.0,211.0,147.25,114.73333333333333,166.33333333333334,135.73684210526315,135.13333333333333,154.92857142857142,114.61538461538461,148.05882352941177,115.83333333333333,178.66666666666666,159.0909090909091,111.33333333333333,129.0,155.31578947368422,167.75,160.57894736842104,125.8,118.66666666666667,140.5,161.05263157894737,138.89473684210526,142.8421052631579,148.57142857142858,88.27272727272727,174.875,120.7,129.25,121.13333333333334,147.26666666666668,160.33333333333334,139.3684210526316,128.5625,128.27777777777777,136.16666666666666,157.27272727272728,118.75,149.25,139.89473684210526,240.5,158.33333333333334,118.53333333333333,157.54545454545453,126.33333333333333
1123,22.6,50.7,17.93,36.87,4.67,13.83,17.63,25.53,10.23,23.0,13.6,12.97,6.13,1.97,17.87,23.6,54.93,17.5,36.93,6.1,18.0,11.5,17.37,11.57,22.03,12.73,13.97,5.8,3.57,21.4,117.0,120.7,130.33333333333334,104.0,159.0,125.66666666666667,121.6,149.0,147.0,150.5,128.73333333333332,178.6,165.21052631578948,131.93333333333334,171.14285714285714,164.23076923076923,149.88235294117646,166.5,174.38888888888889,132.54545454545453,139.88888888888889,138.0,167.1578947368421,158.9375,176.0,91.6,125.2,156.0,137.26315789473685,194.52631578947367,145.94736842105263,166.14285714285714,154.27272727272728,151.625,134.2,136.0625,148.46666666666667,153.46666666666667,155.0,126.15789473684211,139.625,132.11111111111111,138.0,146.63636363636363,140.5,151.16666666666666,137.89473684210526,198.16666666666666,161.8,160.0,134.72727272727272,151.5
1124,24.33,52.53,18.97,37.23,5.37,15.3,15.63,22.4,11.6,23.67,11.67,15.7,6.9,4.23,17.0,22.57,53.83,16.23,35.37,6.33,18.47,13.0,18.97,10.6,20.4,12.17,14.63,7.97,2.57,19.4,42.888888888888886,77.2,49.266666666666666,66.0,70.22222222222223,44.2,64.73333333333333,61.0,53.0,57.5,64.66666666666667,44.4,49.68421052631579,72.86666666666666,44.285714285714285,68.23076923076923,44.8235294117647,73.66666666666667,41.94444444444444,70.0,65.44444444444444,56.333333333333336,56.73684210526316,58.5625,39.73684210526316,70.0,47.6,64.75,55.89473684210526,43.578947368421055,34.31578947368421,77.28571428571429,43.45454545454545,70.0,77.6,85.1875,53.8,62.6,62.25,53.31578947368421,87.125,56.666666666666664,73.27777777777777,65.63636363636364,79.75,70.16666666666667,59.1578947368421,29.333333333333332,61.8,68.46666666666667,70.45454545454545,89.83333333333333
1125,27.24,58.71,17.79,33.94,9.44,24.76,16.44,22.32,13.09,23.26,16.38,13.94,9.74,3.47,20.82,20.62,50.71,15.59,35.32,5.03,15.38,15.68,23.24,11.06,21.41,10.97,19.18,6.97,4.47,20.62,37.55555555555556,53.3,70.86666666666666,49.0,53.0,26.2,64.33333333333333,26.0,47.0,53.125,37.0,55.46666666666667,41.94736842105263,47.6,51.357142857142854,17.23076923076923,53.23529411764706,33.0,74.5,57.09090909090909,12.777777777777779,41.416666666666664,62.578947368421055,68.0,78.05263157894737,22.533333333333335,17.733333333333334,28.5,87.94736842105263,50.94736842105263,48.05263157894737,35.714285714285715,22.09090909090909,42.25,26.3,80.875,36.6,69.73333333333333,57.916666666666664,73.94736842105263,81.3125,50.333333333333336,64.16666666666667,57.81818181818182,29.25,48.75,59.89473684210526,73.0,75.73333333333333,28.0,61.45454545454545,40.083333333333336
1126,22.86,53.31,18.86,40.59,4.0,12.72,14.83,21.1,11.17,20.69,11.03,11.66,6.66,2.17,19.69,23.07,49.0,17.62,33.76,5.45,15.24,15.28,22.93,9.83,22.45,11.07,13.69,5.0,3.86,17.79,294.22222222222223,238.7,257.26666666666665,205.0,215.22222222222223,283.26666666666665,235.06666666666666,289.0,255.0,214.5,274.8666666666667,276.8,292.3157894736842,233.53333333333333,298.07142857142856,272.38461538461536,242.23529411764707,200.33333333333334,273.77777777777777,236.0909090909091,280.6666666666667,297.6666666666667,270.10526315789474,247.1875,287.5263157894737,211.26666666666668,275.1333333333333,289.5,250.52631578947367,269.4736842105263,283.36842105263156,303.57142857142856,302.8181818181818,206.375,200.4,224.75,243.33333333333334,201.93333333333334,265.25,229.8421052631579,223.0625,264.6111111111111,232.16666666666666,248.72727272727272,175.5,261.3333333333333,240.89473684210526,179.16666666666666,243.8,234.06666666666666,232.72727272727272,207.5
1127,21.0,52.97,13.48,31.71,7.52,21.26,10.52,15.0,10.19,20.74,10.94,12.39,5.06,3.29,16.23,25.0,55.48,17.84,36.68,7.16,18.81,11.32,16.26,12.32,23.77,13.03,11.03,5.55,3.32,15.1,330.0,289.2,319.6,274.0,302.8888888888889,324.8,295.8,322.0,302.0,309.125,321.2,299.93333333333334,311.1578947368421,302.73333333333335,308.35714285714283,314.61538461538464,312.5882352941176,314.5,305.1111111111111,290.3636363636364,319.77777777777777,325.6666666666667,297.6842105263158,299.5,283.3157894736842,289.26666666666665,324.3333333333333,322.25,287.42105263157896,302.42105263157896,309.7368421052632,313.14285714285717,326.3636363636364,308.125,303.3,292.9375,328.06666666666666,318.06666666666666,297.8333333333333,275.42105263157896,292.875,304.72222222222223,281.8888888888889,305.0,312.5,323.0833333333333,288.8421052631579,271.75,291.53333333333336,311.1333333333333,292.45454545454544,288.4166666666667
1129,24.97,57.65,18.23,37.87,6.74,19.77,17.1,23.84,11.42,22.03,12.61,12.0,8.87,2.87,18.84,22.94,50.42,16.71,33.61,6.23,16.81,15.71,22.19,8.61,24.39,11.65,17.26,5.13,3.61,19.65,78.66666666666667,146.9,121.53333333333333,145.0,147.33333333333334,79.4,150.06666666666666,78.0,129.0,128.25,105.33333333333333,113.73333333333333,94.15789473684211,129.6,101.07142857142857,88.15384615384616,114.0,114.16666666666667,122.22222222222223,149.72727272727272,99.0,89.16666666666667,121.21052631578948,158.3125,137.05263157894737,112.66666666666667,79.8,95.25,159.78947368421052,112.3157894736842,104.84210526315789,126.42857142857143,86.0,159.625,124.5,176.625,118.53333333333333,149.93333333333334,138.66666666666666,143.10526315789474,174.625,117.38888888888889,156.72222222222223,139.0,139.5,115.66666666666667,140.26315789473685,205.66666666666666,156.86666666666667,116.4,147.36363636363637,143.83333333333334
1130,25.06,54.66,16.0,30.78,9.06,23.88,12.41,17.22,9.47,22.69,15.22,10.91,4.84,2.56,15.0,25.62,57.56,18.78,37.91,6.84,19.66,10.88,15.38,11.28,21.84,12.97,10.47,5.0,3.41,16.5,39.333333333333336,38.7,40.333333333333336,35.0,40.0,53.8,36.4,66.0,44.0,47.0,51.13333333333333,58.06666666666667,59.31578947368421,42.733333333333334,54.57142857142857,59.84615384615385,64.76470588235294,61.833333333333336,48.611111111111114,43.45454545454545,64.44444444444444,40.083333333333336,51.526315789473685,39.5625,50.1578947368421,68.2,34.13333333333333,71.5,48.1578947368421,62.73684210526316,54.05263157894737,63.285714285714285,54.45454545454545,65.0,61.3,40.375,47.333333333333336,38.53333333333333,42.416666666666664,58.89473684210526,40.75,52.55555555555556,51.888888888888886,42.81818181818182,63.0,47.916666666666664,59.73684210526316,48.583333333333336,35.0,47.333333333333336,40.72727272727273,50.583333333333336
1131,21.5,53.29,13.97,32.09,7.53,21.21,14.68,20.09,12.0,24.0,9.85,11.94,5.38,3.71,18.21,22.18,56.06,15.41,34.97,6.76,21.09,12.12,17.18,12.5,22.68,11.85,11.26,4.94,3.56,18.53,175.44444444444446,195.2,195.2,194.0,184.44444444444446,182.73333333333332,188.26666666666668,198.0,185.0,169.0,159.8,182.73333333333332,171.10526315789474,200.6,177.64285714285714,191.15384615384616,175.1764705882353,160.83333333333334,172.61111111111111,179.63636363636363,175.77777777777777,205.08333333333334,169.26315789473685,188.0,148.42105263157896,198.53333333333333,172.73333333333332,185.5,179.10526315789474,171.52631578947367,164.52631578947367,183.85714285714286,191.9090909090909,188.125,168.7,180.0625,182.53333333333333,218.6,176.33333333333334,177.94736842105263,182.0625,177.05555555555554,185.66666666666666,182.1818181818182,156.0,176.41666666666666,177.10526315789474,202.58333333333334,184.46666666666667,171.86666666666667,178.9090909090909,182.58333333333334
1132,24.12,55.91,19.78,41.06,4.34,14.84,11.0,17.16,10.81,22.31,13.59,13.62,8.34,3.19,18.44,23.47,52.84,16.56,33.22,6.91,19.62,13.66,20.38,11.12,24.78,15.44,15.16,7.0,3.06,15.72,267.44444444444446,254.4,267.2,245.0,236.33333333333334,265.93333333333334,264.73333333333335,233.0,279.0,223.0,268.6,215.66666666666666,245.21052631578948,262.4,224.85714285714286,243.6153846153846,239.8235294117647,254.66666666666666,245.94444444444446,228.8181818181818,246.66666666666666,271.1666666666667,241.73684210526315,254.875,222.57894736842104,269.46666666666664,262.46666666666664,261.0,251.10526315789474,222.78947368421052,244.52631578947367,222.71428571428572,260.3636363636364,218.625,242.3,281.875,278.6666666666667,271.73333333333335,227.08333333333334,266.2631578947368,281.3125,266.8888888888889,263.5,236.36363636363637,249.25,226.91666666666666,253.42105263157896,277.5833333333333,250.93333333333334,258.06666666666666,232.0909090909091,242.66666666666666
1133,23.35,54.77,18.32,39.97,5.03,14.81,13.1,18.06,9.1,23.58,11.65,12.1,6.16,2.52,18.42,23.19,53.55,16.32,33.23,6.87,20.32,14.77,20.48,10.03,25.1,15.0,12.74,5.52,3.0,17.77,201.77777777777777,235.0,215.2,248.0,235.22222222222223,221.33333333333334,230.6,175.0,228.0,283.75,239.73333333333332,182.66666666666666,202.10526315789474,233.33333333333334,180.0,233.07692307692307,200.7058823529412,243.33333333333334,183.77777777777777,228.8181818181818,234.66666666666666,218.16666666666666,208.94736842105263,214.25,146.26315789473685,262.8666666666667,229.33333333333334,199.75,197.8421052631579,171.31578947368422,175.52631578947367,217.28571428571428,234.0909090909091,247.0,264.1,242.4375,223.6,228.4,213.5,212.1578947368421,243.4375,221.77777777777777,225.83333333333334,225.0,253.0,235.58333333333334,221.42105263157896,186.83333333333334,221.93333333333334,259.8666666666667,232.9090909090909,253.16666666666666
