Season,TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGM_A,FGA_A,FGM2_A,FGA2_A,FGM3_A,FGA3_A,FTM_A,FTA_A,OR_A,DR_A,Ast_A,TO_A,Stl_A,Blk_A,PF_A,BIH,COL,DCI,DOK,DOL,DUN,KPK,LMC,MAS,MB,MOR,NOL,PGH,POM,REW,RPI,RT,RTH,STH,WIL,WLK,WOL
2021,1117,24.43,57.19,18.33,40.9,6.1,16.29,14.33,19.81,9.57,24.43,13.48,12.67,6.14,2.76,4.0,26.05,59.67,19.0,39.67,7.05,20.0,12.24,16.62,8.86,23.05,13.38,11.57,7.14,4.57,3.76,279.1111111111111,283.0,251.6153846153846,265.6875,299.1666666666667,281.0833333333333,254.85714285714286,242.75,276.4375,191.0,297.0,283.15384615384613,294.5,269.1875,227.0,323.5,270.7692307692308,236.76923076923077,240.63636363636363,258.125,263.6666666666667,178.6153846153846
2021,1119,26.3,57.75,18.65,34.35,7.65,23.4,10.65,16.9,6.1,24.15,13.6,12.35,6.2,1.1,4.65,26.1,58.2,17.3,34.25,8.8,23.95,10.0,13.8,6.9,25.6,13.25,13.3,7.05,3.25,5.35,78.0,88.6,184.3846153846154,176.6875,94.25,178.08333333333334,182.57142857142858,147.75,152.25,191.0,157.1875,155.46153846153845,94.5625,199.0,82.5,323.5,113.76923076923077,236.76923076923077,240.63636363636363,172.0625,97.33333333333333,178.6153846153846
2021,1120,26.33,60.3,17.26,32.48,9.07,27.81,15.44,21.81,10.96,24.63,14.81,15.52,6.22,6.04,3.41,27.7,63.26,20.37,40.81,7.33,22.44,13.7,20.0,10.7,21.85,12.59,13.26,8.74,3.74,4.26,81.22222222222223,92.2,59.92307692307692,61.3125,77.41666666666667,79.25,55.0,52.25,62.125,191.0,83.0,70.84615384615384,64.75,66.5625,101.5,323.5,72.76923076923077,236.76923076923077,240.63636363636363,42.4375,65.66666666666667,178.6153846153846
2021,1122,26.36,59.28,19.36,38.24,7.0,21.04,13.2,17.44,11.6,19.96,12.6,14.16,6.4,1.88,4.4,25.92,54.04,18.52,33.96,7.4,20.08,12.12,17.8,8.08,21.52,11.8,15.12,7.72,2.52,4.08,220.77777777777777,212.8,185.69230769230768,187.8125,204.16666666666666,181.25,181.5,179.75,209.125,191.0,179.0,183.23076923076923,211.625,187.1875,241.0,323.5,225.07692307692307,236.76923076923077,240.63636363636363,181.3125,226.88888888888889,178.6153846153846
2021,1123,26.65,60.17,18.17,35.39,8.48,24.78,12.96,17.26,8.57,25.04,13.83,14.17,5.48,2.39,6.0,26.57,61.7,19.3,38.3,7.26,23.39,15.09,22.0,10.26,24.3,12.52,12.17,7.3,2.61,4.96,194.44444444444446,202.2,164.69230769230768,157.5,180.25,163.25,177.71428571428572,153.75,150.9375,191.0,153.8125,154.76923076923077,188.9375,146.4375,190.0,323.5,187.0,236.76923076923077,240.63636363636363,164.9375,185.22222222222223,178.6153846153846
2021,1124,31.08,63.04,20.75,38.33,10.33,24.71,11.88,17.04,11.33,22.38,17.04,12.17,8.96,3.75,5.25,23.96,55.38,17.5,36.38,6.46,19.0,12.04,17.54,9.29,20.12,12.38,16.83,6.17,3.83,4.92,2.0,3.3,2.3846153846153846,1.625,3.3333333333333335,1.8333333333333333,1.7857142857142858,6.5,1.625,191.0,1.9375,2.1538461538461537,5.8125,2.0625,2.5,323.5,1.6153846153846154,236.76923076923077,240.63636363636363,2.3125,2.2222222222222223,178.6153846153846
2021,1125,29.93,61.24,20.86,35.1,9.07,26.14,12.66,17.1,7.9,25.72,18.28,11.55,7.79,2.79,4.0,25.93,60.24,18.45,38.24,7.48,22.0,10.07,14.83,9.07,23.62,13.07,14.03,6.24,3.76,3.62,56.666666666666664,60.1,90.38461538461539,97.1875,71.66666666666667,54.666666666666664,55.142857142857146,74.0,103.75,191.0,85.9375,50.53846153846154,109.3125,94.4375,40.0,323.5,83.92307692307692,236.76923076923077,240.63636363636363,100.5,98.44444444444444,178.6153846153846
2021,1127,23.89,57.72,15.22,31.5,8.67,26.22,9.0,13.39,8.89,23.67,11.06,13.39,5.0,3.06,6.61,25.89,57.61,18.28,36.89,7.61,20.72,12.94,18.06,8.5,24.06,12.06,10.83,6.72,2.5,5.94,328.8888888888889,331.6,315.0,337.0,329.3333333333333,325.0833333333333,339.2857142857143,289.0,337.0625,191.0,306.375,335.53846153846155,336.375,336.375,331.0,323.5,272.46153846153845,236.76923076923077,240.63636363636363,331.5,324.1111111111111,178.6153846153846
2021,1129,26.52,58.24,18.84,35.92,7.68,22.32,15.08,20.04,8.08,24.64,13.52,11.48,6.52,2.88,7.36,24.4,56.8,17.92,36.92,6.48,19.88,11.76,15.88,6.92,22.64,11.24,13.48,5.32,2.24,7.8,30.333333333333332,32.5,58.76923076923077,45.125,43.416666666666664,32.75,45.07142857142857,50.0,41.3125,191.0,66.375,58.0,44.625,69.5,42.5,323.5,36.38461538461539,236.76923076923077,240.63636363636363,69.6875,41.44444444444444,178.6153846153846
2021,1130,25.0,59.25,16.0,32.05,9.0,27.2,12.35,17.6,7.95,22.75,11.4,13.25,7.25,3.85,3.0,29.65,60.4,21.95,38.7,7.7,21.7,12.5,17.55,8.3,26.45,14.65,13.25,6.75,3.35,3.5,213.77777777777777,236.9,126.0,126.0,179.83333333333334,188.83333333333334,196.85714285714286,146.5,121.625,191.0,148.75,188.07692307692307,160.3125,107.1875,273.0,323.5,188.30769230769232,236.76923076923077,240.63636363636363,120.1875,151.0,178.6153846153846
2021,1131,25.06,57.39,18.11,35.56,6.94,21.83,12.33,16.44,8.61,24.06,9.83,12.17,5.28,2.83,6.94,27.5,58.06,20.17,37.67,7.33,20.39,11.61,17.33,7.61,22.78,12.5,10.06,6.39,2.56,7.0,188.55555555555554,206.3,209.84615384615384,228.1875,203.0,234.45454545454547,202.5,215.75,243.25,191.0,243.5625,173.0,169.3125,230.4375,201.0,323.5,214.4,236.76923076923077,240.63636363636363,168.625,198.77777777777777,178.6153846153846
2021,1132,27.88,66.46,19.67,40.67,8.21,25.79,14.17,19.21,10.79,24.25,12.62,9.88,7.29,2.08,3.58,27.25,60.88,19.04,36.83,8.21,24.04,13.08,18.33,9.33,27.04,13.42,13.79,5.21,3.79,3.38,132.11111111111111,138.8,142.53846153846155,127.125,115.75,128.0,146.5,102.0,118.0,191.0,128.5,121.53846153846153,139.25,135.375,156.0,323.5,113.61538461538461,236.76923076923077,240.63636363636363,116.125,139.0,178.6153846153846
2021,1133,25.54,57.77,18.92,36.69,6.62,21.08,9.54,13.08,8.31,24.77,13.19,12.23,4.92,3.23,3.12,23.73,55.54,14.38,31.0,9.35,24.54,11.27,16.77,7.85,23.42,13.0,10.92,6.46,2.23,2.31,174.11111111111111,172.8,129.69230769230768,113.3125,152.58333333333334,131.33333333333334,131.35714285714286,107.5,111.6875,191.0,103.375,151.76923076923077,145.125,122.9375,183.0,323.5,133.76923076923077,236.76923076923077,240.63636363636363,124.0625,145.33333333333334,178.6153846153846
2021,1136,27.95,60.8,18.6,36.15,9.35,24.65,15.9,21.05,8.75,27.45,14.85,14.9,6.35,3.25,7.45,27.1,66.35,19.65,40.55,7.45,25.8,12.75,17.9,10.75,23.85,14.35,12.55,7.25,3.65,7.5,120.0,104.9,195.92307692307693,172.4375,129.0,163.91666666666666,165.07142857142858,153.0,179.5625,191.0,137.0625,188.6153846153846,153.0,200.125,94.0,323.5,112.23076923076923,236.76923076923077,240.63636363636363,219.5625,126.77777777777777,178.6153846153846
2021,1137,25.92,56.92,18.58,34.67,7.33,22.25,15.75,20.67,5.33,25.83,12.0,12.5,5.83,3.5,5.75,27.83,63.58,20.42,43.0,7.42,20.58,14.25,18.58,9.75,25.5,15.33,11.25,7.0,3.17,5.67,210.66666666666666,206.6,202.07692307692307,223.5625,237.8181818181818,238.0,237.71428571428572,329.5,247.5,191.0,273.625,235.15384615384616,225.875,253.625,233.0,323.5,204.63636363636363,236.76923076923077,240.63636363636363,228.4375,230.33333333333334,178.6153846153846
2021,1138,30.57,66.74,23.52,46.0,7.04,20.74,13.57,20.26,13.57,27.43,15.7,13.48,7.96,4.17,6.0,26.48,63.83,20.52,42.78,5.96,21.04,14.3,18.83,8.65,23.52,13.09,12.57,6.22,3.04,6.35,143.77777777777777,154.8,113.23076923076923,102.1875,141.58333333333334,129.08333333333334,148.35714285714286,87.25,122.5,191.0,108.1875,121.07692307692308,163.125,104.3125,114.0,323.5,83.07692307692308,236.76923076923077,240.63636363636363,135.25,106.77777777777777,178.6153846153846
2021,1139,22.88,55.72,15.72,33.56,7.16,22.16,10.6,16.4,7.64,21.36,12.32,10.64,5.56,2.04,5.0,25.32,54.48,18.16,34.0,7.16,20.48,10.88,15.52,6.36,24.84,13.8,11.84,5.12,3.68,4.96,139.33333333333334,161.7,71.07692307692308,88.625,118.33333333333333,108.08333333333333,83.28571428571429,91.25,80.625,191.0,107.6875,91.84615384615384,103.375,90.25,113.5,323.5,171.3846153846154,236.76923076923077,240.63636363636363,47.0,118.88888888888889,178.6153846153846
2021,1140,28.4,59.44,19.8,36.36,8.6,23.08,12.16,16.52,8.32,28.28,16.16,13.0,4.68,2.84,4.6,24.84,60.6,18.0,39.52,6.84,21.08,12.32,17.84,7.24,21.72,11.6,11.08,6.6,2.0,4.32,14.666666666666666,20.1,32.15384615384615,38.9375,22.416666666666668,35.166666666666664,18.214285714285715,37.0,35.125,191.0,51.8125,28.23076923076923,38.3125,51.0,10.5,323.5,26.53846153846154,236.76923076923077,240.63636363636363,19.5,21.11111111111111,178.6153846153846
2021,1141,26.35,60.5,20.15,41.25,6.2,19.25,14.85,21.9,8.7,22.9,10.0,12.8,7.5,3.0,4.25,29.65,63.4,20.45,38.15,9.2,25.25,13.4,17.45,10.45,26.0,15.35,13.2,6.2,4.0,4.35,301.3333333333333,304.6,258.46153846153845,247.375,275.0,252.5,281.2142857142857,279.5,250.5,191.0,293.125,278.84615384615387,292.25,248.5625,322.0,323.5,280.53846153846155,236.76923076923077,240.63636363636363,267.9375,306.44444444444446,178.6153846153846
2021,1142,20.96,54.26,14.61,34.13,6.35,20.13,11.52,16.0,6.3,22.3,11.61,13.52,6.22,3.35,8.57,25.26,56.57,18.61,37.96,6.65,18.61,14.74,20.65,8.35,26.09,13.13,12.0,7.3,3.3,7.52,329.77777777777777,328.2,327.7692307692308,333.4375,324.0833333333333,324.5833333333333,323.42857142857144,318.5,311.0625,191.0,307.3125,340.3076923076923,314.8125,335.25,337.0,323.5,329.15384615384613,236.76923076923077,240.63636363636363,323.0625,326.44444444444446,178.6153846153846
2021,1143,22.5,52.68,15.43,31.18,7.07,21.5,12.61,17.89,6.46,21.61,11.68,11.96,4.21,2.21,3.68,24.93,53.25,18.39,36.0,6.54,17.25,13.14,18.11,6.64,23.11,12.79,11.14,6.0,2.89,3.43,187.11111111111111,196.7,132.69230769230768,150.9375,162.16666666666666,184.33333333333334,167.07142857142858,106.25,135.125,191.0,119.4375,152.53846153846155,162.25,141.4375,171.5,323.5,181.69230769230768,236.76923076923077,240.63636363636363,125.0,142.88888888888889,178.6153846153846
2021,1144,24.88,50.96,17.92,32.36,6.96,18.6,11.68,17.24,4.64,20.12,13.68,11.76,6.04,2.36,3.04,24.84,53.76,18.56,33.48,6.28,20.28,11.92,16.4,8.52,22.64,11.24,13.84,5.76,2.36,3.28,239.33333333333334,241.2,255.53846153846155,255.25,231.08333333333334,234.75,252.14285714285714,204.25,264.25,191.0,211.125,251.53846153846155,252.875,251.8125,243.5,323.5,226.53846153846155,236.76923076923077,240.63636363636363,296.0,250.0,178.6153846153846
2021,1145,24.69,60.46,17.23,35.31,7.46,25.15,13.54,19.08,8.77,23.08,12.69,11.85,5.62,3.46,7.38,26.0,57.46,19.92,39.62,6.08,17.85,13.08,18.15,7.62,25.62,11.46,13.46,5.38,3.46,6.54,175.0,145.8,249.76923076923077,258.6875,205.75,247.16666666666666,229.42857142857142,318.0,256.375,191.0,215.5625,247.23076923076923,185.0625,235.75,197.5,323.5,166.07692307692307,236.76923076923077,240.63636363636363,258.1875,237.22222222222223,178.6153846153846
2021,1146,24.83,57.52,17.78,37.96,7.04,19.57,13.26,18.61,8.7,24.39,13.26,17.26,4.91,2.65,5.87,29.91,64.26,20.52,39.7,9.39,24.57,13.61,18.48,8.78,23.83,17.13,11.13,9.35,3.43,6.17,325.77777777777777,316.2,307.3076923076923,281.8125,304.75,313.75,320.7142857142857,300.75,292.0,191.0,268.3125,327.46153846153845,297.0,283.75,327.0,323.5,266.9230769230769,236.76923076923077,240.63636363636363,317.8125,300.3333333333333,178.6153846153846
2021,1148,24.86,58.57,17.71,36.52,7.14,22.05,11.67,16.62,7.1,21.52,12.86,13.86,6.9,2.57,5.62,28.19,60.0,19.9,36.43,8.29,23.57,12.71,18.24,9.71,25.9,16.14,14.05,7.71,2.95,6.19,288.44444444444446,297.0,333.46153846153845,334.4375,311.1666666666667,325.5833333333333,340.7857142857143,288.25,336.625,191.0,293.6875,332.0,285.6875,335.875,323.5,323.5,304.38461538461536,236.76923076923077,240.63636363636363,339.25,318.3333333333333,178.6153846153846
2021,1149,22.25,55.95,14.7,31.65,7.55,24.3,12.0,16.85,7.6,23.95,9.95,15.95,5.8,3.9,3.25,26.65,60.1,19.0,37.8,7.65,22.3,13.6,20.7,10.3,24.35,13.3,11.85,8.9,3.85,2.8,342.22222222222223,343.3,330.0769230769231,329.5,340.75,335.5,339.0,314.0,346.8125,191.0,307.5625,346.2307692307692,340.9375,321.0,343.5,323.5,313.84615384615387,236.76923076923077,240.63636363636363,337.375,337.77777777777777,178.6153846153846
2021,1150,21.83,50.17,16.12,32.71,5.71,17.46,13.75,18.67,5.96,23.04,11.25,12.58,5.29,2.79,5.04,24.79,55.38,18.0,34.0,6.79,21.38,10.0,12.96,6.71,23.12,13.08,11.38,6.92,3.54,6.33,194.33333333333334,182.3,186.92307692307693,198.0625,187.58333333333334,168.41666666666666,188.64285714285714,182.0,209.625,191.0,201.375,190.30769230769232,184.5625,189.4375,229.5,323.5,164.46153846153845,236.76923076923077,240.63636363636363,177.5625,236.33333333333334,178.6153846153846
2021,1151,25.04,57.83,16.79,34.54,8.25,23.29,12.83,16.25,6.29,23.92,12.25,10.38,6.71,1.88,2.62,26.54,57.96,19.46,37.29,7.08,20.67,9.62,13.58,7.21,25.42,13.0,12.71,5.0,3.67,2.62,104.33333333333333,97.7,153.76923076923077,156.75,101.08333333333333,109.25,98.64285714285714,126.5,128.25,191.0,160.25,118.6923076923077,120.4375,170.6875,116.5,323.5,130.46153846153845,236.76923076923077,240.63636363636363,129.1875,149.22222222222223,178.6153846153846
2021,1152,20.0,55.22,14.33,32.67,5.67,22.56,9.78,14.0,4.67,18.89,9.89,14.56,5.44,1.44,1.33,32.78,62.0,23.78,39.22,9.0,22.78,14.11,20.33,10.78,29.33,19.33,11.0,6.44,2.89,1.44,340.3333333333333,337.3,346.25,351.5625,338.3333333333333,344.25,354.7857142857143,346.0,353.9375,191.0,342.125,348.2307692307692,341.9375,354.625,311.5,323.5,340.46153846153845,236.76923076923077,240.63636363636363,352.875,345.6666666666667,178.6153846153846
2021,1153,24.61,58.22,17.52,35.43,7.09,22.78,12.61,19.22,8.52,23.26,14.96,13.74,6.74,3.78,8.13,24.7,56.52,18.04,36.7,6.65,19.83,16.09,21.39,7.48,24.13,13.87,12.52,6.87,3.65,7.7,124.33333333333333,134.6,89.53846153846153,76.0625,124.91666666666667,101.91666666666667,78.78571428571429,130.25,96.25,191.0,94.1875,99.92307692307692,97.5,85.1875,120.0,323.5,111.3076923076923,236.76923076923077,240.63636363636363,66.1875,115.55555555555556,178.6153846153846
2021,1154,27.1,61.05,18.1,33.62,9.0,27.43,14.52,20.43,7.38,25.62,14.29,11.76,4.43,4.24,4.0,30.9,65.52,23.52,42.19,7.38,23.33,13.14,16.95,7.76,27.24,13.81,10.19,7.05,3.1,4.86,181.11111111111111,168.5,286.0,280.0,163.58333333333334,234.0,223.85714285714286,220.5,249.1875,191.0,229.75,260.84615384615387,200.8125,283.25,184.5,323.5,217.23076923076923,236.76923076923077,240.63636363636363,290.0,211.88888888888889,178.6153846153846
2021,1155,23.52,54.96,15.17,30.83,8.35,24.13,9.91,12.96,7.43,22.61,13.26,11.91,6.09,2.87,2.87,22.0,52.52,14.83,31.22,7.17,21.3,10.83,15.52,7.35,22.35,11.22,13.3,6.57,3.0,2.61,23.22222222222222,15.1,30.846153846153847,38.375,14.5,30.083333333333332,35.642857142857146,61.5,28.8125,191.0,28.5625,33.07692307692308,12.4375,34.375,11.5,323.5,43.84615384615385,236.76923076923077,240.63636363636363,30.25,37.888888888888886,178.6153846153846
2021,1156,26.31,58.27,19.92,38.27,6.38,20.0,12.46,18.62,8.96,22.96,13.92,12.46,7.0,2.46,4.19,23.92,56.5,16.54,32.5,7.38,24.0,15.35,21.04,10.0,22.85,12.62,13.54,6.35,2.73,4.77,104.77777777777777,88.1,175.23076923076923,238.1875,117.66666666666667,153.5,208.14285714285714,131.75,207.0625,191.0,177.0,162.53846153846155,157.75,180.625,111.0,323.5,174.23076923076923,236.76923076923077,240.63636363636363,208.375,149.88888888888889,178.6153846153846
2021,1157,25.79,60.05,17.37,35.68,8.42,24.37,14.58,19.32,11.79,28.11,13.84,15.21,7.74,3.74,5.53,23.53,61.05,14.58,32.21,8.95,28.84,12.58,18.21,9.16,21.89,12.84,12.53,7.79,2.47,5.26,144.77777777777777,127.1,157.23076923076923,140.375,152.66666666666666,146.58333333333334,138.07142857142858,206.5,157.5625,191.0,157.375,173.84615384615384,147.5,168.4375,109.0,323.5,155.84615384615384,236.76923076923077,240.63636363636363,186.9375,141.88888888888889,178.6153846153846
2021,1158,24.47,55.65,16.0,33.47,8.47,22.18,10.59,15.06,6.65,22.65,10.41,10.06,5.29,2.94,1.82,24.24,54.24,16.29,32.53,7.94,21.71,13.41,18.18,7.12,23.94,12.47,11.06,4.94,3.24,1.53,239.77777777777777,229.5,184.76923076923077,201.0,246.41666666666666,228.25,215.21428571428572,254.5,225.5,191.0,160.9375,208.23076923076923,228.25,213.0625,215.5,323.5,218.53846153846155,236.76923076923077,240.63636363636363,194.25,249.33333333333334,178.6153846153846
2021,1159,31.47,63.0,22.4,40.47,9.07,22.53,14.33,19.6,8.53,28.6,17.13,9.73,7.2,3.4,4.53,25.87,63.33,19.73,39.87,6.13,23.47,10.73,15.87,8.93,23.07,10.67,11.93,4.87,2.8,5.67,34.22222222222222,39.6,111.07692307692308,96.8125,75.72727272727273,83.45454545454545,95.92857142857143,93.5,117.6875,191.0,85.4375,75.0,66.9375,115.0625,45.5,323.5,11.818181818181818,236.76923076923077,240.63636363636363,98.375,23.0,178.6153846153846
2021,1160,25.8,56.77,18.33,36.43,7.47,20.33,13.97,17.0,8.07,23.73,13.23,10.27,5.3,2.77,5.3,22.9,54.67,16.57,35.63,6.33,19.03,11.13,15.33,7.17,20.77,10.9,12.33,4.57,2.87,5.57,31.444444444444443,34.3,44.46153846153846,17.8125,28.083333333333332,19.583333333333332,25.214285714285715,11.0,18.4375,191.0,19.375,39.69230769230769,46.1875,24.375,39.5,323.5,15.692307692307692,236.76923076923077,240.63636363636363,42.5,11.777777777777779,178.6153846153846
