TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,BIH,BOB,CNG,COL,DC,DOK,DOL,DUN,DWH,ECK,GRN,JCI,KPK,MB,MOR,PKL,POM,REN,ROH,RPI,RTH,SAG,SAP,SCR,SE,SEL,SIM,WLK,WOB,WOL
1113,23.39,54.29,17.75,39.36,5.64,14.93,14.64,20.29,11.07,22.04,14.39,15.07,6.43,3.21,20.07,23.75,53.32,17.29,36.61,6.46,16.71,15.96,21.61,10.39,22.61,14.25,15.07,6.57,3.89,19.43,162.75,140.71428571428572,115.0,154.66666666666666,163.77777777777777,126.38888888888889,159.2,123.76470588235294,129.5,172.66666666666666,163.25,157.16666666666666,138.57142857142858,140.0,116.0,140.92857142857142,126.83333333333333,175.8181818181818,143.78571428571428,169.8,125.75,141.61111111111111,203.625,128.55555555555554,169.8125,134.15384615384616,195.21428571428572,175.0,149.42857142857142,189.07692307692307
1114,21.82,53.18,17.5,39.5,4.32,13.68,16.11,23.46,13.5,21.18,14.04,15.75,7.75,2.5,18.07,22.93,50.57,16.71,33.57,6.21,17.0,13.54,18.32,9.21,21.57,11.68,16.89,6.25,3.93,20.29,176.375,149.85714285714286,191.55555555555554,159.66666666666666,181.66666666666666,164.77777777777777,173.86666666666667,190.05882352941177,185.5,212.0,178.91666666666666,191.0,160.0,170.1,172.61111111111111,224.0,184.33333333333334,164.54545454545453,171.64285714285714,210.6,173.41666666666666,178.22222222222223,181.625,193.33333333333334,169.5625,159.69230769230768,162.78571428571428,183.28571428571428,168.57142857142858,161.53846153846155
1115,22.37,56.04,17.44,40.11,4.93,15.93,11.67,17.3,9.85,25.04,10.81,15.67,7.59,4.33,19.22,22.07,56.48,17.11,40.52,4.96,15.96,13.89,21.89,13.33,26.67,11.22,16.48,6.81,2.63,17.78,299.375,296.35714285714283,300.55555555555554,302.6666666666667,308.55555555555554,301.6111111111111,287.26666666666665,309.70588235294116,309.5,296.6666666666667,299.4166666666667,309.5,302.35714285714283,313.3,317.8333333333333,284.85714285714283,304.0,293.72727272727275,295.42857142857144,305.6,311.75,290.27777777777777,286.25,322.22222222222223,279.5625,306.2307692307692,292.64285714285717,272.7142857142857,307.7142857142857,281.3076923076923
1116,26.52,57.74,20.81,40.94,5.71,16.81,15.58,22.45,12.19,22.84,15.55,13.39,8.45,6.13,16.94,23.71,56.84,17.23,39.52,6.48,17.32,11.16,16.94,12.9,22.0,11.94,16.84,6.35,3.81,19.29,37.875,34.142857142857146,18.77777777777778,39.0,46.666666666666664,46.55555555555556,37.4,23.470588235294116,23.5,44.0,38.166666666666664,34.5,32.642857142857146,33.7,30.166666666666668,64.71428571428571,52.44444444444444,48.63636363636363,35.92857142857143,51.6,29.416666666666668,36.55555555555556,52.625,48.888888888888886,42.8125,31.53846153846154,46.642857142857146,51.07142857142857,32.857142857142854,43.38461538461539
1117,26.0,55.71,20.32,39.93,5.68,15.79,14.21,21.68,10.57,23.79,13.36,15.54,6.0,2.5,18.68,26.96,59.43,18.93,36.82,8.04,22.61,13.96,20.46,12.29,23.11,14.68,13.36,7.79,3.07,19.11,221.125,207.78571428571428,199.88888888888889,222.16666666666666,208.77777777777777,192.72222222222223,234.93333333333334,192.11764705882354,209.5,214.33333333333334,211.0,206.33333333333334,209.14285714285714,197.9,188.61111111111111,213.57142857142858,190.5,212.54545454545453,224.21428571428572,208.8,208.5,195.77777777777777,222.375,165.55555555555554,209.6875,214.3846153846154,196.64285714285714,212.14285714285714,203.14285714285714,230.3846153846154
1119,19.04,48.48,13.56,32.64,5.48,15.84,10.92,15.84,8.16,20.8,10.84,15.68,5.44,1.6,20.08,22.08,49.92,15.36,32.04,6.72,17.88,17.8,24.2,10.48,23.64,12.36,12.52,7.4,3.56,16.2,326.25,311.2142857142857,328.0,322.0,328.1111111111111,320.5,314.2,325.29411764705884,329.0,322.0,323.8333333333333,326.3333333333333,315.7857142857143,325.4,327.22222222222223,299.42857142857144,322.94444444444446,328.90909090909093,310.0,325.2,322.6666666666667,317.27777777777777,320.25,317.3333333333333,309.625,319.53846153846155,317.07142857142856,296.2857142857143,324.42857142857144,308.84615384615387
1120,23.36,53.89,16.43,34.43,6.93,19.46,11.93,18.89,12.39,20.61,13.5,15.93,8.07,4.21,19.64,23.36,52.86,16.46,33.11,6.89,19.75,14.11,20.89,12.39,21.86,14.25,16.07,7.5,3.86,17.18,112.625,85.71428571428571,103.77777777777777,96.83333333333333,108.22222222222223,109.11111111111111,110.2,105.3529411764706,100.0,107.0,97.5,108.33333333333333,81.35714285714286,92.8,153.22222222222223,106.35714285714286,98.77777777777777,113.27272727272727,102.57142857142857,107.0,88.16666666666667,92.94444444444444,143.0,59.0,90.6875,88.15384615384616,157.14285714285714,105.71428571428571,106.0,100.92307692307692
1122,24.68,54.19,19.19,37.81,5.48,16.39,17.03,22.81,10.52,22.32,14.03,14.42,7.0,3.0,18.58,25.55,56.61,19.0,37.1,6.55,19.52,13.61,19.42,12.16,22.19,13.16,15.29,7.42,2.55,20.23,172.5,163.78571428571428,230.22222222222223,149.83333333333334,170.44444444444446,190.83333333333334,171.66666666666666,182.94117647058823,172.5,159.0,159.33333333333334,167.33333333333334,155.35714285714286,159.6,198.55555555555554,185.64285714285714,193.05555555555554,153.9090909090909,178.71428571428572,153.8,167.91666666666666,184.05555555555554,147.75,200.44444444444446,157.3125,161.46153846153845,174.57142857142858,160.92857142857142,167.14285714285714,140.0
1123,22.23,52.19,16.92,37.42,5.31,14.77,12.77,19.35,11.38,21.54,11.5,14.42,6.85,3.54,22.85,20.08,47.0,13.96,31.0,6.12,16.0,19.19,26.5,9.5,22.69,12.23,14.73,6.12,3.23,18.62,221.375,191.42857142857142,169.88888888888889,223.08333333333334,227.11111111111111,141.77777777777777,184.73333333333332,156.76470588235293,219.5,255.33333333333334,173.5,204.16666666666666,180.85714285714286,194.5,139.33333333333334,133.42857142857142,147.44444444444446,199.63636363636363,202.07142857142858,240.6,178.0,138.94444444444446,248.125,184.55555555555554,151.0,191.15384615384616,216.78571428571428,183.07142857142858,215.28571428571428,184.92307692307693
1124,21.59,54.29,13.71,33.12,7.88,21.18,12.12,17.53,10.0,21.88,10.94,15.24,6.18,4.24,20.0,25.12,56.76,18.71,39.0,6.41,17.76,15.88,22.24,13.41,25.94,15.35,12.71,6.47,4.06,17.0,191.5,198.33333333333334,185.33333333333334,192.33333333333334,170.0,219.33333333333334,197.26666666666668,170.11764705882354,117.5,190.0,189.83333333333334,148.66666666666666,171.66666666666666,149.625,133.94444444444446,176.0,202.27777777777777,201.0,177.85714285714286,156.6,194.55555555555554,195.55555555555554,248.875,61.666666666666664,185.9375,205.22222222222223,215.88888888888889,271.64285714285717,171.16666666666666,214.44444444444446
1125,29.33,58.67,20.77,36.23,8.57,22.43,14.6,21.0,11.83,23.9,16.97,16.3,7.73,3.57,19.87,26.63,60.73,20.23,42.07,6.4,18.67,16.27,23.13,13.77,20.93,14.23,15.4,8.47,3.07,19.63,188.25,202.64285714285714,185.66666666666666,182.83333333333334,152.88888888888889,191.33333333333334,182.26666666666668,188.11764705882354,202.5,128.33333333333334,188.41666666666666,199.33333333333334,208.78571428571428,222.7,185.05555555555554,159.07142857142858,164.66666666666666,201.1818181818182,178.71428571428572,130.6,217.16666666666666,177.16666666666666,129.375,216.22222222222223,181.375,208.23076923076923,158.28571428571428,172.0,197.57142857142858,186.23076923076923
1126,23.53,55.83,17.8,38.27,5.73,17.57,12.6,20.47,11.23,22.03,12.3,15.27,9.2,2.0,19.47,23.83,53.8,18.2,36.6,5.63,17.2,15.27,22.4,12.33,25.17,12.6,17.9,7.47,3.2,18.6,259.25,247.0,306.8888888888889,241.0,278.55555555555554,286.27777777777777,260.53333333333336,299.3529411764706,270.5,254.0,268.8333333333333,271.6666666666667,248.5,276.4,303.6666666666667,241.78571428571428,276.8888888888889,267.45454545454544,259.42857142857144,275.6,270.3333333333333,285.05555555555554,234.25,307.3333333333333,259.9375,260.9230769230769,224.35714285714286,256.0,274.57142857142856,252.53846153846155
1127,21.24,55.59,15.07,35.24,6.17,20.34,13.83,18.66,11.86,21.83,10.1,11.9,7.0,1.69,19.45,21.21,50.59,16.0,34.72,5.21,15.86,13.86,20.07,11.0,25.03,11.66,15.28,4.97,3.17,18.34,209.75,259.42857142857144,225.77777777777777,235.5,192.77777777777777,240.22222222222223,243.4,228.7058823529412,230.0,182.33333333333334,236.41666666666666,229.5,258.35714285714283,243.6,210.05555555555554,239.21428571428572,238.88888888888889,221.8181818181818,242.07142857142858,189.4,246.5,254.94444444444446,181.0,220.88888888888889,260.625,256.3076923076923,181.14285714285714,230.28571428571428,228.0,234.15384615384616
1128,22.54,49.62,15.0,29.04,7.54,20.58,14.31,21.12,10.65,21.54,12.54,12.35,5.81,1.5,18.19,21.81,48.81,14.73,29.19,7.08,19.62,13.92,19.81,8.96,20.19,11.38,11.58,6.08,3.0,18.81,151.625,190.28571428571428,215.44444444444446,164.0,165.88888888888889,203.27777777777777,162.66666666666666,246.94117647058823,181.0,138.0,166.5,148.66666666666666,191.14285714285714,181.9,223.44444444444446,193.85714285714286,197.16666666666666,149.36363636363637,176.0,145.2,192.08333333333334,197.5,104.5,239.22222222222223,173.0,183.23076923076923,147.42857142857142,160.28571428571428,141.42857142857142,141.15384615384616
1129,25.5,58.0,17.57,36.29,7.93,21.71,12.96,18.25,10.04,25.54,14.25,15.61,5.64,2.11,18.54,25.68,60.36,18.96,40.89,6.71,19.46,13.46,20.21,12.25,24.86,12.25,14.39,5.75,3.54,18.71,151.125,157.92857142857142,133.22222222222223,152.66666666666666,169.0,151.55555555555554,155.33333333333334,149.52941176470588,151.0,161.66666666666666,153.75,159.16666666666666,151.57142857142858,149.3,149.33333333333334,191.0,132.61111111111111,151.72727272727272,139.42857142857142,163.0,142.33333333333334,144.16666666666666,164.875,143.33333333333334,163.25,142.0,155.78571428571428,149.78571428571428,148.0,154.3846153846154
1130,26.38,53.91,20.38,37.81,6.0,16.09,15.78,23.5,13.03,22.16,17.81,13.31,5.94,4.28,16.5,24.47,56.44,18.22,39.69,6.25,16.75,11.69,17.0,12.66,18.44,12.41,13.28,6.72,3.16,19.88,21.25,30.357142857142858,27.0,30.833333333333332,30.444444444444443,32.77777777777778,27.333333333333332,20.705882352941178,18.0,24.333333333333332,24.583333333333332,18.833333333333332,30.0,25.5,20.11111111111111,38.92857142857143,24.22222222222222,26.636363636363637,32.57142857142857,31.4,26.0,29.333333333333332,24.125,41.111111111111114,29.3125,35.0,28.0,35.57142857142857,21.428571428571427,27.846153846153847
1131,21.18,51.75,15.82,35.68,5.36,16.07,11.21,16.93,11.14,23.07,13.46,13.43,6.68,3.0,17.46,20.82,50.0,14.68,32.79,6.14,17.21,11.82,18.07,9.82,22.5,10.5,12.71,6.68,2.93,17.43,237.625,206.14285714285714,185.88888888888889,223.08333333333334,214.11111111111111,175.61111111111111,217.33333333333334,207.7058823529412,256.0,225.0,219.41666666666666,251.83333333333334,228.35714285714286,253.4,186.77777777777777,185.85714285714286,173.55555555555554,225.9090909090909,208.14285714285714,216.0,213.0,180.88888888888889,216.75,220.44444444444446,213.5625,218.53846153846155,171.14285714285714,181.35714285714286,253.57142857142858,219.69230769230768
1132,21.75,50.43,14.68,31.57,7.07,18.86,14.14,19.64,7.96,19.54,13.39,16.57,6.25,1.5,24.07,23.32,50.07,17.0,32.39,6.32,17.68,19.96,28.07,10.82,23.93,14.79,16.36,7.89,2.96,19.07,240.125,249.42857142857142,218.11111111111111,257.6666666666667,252.11111111111111,199.16666666666666,222.86666666666667,215.1764705882353,231.5,253.66666666666666,224.75,223.83333333333334,230.0,219.9,196.61111111111111,218.78571428571428,228.5,244.72727272727272,246.35714285714286,247.8,227.0,225.5,255.875,198.66666666666666,230.5625,234.46153846153845,226.14285714285714,244.42857142857142,230.14285714285714,234.76923076923077
1133,26.1,58.73,20.53,41.8,5.57,16.93,13.77,19.17,12.6,25.1,16.53,15.2,9.2,4.83,18.73,22.0,55.23,16.57,37.4,5.43,17.83,14.87,20.1,11.3,23.03,11.97,16.7,7.5,3.0,17.4,60.75,58.857142857142854,52.111111111111114,60.25,55.77777777777778,60.27777777777778,65.26666666666667,69.41176470588235,51.0,52.0,47.5,54.666666666666664,59.0,62.8,92.83333333333333,50.57142857142857,59.5,60.36363636363637,56.142857142857146,44.8,61.0,60.94444444444444,52.375,60.44444444444444,50.4375,56.69230769230769,66.85714285714286,48.57142857142857,58.0,55.30769230769231
1135,20.19,48.78,15.26,31.26,4.93,17.52,14.44,21.89,9.74,22.37,12.52,16.07,7.04,2.96,17.19,23.07,52.7,16.41,33.74,6.67,18.96,11.63,16.0,9.78,22.96,14.04,14.85,7.67,2.52,19.96,293.75,297.7142857142857,296.3333333333333,296.0,272.8888888888889,277.77777777777777,287.53333333333336,285.2352941176471,289.5,286.3333333333333,295.4166666666667,293.8333333333333,287.14285714285717,294.8,276.55555555555554,289.35714285714283,276.1666666666667,297.6363636363636,293.14285714285717,280.4,292.0,280.05555555555554,276.5,282.6666666666667,276.625,298.46153846153845,297.5,278.2857142857143,294.7142857142857,277.7692307692308
1137,23.0,48.83,16.97,33.24,6.03,15.59,14.28,20.66,9.31,22.38,14.59,14.48,8.72,1.69,17.55,18.59,48.24,12.55,29.59,6.03,18.66,12.45,17.72,9.41,20.0,10.17,16.72,7.0,2.34,18.97,24.5,38.57142857142857,72.44444444444444,34.916666666666664,36.44444444444444,43.44444444444444,20.866666666666667,75.76470588235294,40.5,29.333333333333332,32.25,21.5,33.57142857142857,36.1,94.05555555555556,39.57142857142857,58.166666666666664,21.0,39.285714285714285,42.4,43.0,45.888888888888886,22.125,104.33333333333333,20.0,36.30769230769231,25.285714285714285,25.5,37.857142857142854,17.307692307692307
1138,23.61,54.16,17.06,36.35,6.55,17.81,17.87,23.74,12.42,21.03,12.45,16.19,7.87,2.23,19.65,25.26,53.52,19.26,35.94,6.0,17.58,14.0,19.03,10.16,21.61,14.97,16.84,6.87,3.16,21.74,107.5,96.78571428571429,145.88888888888889,88.5,139.66666666666666,108.22222222222223,84.86666666666666,133.41176470588235,133.0,129.66666666666666,104.08333333333333,119.16666666666667,89.0,111.2,110.44444444444444,102.5,129.33333333333334,83.81818181818181,95.85714285714286,129.6,109.08333333333333,116.83333333333333,102.875,191.0,89.8125,96.46153846153847,103.64285714285714,92.5,115.42857142857143,75.92307692307692
1139,23.97,51.9,14.84,28.52,9.13,23.39,11.9,17.03,7.65,18.23,13.42,8.94,6.23,2.35,17.16,23.0,49.68,18.74,36.13,4.26,13.55,11.45,16.61,10.77,22.52,10.71,14.03,4.52,2.48,17.97,108.75,94.5,70.66666666666667,98.33333333333333,106.22222222222223,82.55555555555556,109.13333333333334,90.58823529411765,107.5,101.33333333333333,89.5,107.0,93.28571428571429,111.5,95.72222222222223,59.42857142857143,84.27777777777777,90.36363636363636,88.28571428571429,83.0,96.66666666666667,80.38888888888889,88.875,117.77777777777777,91.5,94.15384615384616,57.142857142857146,71.21428571428571,99.85714285714286,97.3076923076923
1140,27.0,58.74,19.93,40.7,7.07,18.04,15.85,21.89,11.52,23.89,15.81,14.37,6.89,3.56,20.3,25.3,55.81,19.15,39.22,6.15,16.59,15.67,22.33,10.3,23.37,15.15,15.26,6.93,3.22,19.67,75.875,99.0,77.22222222222223,84.5,83.11111111111111,110.94444444444444,82.53333333333333,101.41176470588235,68.0,62.666666666666664,95.75,84.83333333333333,88.64285714285714,84.0,92.11111111111111,122.85714285714286,102.22222222222223,101.0909090909091,81.0,59.0,90.33333333333333,95.83333333333333,69.25,84.55555555555556,117.625,78.46153846153847,109.92857142857143,111.35714285714286,70.71428571428571,102.3076923076923
1141,20.56,51.11,15.52,33.78,5.04,17.33,12.81,18.89,10.93,21.3,9.96,19.15,6.19,4.37,20.52,23.93,53.26,17.41,35.67,6.52,17.59,15.96,23.52,12.48,23.37,13.78,16.33,9.0,3.11,19.93,307.25,298.42857142857144,289.6666666666667,307.3333333333333,308.22222222222223,285.6111111111111,295.53333333333336,271.7647058823529,304.0,317.6666666666667,296.0833333333333,298.5,293.92857142857144,293.1,270.94444444444446,303.7857142857143,285.5,296.8181818181818,307.14285714285717,310.6,301.9166666666667,278.05555555555554,310.75,241.22222222222223,279.9375,296.2307692307692,315.42857142857144,304.42857142857144,306.14285714285717,301.84615384615387
1142,22.41,54.0,14.63,32.15,7.78,21.85,12.15,17.44,11.74,22.63,11.22,15.11,5.26,2.0,18.67,24.74,55.56,18.85,38.81,5.89,16.74,15.37,20.7,10.81,22.81,12.56,11.22,6.74,3.63,16.7,291.875,301.7857142857143,246.66666666666666,301.75,275.0,286.72222222222223,285.3333333333333,253.35294117647058,249.5,290.3333333333333,277.8333333333333,278.1666666666667,279.07142857142856,264.4,282.05555555555554,304.57142857142856,277.1666666666667,294.72727272727275,294.5,290.2,276.25,286.5,296.625,276.22222222222223,291.25,281.38461538461536,265.92857142857144,304.0,277.85714285714283,298.84615384615387
1143,23.23,51.7,17.77,37.17,5.47,14.53,17.27,23.53,9.73,22.8,13.1,12.37,5.17,2.73,16.67,23.2,53.5,16.77,35.17,6.43,18.33,11.9,16.27,9.77,21.27,12.77,13.9,4.5,2.77,19.6,53.5,75.85714285714286,39.22222222222222,64.83333333333333,56.22222222222222,80.38888888888889,66.2,59.64705882352941,46.5,61.333333333333336,67.0,57.333333333333336,70.71428571428571,62.3,77.27777777777777,46.642857142857146,68.22222222222223,73.45454545454545,56.642857142857146,57.6,57.916666666666664,79.83333333333333,63.25,55.888888888888886,93.3125,63.61538461538461,89.5,75.57142857142857,49.857142857142854,87.61538461538461
1144,28.82,65.61,18.96,37.5,9.86,28.11,15.32,23.96,15.75,23.46,17.0,18.18,7.43,2.61,21.29,30.75,61.57,22.5,39.86,8.25,21.71,16.25,23.5,11.0,24.86,18.29,17.46,9.14,3.93,20.82,296.5,294.2857142857143,285.44444444444446,291.0833333333333,281.8888888888889,288.3888888888889,298.06666666666666,291.05882352941177,309.5,297.0,297.75,306.0,305.07142857142856,305.4,304.55555555555554,270.42857142857144,296.6111111111111,304.6363636363636,280.85714285714283,292.6,300.3333333333333,305.1666666666667,288.75,304.55555555555554,308.8125,298.2307692307692,235.42857142857142,301.85714285714283,306.2857142857143,300.6923076923077
1145,25.83,57.0,19.21,37.83,6.62,19.17,12.41,17.14,10.76,22.03,13.59,13.59,7.38,2.9,17.24,26.86,58.83,18.52,37.07,8.34,21.76,12.86,17.83,12.41,23.03,16.1,12.76,5.86,3.45,16.79,267.25,273.2857142857143,228.0,276.5,251.88888888888889,242.94444444444446,277.93333333333334,219.41176470588235,236.5,281.0,250.91666666666666,250.16666666666666,263.64285714285717,246.5,242.44444444444446,218.28571428571428,227.33333333333334,274.90909090909093,259.07142857142856,260.8,237.91666666666666,253.61111111111111,274.625,184.22222222222223,267.4375,261.0,228.71428571428572,256.07142857142856,274.0,269.3076923076923
1147,23.5,54.04,17.15,36.62,6.35,17.42,12.5,17.58,10.65,21.0,14.88,17.38,6.58,2.54,19.42,26.54,57.62,19.35,37.0,7.19,20.62,17.38,23.81,13.65,22.54,14.58,14.27,9.73,3.27,17.46,316.5,317.57142857142856,312.0,318.8333333333333,318.8888888888889,306.8333333333333,309.3333333333333,312.0,319.0,324.3333333333333,305.9166666666667,318.0,304.35714285714283,310.3,313.6666666666667,316.7142857142857,306.1666666666667,310.45454545454544,316.64285714285717,324.2,308.25,306.5,321.5,306.77777777777777,301.875,310.84615384615387,313.57142857142856,311.85714285714283,318.14285714285717,302.9230769230769
1148,24.86,56.0,16.93,35.38,7.93,20.62,14.83,20.55,13.1,21.17,14.76,12.83,6.59,2.34,15.45,25.21,54.38,18.38,35.0,6.83,19.38,10.62,15.14,10.31,21.24,13.83,14.28,5.79,3.45,18.76,187.75,199.85714285714286,196.11111111111111,184.33333333333334,158.55555555555554,194.66666666666666,184.4,222.58823529411765,199.5,156.33333333333334,196.75,197.33333333333334,203.14285714285714,215.7,224.77777777777777,159.57142857142858,199.27777777777777,192.8181818181818,173.28571428571428,166.6,199.58333333333334,202.0,154.625,234.66666666666666,196.75,197.6153846153846,105.78571428571429,160.78571428571428,194.42857142857142,170.69230769230768
