TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,7OT,ARG,BBT,BIH,BLS,BUR,BWE,CNG,COL,COX,DAV,DC2,DCI,DDB,DII,DOK,DOL,DUN,EBP,ESR,FAS,FMG,FSH,HAS,JJK,JNG,KPI,KPK,KRA,LAB,LMC,LOG,MAS,MMG,MOR,PGH,PIG,POM,PRR,REW,RPI,RT,RTH,RTP,SAG,SEL,SFX,SGR,SMN,SMS,SP,SPR,SPW,STH,STM,TPR,TRK,TRP,WIL,WLK,WMV,WOB,WOL,YAG,ZAM
1112,28.82,57.03,21.91,38.68,6.91,18.35,16.32,21.47,10.03,26.62,15.24,12.29,4.97,4.56,17.5,25.18,58.38,17.94,37.82,7.24,20.56,13.59,18.56,8.88,20.12,12.65,11.65,6.18,2.65,19.88,37.142857142857146,23.428571428571427,30.25,20.333333333333332,22.0,25.866666666666667,19.0,24.428571428571427,25.6,16.0,24.357142857142858,23.0,19.642857142857142,13.0,17.38888888888889,12.61111111111111,25.6,20.545454545454547,18.666666666666668,25.545454545454547,32.375,19.76923076923077,20.6875,26.571428571428573,17.6,17.6,14.714285714285714,20.9375,21.0,18.0,25.9,25.466666666666665,23.72222222222222,28.9375,30.833333333333332,24.5,20.72222222222222,18.5,31.3125,19.428571428571427,19.714285714285715,23.4375,24.5,14.222222222222221,15.666666666666666,19.5,20.857142857142858,22.384615384615383,26.733333333333334,20.166666666666668,15.545454545454545,17.285714285714285,15.0,21.846153846153847,46.0,32.0,19.77777777777778,14.777777777777779,12.75,22.2,17.555555555555557,17.555555555555557,26.357142857142858,24.0,29.27777777777778
1113,27.97,60.26,19.03,35.71,8.94,24.55,18.65,25.26,9.9,25.32,14.16,10.71,6.58,3.58,18.94,26.48,60.32,18.26,36.26,8.23,24.06,14.13,19.52,11.23,25.35,15.13,14.94,5.39,3.52,21.71,51.42857142857143,22.785714285714285,25.375,20.77777777777778,21.75,17.466666666666665,32.833333333333336,25.142857142857142,19.666666666666668,27.0,22.928571428571427,29.625,52.142857142857146,55.0,28.444444444444443,39.22222222222222,24.066666666666666,36.72727272727273,36.111111111111114,38.09090909090909,19.125,16.307692307692307,37.0625,34.714285714285715,35.4,27.7,29.714285714285715,32.0625,33.0,36.0,21.4,25.466666666666665,36.888888888888886,15.9375,36.888888888888886,30.0,59.5,39.111111111111114,17.8125,24.857142857142858,27.714285714285715,24.25,22.428571428571427,41.666666666666664,35.166666666666664,19.0,61.57142857142857,26.76923076923077,21.933333333333334,27.0,35.27272727272727,21.428571428571427,74.0,21.076923076923077,38.0,25.714285714285715,34.333333333333336,44.333333333333336,36.8125,20.266666666666666,25.77777777777778,30.22222222222222,23.785714285714285,37.0625,33.611111111111114
1114,22.7,54.23,16.63,35.13,6.07,19.1,10.7,17.43,9.9,23.83,11.57,14.67,4.63,2.9,19.57,23.6,54.63,15.33,31.07,8.27,23.57,14.93,22.17,10.8,25.1,13.47,13.43,5.63,3.77,16.73,248.57142857142858,324.35714285714283,295.6875,304.6666666666667,287.0833333333333,299.73333333333335,285.6111111111111,278.42857142857144,310.93333333333334,308.14285714285717,284.0,284.0,285.35714285714283,280.0,290.3888888888889,282.6666666666667,312.6,312.3636363636364,291.1666666666667,328.90909090909093,299.875,316.6923076923077,287.2,275.0,318.8,327.5,324.14285714285717,317.875,306.22222222222223,312.6666666666667,269.8,307.3333333333333,304.22222222222223,293.0625,320.6666666666667,295.5,300.77777777777777,296.8888888888889,283.9375,331.7142857142857,306.2142857142857,270.5,312.07142857142856,293.1111111111111,285.05555555555554,320.64285714285717,260.85714285714283,294.3076923076923,325.6666666666667,296.6666666666667,285.1818181818182,281.14285714285717,321.0,308.6923076923077,295.3333333333333,277.2857142857143,307.22222222222223,306.3333333333333,308.625,315.6666666666667,304.22222222222223,316.3333333333333,330.92857142857144,282.5625,287.3888888888889
1115,23.29,53.23,17.09,34.37,6.2,18.86,13.14,19.46,7.97,21.4,12.2,14.2,7.86,4.11,19.54,23.74,54.83,17.26,35.11,6.49,19.71,17.43,24.51,12.74,25.43,13.97,15.26,7.83,1.94,17.43,328.42857142857144,331.35714285714283,330.4375,320.44444444444446,327.3333333333333,337.26666666666665,331.94444444444446,324.7142857142857,324.6666666666667,327.7142857142857,332.42857142857144,324.875,323.14285714285717,319.0,332.8333333333333,335.05555555555554,323.6666666666667,327.45454545454544,333.8888888888889,317.54545454545456,337.6875,334.15384615384613,335.46666666666664,328.92857142857144,315.8,308.7,325.57142857142856,327.4375,324.3333333333333,302.6666666666667,306.9,332.8,329.27777777777777,332.75,332.27777777777777,328.05555555555554,325.05555555555554,337.6111111111111,334.3125,309.2857142857143,321.57142857142856,339.0625,336.42857142857144,326.94444444444446,338.1666666666667,330.14285714285717,319.85714285714283,333.3076923076923,334.4,320.6666666666667,336.09090909090907,327.57142857142856,291.0,319.61538461538464,336.3333333333333,329.14285714285717,337.5,337.3888888888889,336.0625,335.2,324.6666666666667,323.55555555555554,319.35714285714283,328.4375,334.1666666666667
1116,28.97,60.68,21.18,41.24,7.79,19.44,15.35,22.65,10.18,24.59,14.47,11.0,6.24,4.62,20.21,24.79,57.91,16.26,33.85,8.53,24.06,17.41,24.0,11.35,24.47,13.59,14.0,4.76,3.68,19.47,53.57142857142857,28.642857142857142,38.8125,28.0,24.75,36.53333333333333,24.38888888888889,31.142857142857142,25.0,32.714285714285715,28.785714285714285,41.875,27.214285714285715,65.0,27.055555555555557,27.666666666666668,29.2,37.81818181818182,35.888888888888886,34.54545454545455,26.25,22.46153846153846,24.8125,28.571428571428573,27.4,27.6,28.428571428571427,23.4375,29.77777777777778,29.333333333333332,38.7,29.866666666666667,28.555555555555557,20.5,16.0,22.666666666666668,29.944444444444443,35.833333333333336,34.5625,33.714285714285715,22.357142857142858,24.3125,27.0,31.22222222222222,30.27777777777778,22.642857142857142,36.714285714285715,32.15384615384615,23.333333333333332,26.666666666666668,33.09090909090909,28.285714285714285,42.0,28.692307692307693,29.333333333333332,47.142857142857146,31.38888888888889,23.61111111111111,18.75,23.933333333333334,27.88888888888889,29.444444444444443,29.071428571428573,26.9375,17.72222222222222
1117,25.7,59.43,18.47,37.67,7.23,21.77,14.03,19.73,11.2,22.1,10.37,13.2,6.5,2.73,18.53,28.7,57.97,21.13,38.17,7.57,19.8,14.33,20.33,10.13,25.8,14.83,13.3,5.7,3.7,18.63,287.85714285714283,289.5,274.875,290.3333333333333,271.75,275.93333333333334,277.8888888888889,269.7142857142857,303.8,288.85714285714283,276.35714285714283,272.75,260.2142857142857,259.0,276.3888888888889,243.33333333333334,288.46666666666664,278.90909090909093,238.66666666666666,283.72727272727275,296.5625,290.0,247.46666666666667,263.42857142857144,298.8,301.8,302.7142857142857,278.25,295.44444444444446,288.6666666666667,257.8,284.1333333333333,261.8888888888889,286.875,257.44444444444446,289.0,259.55555555555554,256.05555555555554,280.625,297.2857142857143,300.57142857142856,282.0,290.0,261.0,249.44444444444446,295.7857142857143,267.42857142857144,290.0,312.0,280.8333333333333,255.0,270.42857142857144,299.0,278.2307692307692,266.3333333333333,256.0,257.27777777777777,238.94444444444446,267.6875,292.73333333333335,291.22222222222223,293.55555555555554,288.64285714285717,243.0,253.94444444444446
1119,27.14,61.17,17.45,35.72,9.69,25.45,9.76,14.97,10.0,25.07,16.52,13.45,5.62,2.69,19.93,25.59,56.86,17.14,33.52,8.45,23.34,15.55,21.66,9.55,26.97,13.79,14.1,6.59,3.62,15.66,218.14285714285714,206.92857142857142,184.375,215.11111111111111,212.5,219.46666666666667,232.38888888888889,231.14285714285714,228.06666666666666,246.85714285714286,211.85714285714286,206.5,254.78571428571428,227.0,218.94444444444446,208.94444444444446,209.53333333333333,232.45454545454547,185.72222222222223,220.0,213.5,239.23076923076923,222.06666666666666,218.71428571428572,269.6,227.4,281.57142857142856,211.5,250.66666666666666,241.0,217.7,171.8,231.0,210.8125,161.05555555555554,249.5,233.77777777777777,200.55555555555554,181.5,259.0,230.85714285714286,216.8125,239.42857142857142,235.83333333333334,215.16666666666666,250.5,280.14285714285717,205.30769230769232,239.93333333333334,215.91666666666666,219.0,234.85714285714286,271.0,235.6153846153846,263.3333333333333,244.28571428571428,214.55555555555554,186.77777777777777,273.0625,204.2,241.33333333333334,257.77777777777777,209.78571428571428,225.4375,195.66666666666666
1120,27.12,61.78,17.38,35.16,9.75,26.62,19.38,24.66,12.12,26.03,14.44,12.25,7.44,5.41,19.88,24.56,57.78,16.5,35.0,8.06,22.78,16.12,22.19,10.25,24.56,12.81,15.25,6.16,3.28,20.66,19.571428571428573,14.571428571428571,19.0,9.555555555555555,20.083333333333332,16.533333333333335,31.0,13.285714285714286,14.133333333333333,12.571428571428571,18.642857142857142,9.5,25.714285714285715,31.0,22.61111111111111,39.72222222222222,17.066666666666666,20.545454545454547,26.38888888888889,11.636363636363637,21.8125,15.307692307692308,30.625,16.785714285714285,8.8,6.9,6.142857142857143,20.3125,8.333333333333334,11.666666666666666,12.9,17.866666666666667,26.61111111111111,30.125,24.166666666666668,26.444444444444443,34.888888888888886,26.833333333333332,26.5,6.285714285714286,16.571428571428573,29.25,17.928571428571427,31.055555555555557,39.22222222222222,15.142857142857142,14.285714285714286,15.692307692307692,17.266666666666666,11.833333333333334,28.90909090909091,7.428571428571429,19.0,15.0,11.0,8.857142857142858,27.27777777777778,31.833333333333332,30.125,18.533333333333335,10.444444444444445,8.11111111111111,10.571428571428571,29.3125,32.22222222222222
1122,25.83,57.83,19.7,40.63,6.13,17.2,13.93,20.97,12.47,21.77,12.5,14.07,5.97,2.87,20.03,25.07,53.13,17.73,33.53,7.33,19.6,15.5,21.47,9.23,23.5,12.4,15.4,5.6,4.07,20.93,159.71428571428572,186.85714285714286,208.375,189.0,197.83333333333334,197.4,206.83333333333334,190.28571428571428,195.86666666666667,191.71428571428572,208.57142857142858,196.375,212.57142857142858,218.0,211.0,233.5,198.73333333333332,193.8181818181818,233.22222222222223,180.9090909090909,191.75,184.6153846153846,221.26666666666668,168.92857142857142,171.8,162.5,173.14285714285714,198.3125,178.55555555555554,184.33333333333334,200.6,185.53333333333333,202.0,205.75,223.22222222222223,197.44444444444446,221.33333333333334,230.33333333333334,187.1875,183.42857142857142,205.35714285714286,206.9375,188.0,217.94444444444446,233.61111111111111,182.21428571428572,190.28571428571428,182.15384615384616,193.6,195.41666666666666,217.72727272727272,181.71428571428572,162.0,191.15384615384616,172.33333333333334,205.42857142857142,219.0,220.94444444444446,207.75,182.66666666666666,185.66666666666666,174.77777777777777,198.78571428571428,216.0625,232.55555555555554
1123,26.74,59.55,19.03,36.84,7.71,22.71,13.94,19.77,10.1,27.74,14.19,13.23,5.26,3.42,17.39,26.39,61.68,18.26,39.45,8.13,22.23,13.45,18.52,10.52,25.9,12.97,12.0,6.9,3.58,19.0,154.71428571428572,145.35714285714286,122.4375,120.11111111111111,161.91666666666666,148.46666666666667,149.5,169.42857142857142,124.06666666666666,173.57142857142858,159.5,161.25,130.92857142857142,167.0,130.72222222222223,149.88888888888889,113.33333333333333,134.8181818181818,149.11111111111111,118.36363636363636,151.375,130.3846153846154,148.73333333333332,159.42857142857142,115.6,107.9,107.71428571428571,142.125,124.0,135.33333333333334,168.8,159.0,126.05555555555556,159.75,149.16666666666666,126.05555555555556,133.94444444444446,147.11111111111111,153.0,121.85714285714286,106.71428571428571,171.4375,125.85714285714286,129.72222222222223,151.27777777777777,120.42857142857143,138.0,140.07692307692307,130.13333333333333,136.91666666666666,159.27272727272728,168.71428571428572,130.0,131.84615384615384,166.66666666666666,160.85714285714286,156.05555555555554,159.22222222222223,117.25,149.53333333333333,145.44444444444446,120.88888888888889,104.21428571428571,165.0625,148.77777777777777
1124,27.13,58.71,20.97,41.13,6.16,17.58,14.06,19.0,11.81,26.16,14.32,13.52,5.55,4.32,18.23,24.42,59.03,16.94,36.45,7.48,22.58,13.03,18.19,10.9,21.61,14.42,11.81,5.65,4.39,18.06,78.14285714285714,53.857142857142854,45.8125,57.666666666666664,36.0,46.8,39.5,34.57142857142857,68.4,43.0,36.857142857142854,44.625,27.214285714285715,59.0,38.27777777777778,27.61111111111111,48.4,36.90909090909091,32.55555555555556,47.90909090909091,47.1875,52.69230769230769,23.4375,40.92857142857143,58.0,58.1,63.142857142857146,45.5,49.888888888888886,59.333333333333336,39.7,45.06666666666667,38.05555555555556,37.25,26.333333333333332,48.388888888888886,32.611111111111114,31.666666666666668,40.8125,64.85714285714286,88.35714285714286,42.5,36.642857142857146,57.0,27.0,56.57142857142857,26.0,53.38461538461539,50.13333333333333,47.833333333333336,28.818181818181817,41.857142857142854,94.0,50.69230769230769,43.0,37.285714285714285,32.44444444444444,27.166666666666668,26.6875,45.93333333333333,49.111111111111114,61.111111111111114,61.5,27.6875,21.77777777777778
1125,27.3,56.15,15.85,25.7,11.45,30.45,11.58,15.67,7.82,26.52,16.03,12.42,4.88,2.48,16.09,25.33,58.88,18.42,38.27,6.91,20.61,11.64,15.79,9.15,23.21,11.52,11.58,6.12,2.73,17.33,70.42857142857143,80.85714285714286,73.125,83.33333333333333,95.16666666666667,82.06666666666666,91.66666666666667,93.28571428571429,88.13333333333334,95.71428571428571,108.28571428571429,76.0,95.78571428571429,69.0,82.72222222222223,91.22222222222223,93.6,94.36363636363636,94.11111111111111,85.36363636363636,89.0625,87.84615384615384,102.73333333333333,84.21428571428571,77.2,73.6,78.0,78.0,86.22222222222223,50.666666666666664,63.6,87.33333333333333,86.22222222222223,89.625,104.33333333333333,85.77777777777777,92.33333333333333,97.0,89.0625,64.28571428571429,82.92857142857143,97.5,93.71428571428571,73.55555555555556,100.16666666666667,87.21428571428571,92.14285714285714,89.6923076923077,72.0,85.16666666666667,98.45454545454545,86.0,48.0,83.15384615384616,84.33333333333333,68.42857142857143,102.22222222222223,91.0,86.4375,89.33333333333333,89.44444444444444,83.44444444444444,78.07142857142857,92.625,96.33333333333333
1126,27.53,63.03,20.23,39.67,7.3,23.37,18.23,25.97,13.0,28.33,15.1,15.87,6.13,3.73,21.17,27.8,64.73,20.53,43.13,7.27,21.6,17.47,24.73,12.43,26.47,15.5,13.7,6.53,3.6,21.33,320.57142857142856,282.64285714285717,275.6875,288.44444444444446,313.9166666666667,300.1333333333333,311.1666666666667,313.14285714285717,283.26666666666665,306.85714285714283,311.07142857142856,278.875,297.92857142857144,232.0,294.8888888888889,325.94444444444446,284.73333333333335,298.54545454545456,314.0,280.09090909090907,291.0625,294.9230769230769,326.4,304.85714285714283,270.2,209.2,298.14285714285717,295.0625,283.55555555555554,234.33333333333334,304.0,285.73333333333335,305.05555555555554,319.6875,330.3888888888889,302.77777777777777,301.3888888888889,312.94444444444446,308.9375,268.85714285714283,303.85714285714283,319.0,298.0,298.77777777777777,320.5,291.57142857142856,287.42857142857144,308.0769230769231,282.6,293.25,321.3636363636364,309.57142857142856,237.0,259.0769230769231,271.6666666666667,295.2857142857143,320.8333333333333,325.22222222222223,315.75,289.8666666666667,294.22222222222223,272.55555555555554,270.7857142857143,319.0,287.22222222222223
