TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,BBT,BIH,BNM,BOB,BUR,CNG,COL,CPA,CPR,CRO,DC,DOK,DOL,DUN,EBB,HAT,HKB,KOS,KPK,KRA,LMC,LYN,MAS,MB,MOR,POM,REI,REW,ROG,RT,RTB,RTH,SAG,SE,SEL,SFX,SPW,STH,TMR,TW,WIL,WLK,WOB,WOL
1113,21.1,46.42,15.26,30.39,5.84,16.03,12.97,19.16,8.45,23.0,12.16,16.29,5.58,3.97,17.68,22.61,52.45,15.81,33.94,6.81,18.52,14.29,20.1,9.9,20.06,13.58,11.26,7.42,2.48,17.84,241.33333333333334,211.44444444444446,234.2,183.57142857142858,196.83333333333334,199.8,221.375,193.375,186.5,261.5,233.4,179.88888888888889,228.5,164.5,169.0,212.8181818181818,178.0909090909091,231.16666666666666,184.625,197.42857142857142,193.08333333333334,207.0,199.1578947368421,182.5,162.21052631578948,170.94736842105263,189.54545454545453,243.71428571428572,248.42857142857142,192.1764705882353,207.13333333333333,173.57142857142858,185.26315789473685,200.72222222222223,194.63636363636363,194.33333333333334,248.11111111111111,215.6,202.10526315789474,211.66666666666666,184.46153846153845,201.91666666666666,201.28571428571428,235.35714285714286
1114,21.03,52.97,15.8,37.23,5.23,15.73,15.1,21.67,9.7,23.2,9.9,12.43,6.33,3.1,19.73,21.5,51.0,15.37,32.8,6.13,18.2,15.23,23.17,10.63,25.63,11.8,14.3,4.9,4.2,19.47,210.66666666666666,227.77777777777777,218.06666666666666,207.21428571428572,186.58333333333334,187.7,185.75,188.25,195.75,186.5,150.0,202.33333333333334,218.14285714285714,201.25,299.0,203.54545454545453,230.27272727272728,209.41666666666666,198.875,175.0,185.0,193.66666666666666,213.78947368421052,211.125,198.78947368421052,224.31578947368422,189.9090909090909,185.42857142857142,212.28571428571428,206.52941176470588,220.26666666666668,206.28571428571428,219.68421052631578,211.88888888888889,188.72727272727272,158.33333333333334,196.11111111111111,191.1,214.0,171.33333333333334,193.07692307692307,195.33333333333334,176.85714285714286,215.78571428571428
1115,21.36,51.73,16.97,37.06,4.39,14.67,13.88,21.79,11.03,22.45,11.12,14.88,6.97,4.0,18.21,23.97,54.15,17.0,35.45,6.97,18.7,14.52,22.91,12.21,23.97,13.15,14.3,7.55,3.42,18.3,324.55555555555554,309.77777777777777,304.53333333333336,317.42857142857144,326.5,328.7,319.125,325.625,334.0,309.5,303.2,324.77777777777777,319.2857142857143,332.5,287.0,317.09090909090907,318.3636363636364,328.9166666666667,306.375,324.57142857142856,321.3333333333333,324.6666666666667,325.2105263157895,308.875,334.1578947368421,323.8421052631579,331.09090909090907,323.14285714285717,326.2857142857143,332.1764705882353,319.46666666666664,323.64285714285717,316.1578947368421,298.22222222222223,325.3636363636364,333.3333333333333,319.3333333333333,323.8,311.7894736842105,317.8888888888889,316.9230769230769,329.5833333333333,320.57142857142856,310.14285714285717
1116,25.25,58.12,18.84,40.0,6.41,18.12,14.94,21.62,11.34,22.47,13.62,12.97,8.28,5.0,19.31,24.78,57.09,18.84,38.81,5.94,18.28,14.22,21.03,13.0,24.62,12.59,16.22,5.56,4.78,18.53,92.77777777777777,88.33333333333333,89.46666666666667,65.92857142857143,79.83333333333333,84.8,67.5,87.125,94.25,98.75,97.6,90.16666666666667,94.92857142857143,87.9375,94.0,59.0,70.36363636363636,74.75,72.5,67.57142857142857,92.0,114.33333333333333,99.57894736842105,71.625,108.47368421052632,91.26315789473684,81.0909090909091,66.85714285714286,67.28571428571429,70.70588235294117,67.13333333333334,70.92857142857143,88.78947368421052,94.22222222222223,67.18181818181819,135.33333333333334,69.77777777777777,81.5,92.94736842105263,73.77777777777777,69.76923076923077,76.83333333333333,65.71428571428571,90.71428571428571
1117,21.97,51.48,16.76,37.64,5.21,13.85,14.18,21.21,11.33,22.21,9.61,13.7,5.94,2.33,15.79,24.67,54.3,18.39,38.48,6.27,15.82,10.39,15.12,9.85,21.91,11.91,12.82,6.85,3.94,18.27,219.33333333333334,184.33333333333334,155.93333333333334,201.28571428571428,207.25,212.2,221.75,212.625,224.875,228.0,229.8,202.94444444444446,204.35714285714286,205.125,189.0,204.63636363636363,188.45454545454547,222.75,181.5,217.28571428571428,206.5,203.0,194.6315789473684,176.8125,200.89473684210526,217.47368421052633,202.63636363636363,195.71428571428572,218.71428571428572,195.64705882352942,195.73333333333332,192.35714285714286,208.26315789473685,199.16666666666666,215.8181818181818,189.83333333333334,229.22222222222223,206.9,186.57894736842104,229.66666666666666,194.3846153846154,211.33333333333334,219.42857142857142,211.14285714285714
1119,22.21,53.38,14.41,31.17,7.79,22.21,14.41,19.72,8.1,23.28,13.07,15.34,5.9,1.86,19.41,24.79,55.07,17.48,33.93,7.31,21.14,13.83,20.14,10.21,25.86,13.55,15.45,6.41,2.93,19.41,291.55555555555554,302.77777777777777,304.93333333333334,304.35714285714283,294.8333333333333,292.7,287.5,292.125,305.625,254.0,287.6,298.77777777777777,299.0,295.0,256.0,288.6363636363636,302.1818181818182,277.8333333333333,301.4375,293.85714285714283,295.6666666666667,263.3333333333333,303.10526315789474,307.25,284.57894736842104,283.89473684210526,274.27272727272725,274.42857142857144,259.7142857142857,296.29411764705884,308.8666666666667,301.7857142857143,307.6842105263158,314.22222222222223,294.3636363636364,295.5,270.77777777777777,292.8,311.2105263157895,279.1111111111111,301.15384615384613,290.5,292.85714285714283,301.92857142857144
1120,22.45,53.84,17.42,37.16,5.03,16.68,12.71,19.61,10.9,23.39,12.45,13.52,6.42,4.81,18.48,21.77,53.26,15.23,34.42,6.55,18.84,13.87,20.23,11.45,23.81,12.32,14.19,7.13,3.87,17.68,146.0,117.55555555555556,127.8,126.71428571428571,152.16666666666666,163.8,118.375,166.625,119.5,167.75,166.0,158.61111111111111,125.5,140.5625,104.0,95.54545454545455,140.72727272727272,124.58333333333333,122.0,110.71428571428571,173.25,143.66666666666666,134.3684210526316,101.8125,134.8421052631579,162.1578947368421,168.8181818181818,113.0,123.42857142857143,184.23529411764707,103.53333333333333,108.0,153.05263157894737,115.61111111111111,113.63636363636364,145.0,133.77777777777777,135.1,123.05263157894737,141.22222222222223,102.23076923076923,142.0,113.0,113.14285714285714
1122,24.77,55.81,20.55,42.32,4.23,13.48,15.39,23.03,12.16,21.45,12.06,14.61,7.16,3.55,18.06,26.52,56.48,19.9,38.97,6.61,17.52,13.71,20.0,12.13,23.26,13.77,14.84,7.13,3.16,20.23,210.66666666666666,254.22222222222223,190.2,232.64285714285714,214.16666666666666,210.7,229.625,210.125,246.625,252.25,206.4,204.72222222222223,241.07142857142858,227.0,333.5,237.0,248.27272727272728,242.16666666666666,238.1875,228.71428571428572,220.41666666666666,236.33333333333334,217.73684210526315,244.875,196.68421052631578,187.94736842105263,215.27272727272728,239.14285714285714,261.0,210.94117647058823,256.2,227.71428571428572,214.47368421052633,236.5,234.1818181818182,223.33333333333334,230.55555555555554,207.3,219.78947368421052,253.55555555555554,238.3846153846154,218.33333333333334,226.85714285714286,242.85714285714286
1123,21.38,50.76,15.0,31.62,6.38,19.14,13.86,20.17,10.86,22.45,13.28,13.1,6.07,2.59,16.93,21.38,51.72,14.69,33.07,6.69,18.66,12.03,17.21,11.03,21.45,12.34,13.79,5.83,3.17,18.66,179.66666666666666,159.0,170.86666666666667,165.71428571428572,183.58333333333334,172.3,196.375,168.125,164.25,187.0,238.6,168.33333333333334,177.92857142857142,187.125,117.0,185.8181818181818,150.9090909090909,183.5,162.1875,205.57142857142858,167.33333333333334,182.33333333333334,172.89473684210526,173.375,166.89473684210526,155.3684210526316,169.1818181818182,170.57142857142858,162.28571428571428,203.47058823529412,165.0,171.57142857142858,161.3684210526316,173.66666666666666,179.63636363636363,213.5,199.11111111111111,172.3,166.8421052631579,284.22222222222223,178.53846153846155,166.91666666666666,205.85714285714286,173.78571428571428
1124,26.09,56.0,19.36,38.15,6.73,17.85,15.36,20.42,12.12,23.91,14.73,13.85,7.64,4.64,17.64,23.39,56.15,17.12,37.64,6.27,18.52,12.21,17.79,11.7,20.09,13.03,14.36,6.79,3.18,18.82,8.666666666666666,4.777777777777778,9.533333333333333,9.0,10.333333333333334,13.7,7.125,13.25,8.5,11.5,8.6,16.444444444444443,6.714285714285714,11.5,7.0,5.090909090909091,10.272727272727273,8.916666666666666,9.875,6.857142857142857,12.916666666666666,13.0,18.263157894736842,5.875,25.68421052631579,14.789473684210526,14.545454545454545,7.571428571428571,5.142857142857143,19.176470588235293,6.2,5.785714285714286,14.894736842105264,7.5,6.363636363636363,12.5,6.0,9.7,13.68421052631579,10.777777777777779,3.8461538461538463,10.166666666666666,5.571428571428571,4.214285714285714
1125,27.91,58.0,19.09,34.88,8.82,23.12,16.76,22.73,11.52,24.79,17.33,12.21,7.36,2.24,18.27,24.15,56.73,18.24,39.18,5.91,17.55,13.3,20.33,11.64,21.76,12.91,14.36,6.58,4.36,19.27,36.111111111111114,77.44444444444444,42.46666666666667,72.57142857142857,57.583333333333336,27.1,82.5,27.25,40.75,29.5,56.0,30.555555555555557,70.14285714285714,47.0,72.0,91.36363636363636,64.0,85.91666666666667,69.25,90.42857142857143,25.0,39.333333333333336,56.1578947368421,95.5625,37.89473684210526,26.736842105263158,35.54545454545455,79.71428571428571,80.57142857142857,54.294117647058826,88.26666666666667,78.92857142857143,40.473684210526315,69.88888888888889,85.0909090909091,19.833333333333332,73.55555555555556,45.9,60.68421052631579,151.88888888888889,96.76923076923077,53.083333333333336,86.28571428571429,70.0
1126,23.27,53.45,18.06,38.7,5.21,14.76,13.18,19.79,11.52,18.91,11.85,13.27,6.64,2.55,18.97,23.36,50.12,18.24,35.7,5.12,14.42,15.15,21.61,11.27,22.12,11.24,15.39,5.03,4.36,18.09,249.66666666666666,295.1111111111111,255.66666666666666,287.85714285714283,282.0,277.8,265.125,274.625,283.625,231.0,246.8,286.77777777777777,283.07142857142856,287.0625,269.0,260.72727272727275,300.54545454545456,285.0,295.4375,276.7142857142857,266.75,279.0,286.89473684210526,296.375,279.63157894736844,291.42105263157896,294.0,261.14285714285717,262.2857142857143,285.47058823529414,272.93333333333334,294.0,291.1578947368421,295.1666666666667,284.0,270.8333333333333,256.77777777777777,274.3,281.63157894736844,259.3333333333333,287.84615384615387,278.25,271.2857142857143,280.64285714285717
1127,20.23,50.94,15.97,36.84,4.26,14.1,12.13,17.35,8.97,21.74,11.16,14.9,6.03,2.16,17.87,25.03,53.06,18.29,34.74,6.74,18.32,13.94,20.0,9.61,24.48,12.68,12.74,7.48,2.45,16.1,345.0,344.44444444444446,343.8,344.07142857142856,343.6666666666667,343.8,345.0,343.875,343.5,340.75,343.0,337.44444444444446,344.64285714285717,338.3125,331.5,345.0,342.45454545454544,344.4166666666667,344.375,345.0,343.25,335.6666666666667,339.2105263157895,344.375,327.63157894736844,339.1578947368421,343.54545454545456,344.85714285714283,345.0,342.94117647058823,344.6666666666667,344.42857142857144,339.42105263157896,341.77777777777777,345.0,340.0,345.0,345.0,341.8421052631579,344.55555555555554,344.3076923076923,344.0,345.0,344.0769230769231
1129,23.07,54.9,15.45,32.62,7.62,22.28,13.66,19.76,10.97,22.62,11.45,12.14,5.83,1.83,18.07,23.17,50.62,15.9,31.62,7.28,19.0,13.41,19.86,7.69,23.34,12.72,12.79,5.17,3.14,18.62,173.22222222222223,123.88888888888889,120.66666666666667,115.14285714285714,146.75,114.9,161.75,114.625,111.0,169.25,180.4,106.55555555555556,145.92857142857142,118.3125,51.0,135.0,107.0909090909091,145.16666666666666,123.375,142.42857142857142,123.66666666666667,130.33333333333334,135.26315789473685,122.875,137.42105263157896,138.57894736842104,96.0,153.42857142857142,157.71428571428572,140.41176470588235,129.6,117.42857142857143,114.73684210526316,129.83333333333334,137.1818181818182,119.83333333333333,176.33333333333334,147.5,124.15789473684211,154.33333333333334,125.15384615384616,135.16666666666666,149.28571428571428,139.64285714285714
1130,20.29,49.77,13.03,28.35,7.26,21.42,11.29,16.77,7.16,22.65,11.55,14.65,4.94,2.87,15.81,25.0,57.32,18.19,37.84,6.81,19.48,11.74,16.29,11.0,24.84,13.23,11.77,7.45,3.48,16.23,277.1111111111111,240.11111111111111,254.4,229.78571428571428,227.08333333333334,254.3,210.75,255.75,228.125,294.5,230.2,248.44444444444446,242.21428571428572,202.625,323.5,214.72727272727272,240.0,248.66666666666666,227.5,199.0,253.0,239.33333333333334,209.42105263157896,211.5625,178.8421052631579,245.94736842105263,251.9090909090909,232.14285714285714,252.14285714285714,250.7058823529412,239.8,211.57142857142858,239.6315789473684,225.33333333333334,209.0909090909091,211.83333333333334,241.55555555555554,253.7,231.68421052631578,128.11111111111111,199.30769230769232,245.33333333333334,200.85714285714286,250.07142857142858
1131,22.66,53.66,16.34,33.84,6.31,19.81,12.28,18.22,11.06,23.66,11.59,13.56,5.84,3.06,16.78,22.62,54.5,16.28,35.22,6.34,19.28,11.97,17.16,11.31,23.06,12.5,12.97,5.81,3.22,17.34,180.44444444444446,212.66666666666666,209.26666666666668,221.5,218.41666666666666,198.7,203.0,206.75,240.25,174.0,186.2,195.5,199.64285714285714,188.1875,147.0,223.9090909090909,214.63636363636363,211.75,214.0625,206.0,202.08333333333334,184.66666666666666,197.42105263157896,221.875,166.52631578947367,184.10526315789474,206.63636363636363,216.71428571428572,212.0,217.05882352941177,248.4,206.14285714285714,207.6315789473684,207.5,219.63636363636363,165.83333333333334,198.22222222222223,208.6,201.8421052631579,201.11111111111111,216.15384615384616,208.0,208.28571428571428,198.71428571428572
1132,25.2,55.83,20.2,41.47,5.0,14.37,10.23,15.03,11.6,21.73,13.33,13.53,7.73,2.93,16.97,23.07,51.17,17.63,35.57,5.43,15.6,12.3,18.73,10.33,21.83,13.43,15.13,6.8,2.8,16.0,135.66666666666666,176.0,153.66666666666666,167.21428571428572,130.16666666666666,134.2,166.25,142.875,193.0,142.75,140.6,152.44444444444446,168.64285714285714,152.5,195.0,194.63636363636363,168.9090909090909,185.83333333333334,148.25,163.0,136.41666666666666,142.66666666666666,161.94736842105263,158.0625,155.26315789473685,150.0,129.63636363636363,160.0,185.28571428571428,179.05882352941177,178.86666666666667,158.07142857142858,166.1578947368421,170.55555555555554,158.45454545454547,119.66666666666667,180.88888888888889,135.7,165.52631578947367,177.88888888888889,167.0,145.58333333333334,162.0,172.57142857142858
1133,21.53,53.75,16.81,38.03,4.72,15.72,13.31,19.53,9.44,23.5,10.72,13.69,6.38,3.09,17.19,25.66,56.56,18.81,37.59,6.84,18.97,12.34,18.28,10.78,26.41,16.0,12.94,6.56,2.72,17.97,261.55555555555554,213.22222222222223,233.6,201.28571428571428,218.33333333333334,242.0,237.125,244.75,240.625,305.75,299.2,230.0,239.14285714285714,219.25,238.0,229.72727272727272,194.8181818181818,252.58333333333334,209.125,229.0,252.25,282.0,222.42105263157896,195.3125,190.0,225.57894736842104,241.0909090909091,266.14285714285717,268.14285714285717,216.35294117647058,215.8,203.14285714285714,216.52631578947367,206.83333333333334,211.72727272727272,270.0,268.0,231.6,212.52631578947367,165.88888888888889,205.23076923076923,237.08333333333334,230.14285714285714,240.28571428571428
1135,21.8,54.27,14.23,33.2,7.57,21.07,9.53,15.37,8.93,23.1,13.03,12.4,5.07,2.4,16.07,25.77,56.3,18.53,37.83,7.23,18.47,10.83,15.6,10.17,27.27,14.17,11.5,5.77,3.07,15.9,307.77777777777777,300.3333333333333,320.46666666666664,312.7142857142857,315.1666666666667,306.9,307.875,310.5,307.125,306.0,301.2,307.1111111111111,304.64285714285717,301.9375,260.0,313.0,298.6363636363636,303.5,312.9375,306.0,307.8333333333333,295.0,295.7368421052632,306.125,276.57894736842104,292.0,310.0,306.0,297.85714285714283,307.8235294117647,314.93333333333334,297.64285714285717,309.2631578947368,310.55555555555554,310.54545454545456,310.8333333333333,304.55555555555554,316.0,309.94736842105266,296.8888888888889,304.38461538461536,312.25,306.0,307.5
1136,21.87,54.2,14.9,31.2,6.97,23.0,11.03,16.0,9.77,21.7,12.53,14.7,4.43,2.13,18.4,27.2,57.2,19.57,36.8,7.63,20.4,13.33,19.17,11.43,25.6,16.5,11.63,7.47,2.37,16.67,337.3333333333333,337.0,330.06666666666666,339.07142857142856,336.25,332.5,342.25,332.5,333.625,336.5,344.0,329.1111111111111,337.85714285714283,329.5625,328.5,341.0,332.09090909090907,337.8333333333333,338.5,343.57142857142856,330.3333333333333,322.6666666666667,327.2631578947368,339.5625,313.7368421052632,323.5263157894737,331.45454545454544,341.57142857142856,337.7142857142857,333.0,341.73333333333335,338.35714285714283,333.05263157894734,338.8333333333333,339.45454545454544,338.3333333333333,340.3333333333333,340.0,328.7894736842105,316.22222222222223,340.0769230769231,338.1666666666667,343.7142857142857,338.92857142857144
1137,23.88,51.56,18.44,37.44,5.44,14.12,15.28,19.78,8.97,26.19,13.41,11.66,4.34,3.09,16.84,21.0,52.56,14.38,33.44,6.62,19.12,12.88,18.09,7.84,20.81,11.0,10.28,5.69,2.47,18.22,77.55555555555556,111.77777777777777,124.6,124.71428571428571,116.75,112.1,93.875,115.5,116.625,59.0,102.2,119.61111111111111,99.0,115.6875,174.0,94.27272727272727,135.36363636363637,88.25,124.3125,100.0,105.0,154.0,106.21052631578948,121.6875,103.0,111.57894736842105,108.18181818181819,94.14285714285714,83.42857142857143,105.76470588235294,128.0,124.64285714285714,126.78947368421052,121.0,111.9090909090909,106.83333333333333,75.0,105.3,113.94736842105263,82.55555555555556,115.38461538461539,110.25,98.57142857142857,92.21428571428571
1138,25.14,54.57,18.64,35.64,6.5,18.93,14.54,21.79,11.54,27.82,16.07,15.21,5.39,5.21,17.89,23.43,59.14,16.43,38.36,7.0,20.79,13.5,19.46,11.5,21.79,13.82,11.5,7.5,2.43,19.43,88.11111111111111,99.11111111111111,76.8,103.28571428571429,90.08333333333333,90.1,96.625,84.75,115.75,90.0,95.6,96.94444444444444,96.64285714285714,98.375,75.0,117.72727272727273,103.9090909090909,87.75,111.9375,102.85714285714286,88.58333333333333,104.0,95.89473684210526,119.375,101.21052631578948,92.94736842105263,89.0909090909091,82.0,101.14285714285714,129.1764705882353,113.53333333333333,110.21428571428571,105.57894736842105,114.16666666666667,106.36363636363636,77.0,97.22222222222223,88.3,112.63157894736842,112.66666666666667,111.38461538461539,93.83333333333333,101.0,96.28571428571429
