Season,TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGM_A,FGA_A,FGM2_A,FGA2_A,FGM3_A,FGA3_A,FTM_A,FTA_A,OR_A,DR_A,Ast_A,TO_A,Stl_A,Blk_A,PF_A,BIH,COL,DCI,DOK,DOL,DUN,KPK,LMC,MAS,MB,MOR,NOL,PGH,POM,REW,RPI,RT,RTH,STH,WIL,WLK,WOL
2016,1112,28.06,58.24,21.55,41.21,6.52,17.03,18.58,25.7,11.64,28.61,14.52,12.82,4.91,4.79,18.21,25.12,60.82,19.03,41.85,6.09,18.97,12.67,17.79,9.48,21.55,12.21,11.61,5.39,3.45,22.0,21.8,20.285714285714285,9.636363636363637,15.666666666666666,19.466666666666665,6.9,16.833333333333332,13.454545454545455,12.0,191.0,10.555555555555555,27.2,17.555555555555557,14.722222222222221,21.6,26.666666666666668,31.8,15.666666666666666,12.0,5.388888888888889,26.0625,16.916666666666668
2016,1113,24.88,59.97,16.94,36.34,7.94,23.62,15.59,22.69,12.31,24.47,12.66,12.0,5.31,2.69,20.44,25.94,56.62,18.94,36.81,7.0,19.81,15.09,21.56,9.44,26.78,15.09,12.84,5.81,4.69,20.94,73.93333333333334,72.71428571428571,80.0909090909091,68.55555555555556,73.13333333333334,91.7,67.44444444444444,64.72727272727273,73.0,191.0,68.61111111111111,107.46666666666667,69.66666666666667,70.88888888888889,92.1,93.66666666666667,74.66666666666667,65.58333333333333,77.66666666666667,53.611111111111114,66.375,82.08333333333333
2016,1114,25.03,54.77,17.68,35.77,7.35,19.0,12.58,17.13,8.71,24.19,12.9,10.23,6.29,3.06,18.26,20.13,51.48,13.94,30.9,6.19,20.58,13.61,19.74,10.42,23.61,10.42,13.74,4.03,2.74,17.29,23.466666666666665,33.92857142857143,86.18181818181819,104.94444444444444,26.533333333333335,85.3,61.333333333333336,59.36363636363637,65.5,191.0,158.72222222222223,10.266666666666667,62.72222222222222,75.05555555555556,26.0,44.0,86.86666666666666,60.5,50.333333333333336,124.22222222222223,59.5625,17.583333333333332
2016,1115,20.42,52.18,14.3,32.0,6.12,20.18,9.61,15.73,9.76,20.67,9.61,15.64,7.12,3.76,21.94,22.64,51.55,17.18,34.67,5.45,16.88,19.64,27.67,12.36,25.45,13.36,13.27,8.21,3.0,15.88,298.0,306.07142857142856,344.45454545454544,337.44444444444446,303.93333333333334,342.5,310.3333333333333,322.90909090909093,314.8888888888889,191.0,341.3888888888889,308.46666666666664,294.05555555555554,338.8333333333333,331.5,307.3333333333333,343.6,335.4166666666667,343.3333333333333,316.8333333333333,325.375,308.75
2016,1116,27.59,62.25,20.84,45.25,6.75,17.0,16.22,23.38,11.69,25.38,16.25,11.16,7.41,5.16,21.47,25.09,57.62,17.88,37.5,7.22,20.12,17.28,24.69,10.91,26.19,13.97,14.28,5.16,4.38,20.59,125.86666666666666,113.78571428571429,57.0,58.333333333333336,124.66666666666667,76.4,79.11111111111111,62.81818181818182,94.33333333333333,191.0,78.55555555555556,142.13333333333333,92.66666666666667,80.27777777777777,112.9,125.66666666666667,60.6,80.0,95.5,65.16666666666667,73.375,120.5
2016,1117,24.45,59.76,18.59,41.17,5.86,18.59,17.55,23.97,10.79,28.9,12.03,13.24,4.72,4.38,19.83,26.14,64.38,17.69,40.66,8.45,23.72,16.69,24.48,13.1,27.72,13.17,10.97,6.52,3.1,21.31,262.2,258.57142857142856,253.8181818181818,230.88888888888889,249.26666666666668,264.8,246.0,247.1818181818182,263.1111111111111,191.0,259.77777777777777,271.3333333333333,267.1666666666667,233.16666666666666,242.2,281.3333333333333,246.6,247.41666666666666,242.83333333333334,270.8333333333333,233.75,243.08333333333334
2016,1119,26.87,63.03,17.94,36.42,8.94,26.61,14.13,20.32,12.23,28.55,15.19,13.74,4.84,3.61,19.19,27.97,62.81,21.87,45.45,6.1,17.35,13.48,20.26,10.39,27.03,12.71,12.19,7.06,3.32,19.71,164.73333333333332,168.42857142857142,223.45454545454547,192.72222222222223,182.2,241.1,171.88888888888889,193.54545454545453,198.16666666666666,191.0,182.5,106.0,189.72222222222223,181.72222222222223,186.8,209.33333333333334,226.93333333333334,206.83333333333334,209.5,240.11111111111111,173.3125,173.91666666666666
2016,1120,23.35,58.68,14.58,32.9,8.77,25.77,15.23,24.1,11.16,25.42,11.35,13.81,5.35,4.06,21.29,26.84,60.55,19.35,39.03,7.48,21.52,16.94,24.26,12.13,28.81,14.23,13.0,6.13,3.94,21.16,122.8,125.71428571428571,162.54545454545453,141.33333333333334,123.46666666666667,153.6,126.11111111111111,152.8181818181818,134.5,191.0,138.22222222222223,170.93333333333334,106.05555555555556,166.05555555555554,137.8,162.33333333333334,142.6,117.08333333333333,180.66666666666666,105.77777777777777,131.8125,137.16666666666666
2016,1122,25.58,55.67,19.36,37.85,6.21,17.82,17.36,25.91,11.09,24.79,12.88,14.55,6.91,2.76,17.64,27.67,59.67,18.97,35.79,8.7,23.88,13.06,18.52,10.48,23.82,14.61,13.39,7.24,2.82,21.27,219.93333333333334,233.35714285714286,241.8181818181818,250.88888888888889,230.86666666666667,260.2,238.94444444444446,231.54545454545453,243.72222222222223,191.0,273.8333333333333,220.93333333333334,237.61111111111111,247.0,222.2,202.66666666666666,229.2,229.58333333333334,226.5,268.55555555555554,230.625,217.66666666666666
2016,1123,24.1,54.23,15.58,31.19,8.52,23.03,13.0,19.06,9.16,26.71,14.48,13.23,5.32,3.71,19.26,22.48,55.26,15.74,35.74,6.74,19.52,14.81,21.1,9.61,24.48,11.29,11.13,6.35,2.1,18.48,155.26666666666668,149.28571428571428,175.27272727272728,185.11111111111111,160.66666666666666,156.2,177.61111111111111,155.27272727272728,182.61111111111111,191.0,173.77777777777777,146.53333333333333,183.33333333333334,161.11111111111111,133.5,162.66666666666666,169.0,168.16666666666666,159.66666666666666,213.5,158.0625,159.58333333333334
2016,1124,26.81,57.88,20.62,41.31,6.19,16.56,16.5,22.69,13.56,23.22,17.09,12.81,7.72,3.97,19.41,24.22,54.06,17.44,35.78,6.78,18.28,14.41,20.56,9.38,20.16,17.62,13.47,6.56,3.91,19.97,37.46666666666667,38.714285714285715,27.727272727272727,21.11111111111111,26.666666666666668,25.3,31.11111111111111,40.63636363636363,23.055555555555557,191.0,28.333333333333332,49.733333333333334,32.5,23.5,29.2,25.333333333333332,37.0,27.416666666666668,26.833333333333332,21.61111111111111,28.6875,26.666666666666668
2016,1125,28.73,58.07,18.2,29.1,10.53,28.97,14.47,20.03,8.6,26.0,17.33,14.17,4.5,2.33,20.1,27.47,62.03,19.97,40.5,7.5,21.53,16.33,22.73,11.63,24.1,13.03,12.13,7.2,3.17,20.7,111.0,122.5,122.36363636363636,96.05555555555556,104.26666666666667,125.3,105.05555555555556,97.81818181818181,114.83333333333333,191.0,126.94444444444444,100.33333333333333,122.16666666666667,107.27777777777777,118.7,90.33333333333333,120.86666666666666,129.08333333333334,110.83333333333333,131.27777777777777,110.5,102.41666666666667
2016,1126,24.4,59.97,16.73,35.3,7.67,24.67,12.6,18.57,12.43,24.2,11.07,12.8,5.57,6.1,18.97,26.3,60.37,18.93,39.1,7.37,21.27,14.27,20.83,13.43,26.4,15.3,12.47,5.43,2.83,18.23,305.06666666666666,305.42857142857144,312.1818181818182,314.3888888888889,303.2,315.8,299.6111111111111,312.90909090909093,320.55555555555554,191.0,333.8333333333333,282.2,312.55555555555554,315.1111111111111,302.3,287.0,319.0,320.3333333333333,304.3333333333333,328.1666666666667,299.0,305.0
2016,1127,20.97,53.8,15.27,33.83,5.7,19.97,13.27,19.47,9.1,24.93,11.1,13.97,5.37,2.27,18.6,24.27,55.83,17.47,35.63,6.8,20.2,13.3,19.17,9.9,27.0,13.23,12.37,7.03,2.8,18.43,313.93333333333334,312.92857142857144,310.45454545454544,326.8888888888889,327.3333333333333,315.8,318.8888888888889,315.45454545454544,324.3333333333333,191.0,278.0,297.2,318.05555555555554,315.94444444444446,329.9,300.0,319.4,319.0833333333333,329.6666666666667,325.05555555555554,321.8125,320.3333333333333
2016,1129,25.7,57.47,17.73,33.03,7.97,24.43,16.63,23.5,9.37,24.47,13.07,11.6,6.3,2.03,19.8,25.1,55.37,17.67,34.73,7.43,20.63,14.27,20.37,8.37,25.1,12.37,14.33,5.33,3.47,21.23,95.66666666666667,84.07142857142857,82.63636363636364,55.22222222222222,82.8,90.5,74.88888888888889,92.45454545454545,77.11111111111111,191.0,61.27777777777778,102.06666666666666,83.22222222222223,81.77777777777777,77.6,91.33333333333333,87.26666666666667,79.25,87.16666666666667,63.72222222222222,95.75,74.5
2016,1130,22.41,54.72,15.19,32.44,7.22,22.28,9.19,14.12,7.59,23.56,12.81,13.47,5.66,2.91,18.09,24.88,54.12,17.88,35.78,7.0,18.34,13.75,20.03,9.44,27.25,14.59,13.09,7.31,3.41,15.75,230.6,205.78571428571428,197.1818181818182,185.0,238.66666666666666,197.2,200.66666666666666,220.8181818181818,200.61111111111111,191.0,159.61111111111111,232.73333333333332,186.94444444444446,220.05555555555554,221.4,244.66666666666666,213.13333333333333,192.91666666666666,229.0,142.61111111111111,212.625,238.91666666666666
2016,1131,25.16,55.65,17.42,34.16,7.74,21.48,14.71,20.61,8.97,26.81,13.06,13.68,5.71,3.84,19.19,25.87,59.61,18.74,37.94,7.13,21.68,14.1,20.45,10.48,24.87,13.87,11.74,6.23,2.45,18.55,198.46666666666667,204.57142857142858,215.0909090909091,223.38888888888889,203.33333333333334,223.9,208.77777777777777,210.45454545454547,214.38888888888889,191.0,171.0,167.66666666666666,210.38888888888889,189.38888888888889,225.6,192.66666666666666,223.86666666666667,229.41666666666666,225.16666666666666,231.55555555555554,216.0,197.91666666666666
2016,1132,24.41,55.81,18.69,39.66,5.72,16.16,14.75,22.38,9.94,25.81,11.09,12.78,5.97,3.25,19.47,25.34,57.88,17.16,36.28,8.19,21.59,14.44,20.81,10.25,25.44,11.19,11.81,6.09,3.12,20.16,185.2,185.92857142857142,213.1818181818182,207.05555555555554,178.06666666666666,200.2,203.11111111111111,240.36363636363637,180.61111111111111,191.0,187.61111111111111,154.26666666666668,184.11111111111111,212.11111111111111,177.4,213.33333333333334,239.0,194.5,212.83333333333334,174.22222222222223,204.125,183.66666666666666
2016,1133,18.94,50.06,13.77,31.42,5.16,18.65,12.84,19.19,8.65,25.19,9.13,17.23,4.39,2.68,23.42,23.19,52.68,17.32,35.65,5.87,17.03,18.23,27.45,9.23,26.13,12.52,11.55,7.74,3.1,20.13,323.93333333333334,306.85714285714283,324.6363636363636,312.22222222222223,322.3333333333333,316.1,315.6111111111111,310.54545454545456,308.8888888888889,191.0,308.77777777777777,330.0,290.6111111111111,326.3333333333333,323.3,303.6666666666667,308.0,306.1666666666667,325.0,286.44444444444446,326.6875,328.0833333333333
2016,1135,24.93,57.74,16.85,35.22,8.07,22.52,15.07,21.33,9.3,26.56,14.7,13.52,5.3,4.07,19.48,27.37,61.81,19.33,39.85,8.04,21.96,15.44,22.52,12.07,26.96,14.63,11.52,7.78,3.52,19.59,299.0,291.0,269.27272727272725,272.27777777777777,298.2,261.4,278.3333333333333,274.0,286.8888888888889,191.0,210.55555555555554,278.4,294.1666666666667,262.44444444444446,302.6,311.0,262.2,298.25,293.3333333333333,290.6666666666667,273.6875,302.8333333333333
2016,1136,24.17,57.67,17.93,38.2,6.23,19.47,9.97,15.53,9.6,24.07,13.47,13.73,5.63,2.7,19.13,27.2,60.6,19.17,36.07,8.03,24.53,13.97,19.17,12.1,27.0,15.43,11.03,7.03,3.63,16.1,323.1333333333333,313.07142857142856,320.45454545454544,332.1111111111111,317.93333333333334,315.3,324.6666666666667,326.3636363636364,310.1666666666667,191.0,296.27777777777777,308.1333333333333,297.8333333333333,319.6666666666667,315.3,320.3333333333333,332.6,328.8333333333333,343.8333333333333,295.6666666666667,334.6875,314.5833333333333
2016,1137,26.24,57.34,18.97,37.14,7.28,20.21,18.21,25.41,10.45,25.97,15.38,13.76,6.48,3.14,21.59,25.03,58.31,17.76,37.48,7.28,20.83,16.34,24.48,10.45,24.03,14.38,13.14,6.9,4.38,21.55,224.2,215.78571428571428,170.72727272727272,174.11111111111111,223.6,182.8,197.05555555555554,167.9090909090909,204.88888888888889,191.0,126.66666666666667,178.93333333333334,214.55555555555554,172.5,214.4,178.33333333333334,174.46666666666667,211.5,186.66666666666666,209.72222222222223,190.25,202.33333333333334
2016,1138,25.82,59.45,18.45,37.48,7.36,21.97,17.61,24.82,12.09,26.73,12.55,13.82,6.73,3.48,21.27,26.27,60.21,18.85,38.61,7.42,21.61,15.97,22.33,10.73,25.48,13.39,12.88,5.79,3.24,20.64,145.86666666666667,136.07142857142858,117.81818181818181,165.61111111111111,147.93333333333334,131.5,128.5,166.45454545454547,131.44444444444446,191.0,109.44444444444444,151.6,126.94444444444444,154.27777777777777,150.0,102.66666666666667,157.4,136.75,133.66666666666666,111.83333333333333,161.875,134.58333333333334
2016,1139,28.0,60.13,20.9,41.77,7.1,18.35,17.48,23.9,11.42,25.0,14.35,10.23,6.77,3.35,19.9,24.65,57.19,17.48,36.06,7.16,21.13,14.71,20.71,9.61,23.35,12.55,13.13,4.55,4.48,20.77,29.0,36.07142857142857,32.09090909090909,27.333333333333332,29.666666666666668,33.7,23.333333333333332,32.45454545454545,29.22222222222222,191.0,25.11111111111111,48.333333333333336,32.0,34.833333333333336,37.1,52.666666666666664,28.0,28.25,42.166666666666664,26.77777777777778,30.0,29.833333333333332
2016,1140,29.31,64.03,20.34,40.53,8.97,23.5,15.56,22.5,12.12,28.72,16.25,11.62,6.59,4.19,18.91,25.41,60.91,17.75,38.12,7.66,22.78,14.22,19.56,9.5,26.56,13.53,13.09,5.44,3.47,19.84,91.6,91.71428571428571,47.0,41.111111111111114,80.33333333333333,42.1,79.88888888888889,37.72727272727273,71.61111111111111,191.0,47.27777777777778,87.0,89.16666666666667,59.388888888888886,94.3,74.0,66.46666666666667,81.58333333333333,53.0,83.66666666666667,68.0,86.83333333333333
2016,1141,25.86,59.41,16.24,32.1,9.62,27.31,13.34,18.21,9.69,24.34,13.17,9.17,4.72,2.48,19.03,26.24,58.31,19.45,38.24,6.79,20.07,14.66,20.76,11.31,26.38,12.76,10.76,4.31,2.66,18.41,206.0,197.0,128.0909090909091,166.88888888888889,198.66666666666666,147.7,199.94444444444446,184.1818181818182,184.27777777777777,191.0,124.77777777777777,213.93333333333334,195.94444444444446,162.72222222222223,181.4,148.33333333333334,172.93333333333334,181.08333333333334,154.33333333333334,164.27777777777777,205.5625,191.83333333333334
2016,1142,24.79,59.96,16.79,37.39,8.0,22.57,14.39,21.11,11.61,24.18,13.86,10.43,5.36,3.21,20.75,26.61,56.79,19.39,38.75,7.21,18.04,15.93,22.86,9.57,27.14,15.18,10.93,5.07,3.46,18.89,197.6,214.57142857142858,209.54545454545453,153.88888888888889,206.73333333333332,214.0,204.5,194.0909090909091,181.22222222222223,191.0,186.38888888888889,222.13333333333333,201.0,147.16666666666666,235.8,238.0,168.46666666666667,181.41666666666666,194.5,204.77777777777777,190.9375,203.83333333333334
2016,1143,26.27,57.0,19.21,37.85,7.06,19.15,15.52,23.64,11.33,28.64,12.97,12.21,4.12,4.82,20.67,23.09,58.79,17.64,43.24,5.45,15.55,15.39,21.85,9.85,23.39,10.94,9.73,5.15,3.0,20.27,48.46666666666667,38.857142857142854,29.454545454545453,31.72222222222222,49.13333333333333,36.3,44.0,28.363636363636363,49.5,191.0,44.55555555555556,64.86666666666666,43.94444444444444,37.55555555555556,41.5,15.666666666666666,40.333333333333336,33.25,23.833333333333332,40.27777777777778,42.1875,44.25
2016,1144,23.93,55.33,17.0,33.52,6.93,21.81,16.44,22.89,7.7,23.3,10.48,11.44,6.59,2.3,19.63,26.81,56.48,19.96,38.33,6.85,18.15,15.15,22.22,10.26,27.3,12.48,13.22,5.67,2.78,19.96,260.53333333333336,270.0,326.8181818181818,290.1666666666667,267.6,304.7,263.1111111111111,298.1818181818182,287.5,191.0,302.0,256.3333333333333,283.44444444444446,288.22222222222223,268.9,308.0,301.53333333333336,283.0,299.1666666666667,307.27777777777777,264.625,278.5833333333333
2016,1145,25.61,61.03,16.97,35.7,8.64,25.33,16.7,22.55,11.91,21.91,14.12,11.21,6.03,2.67,19.52,27.03,56.76,18.76,34.97,8.27,21.79,16.06,22.12,10.7,26.52,15.94,13.85,5.3,3.48,20.15,212.2,212.14285714285714,206.8181818181818,184.44444444444446,227.66666666666666,217.4,194.16666666666666,182.54545454545453,203.61111111111111,191.0,184.44444444444446,204.6,208.88888888888889,190.66666666666666,205.2,222.66666666666666,215.6,206.58333333333334,218.5,207.33333333333334,195.75,210.33333333333334
2016,1146,26.21,59.18,19.61,41.39,6.61,17.79,16.32,24.79,11.82,25.46,13.21,14.54,5.43,3.71,20.54,28.96,61.71,20.43,39.68,8.54,22.04,17.25,23.89,10.82,25.89,15.82,11.64,7.0,4.07,19.75,316.73333333333335,310.0,333.72727272727275,313.0,325.0,322.4,324.6111111111111,332.0,331.3333333333333,191.0,330.0,307.6,319.94444444444446,307.5,322.2,331.6666666666667,311.6,328.3333333333333,313.5,344.77777777777777,309.0,331.0833333333333
2016,1148,23.52,58.72,17.86,42.21,5.66,16.52,12.41,18.28,11.55,24.66,11.76,13.86,4.38,3.69,17.41,29.07,61.21,21.9,41.17,7.17,20.03,12.9,18.69,10.72,27.17,15.31,10.34,7.03,3.93,17.07,350.26666666666665,350.7857142857143,346.72727272727275,349.8333333333333,351.0,344.6,349.6666666666667,350.1818181818182,349.8888888888889,191.0,337.1111111111111,350.06666666666666,349.77777777777777,349.1666666666667,351.0,351.0,350.8666666666667,349.8333333333333,351.0,348.3333333333333,351.0,349.8333333333333
2016,1149,24.85,58.67,15.89,32.19,8.96,26.48,9.85,16.07,9.22,24.33,11.85,12.44,4.74,1.93,19.44,26.52,56.89,18.11,34.41,8.41,22.48,15.41,21.44,8.96,28.11,14.0,11.19,5.63,4.04,16.56,284.93333333333334,294.85714285714283,309.1818181818182,279.27777777777777,276.8666666666667,292.0,261.3333333333333,288.8181818181818,279.0,191.0,293.6666666666667,295.8666666666667,266.94444444444446,297.72222222222223,279.2,294.0,287.93333333333334,285.25,300.3333333333333,254.55555555555554,278.1875,290.0833333333333
2016,1150,27.88,62.61,19.82,41.52,8.06,21.09,14.48,20.76,11.33,24.91,14.58,12.0,6.18,2.21,17.82,29.12,60.42,21.12,40.06,8.0,20.36,13.48,18.7,9.55,26.82,13.27,13.39,5.73,3.55,18.09,252.4,240.57142857142858,169.54545454545453,240.27777777777777,256.06666666666666,194.0,258.55555555555554,211.27272727272728,237.05555555555554,191.0,222.77777777777777,243.0,226.61111111111111,238.33333333333334,249.9,240.33333333333334,211.46666666666667,210.91666666666666,210.33333333333334,236.55555555555554,233.5,247.91666666666666
2016,1151,25.09,55.69,17.62,35.0,7.47,20.69,17.12,23.38,10.94,24.5,13.97,12.19,7.34,4.75,17.44,24.44,55.78,17.75,35.53,6.69,20.25,11.53,17.19,9.94,22.69,12.16,13.78,6.12,3.81,20.0,47.06666666666667,47.714285714285715,102.18181818181819,113.77777777777777,50.13333333333333,101.9,58.388888888888886,88.36363636363636,76.55555555555556,191.0,115.22222222222223,30.466666666666665,58.833333333333336,96.33333333333333,32.5,57.0,98.13333333333334,79.83333333333333,71.33333333333333,74.11111111111111,80.125,31.583333333333332
2016,1152,22.17,60.41,15.1,36.9,7.07,23.52,11.24,17.0,12.17,22.97,10.62,14.38,6.59,2.86,21.69,26.14,56.69,16.59,32.03,9.55,24.66,16.97,24.66,11.52,29.03,17.59,13.41,6.83,4.38,17.0,339.0,336.5,341.3636363636364,326.22222222222223,334.8,333.7,304.77777777777777,328.72727272727275,334.8888888888889,191.0,343.1111111111111,340.8,333.72222222222223,339.5,338.9,347.3333333333333,322.1333333333333,337.0833333333333,340.1666666666667,330.94444444444446,321.4375,343.3333333333333
2016,1153,25.72,60.16,18.16,38.25,7.56,21.91,14.19,20.16,13.5,25.88,15.47,11.06,7.94,5.81,15.62,22.56,57.78,15.34,37.53,7.22,20.25,10.53,15.56,11.41,23.19,11.47,13.88,5.16,3.28,17.47,40.733333333333334,52.0,36.18181818181818,21.77777777777778,41.46666666666667,31.2,29.444444444444443,24.09090909090909,35.05555555555556,191.0,26.0,50.13333333333333,44.72222222222222,26.27777777777778,50.7,45.666666666666664,30.466666666666665,36.666666666666664,38.5,41.0,31.9375,48.666666666666664
2016,1154,28.17,69.24,17.1,34.31,11.07,34.93,15.72,21.48,11.97,23.31,14.59,13.76,8.17,3.24,24.21,33.55,64.62,26.38,44.14,7.17,20.48,20.07,28.62,12.79,32.9,17.62,15.62,6.62,4.07,19.93,274.8666666666667,279.0,327.1818181818182,322.55555555555554,273.26666666666665,320.9,274.94444444444446,325.8181818181818,295.55555555555554,191.0,335.27777777777777,271.8666666666667,285.55555555555554,310.8888888888889,274.3,319.6666666666667,320.8,297.25,323.5,284.3888888888889,284.4375,268.25
2016,1155,24.29,55.65,16.61,33.81,7.68,21.84,13.39,18.52,10.32,24.26,13.26,10.16,5.77,5.23,16.52,23.32,55.65,16.71,36.71,6.61,18.94,11.23,15.87,10.55,23.71,12.1,11.55,5.06,2.84,18.1,115.86666666666666,107.71428571428571,42.36363636363637,64.0,105.93333333333334,48.8,89.33333333333333,52.36363636363637,79.61111111111111,191.0,46.94444444444444,115.33333333333333,94.38888888888889,60.833333333333336,83.5,121.0,74.0,72.66666666666667,70.33333333333333,71.0,75.0625,105.75
