TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,BOB,BPI,CPA,CPR,DOK,DUN,LYN,MB,MOR,REI,REW,RTB,RTH,SAG,SE,SEL,SPW,STH,TOL,WIL,WOL
1120,25.78,58.72,18.22,35.62,7.56,23.09,13.12,21.66,11.78,24.5,13.94,13.12,8.97,3.41,19.03,22.41,54.5,15.03,32.5,7.38,22.0,13.78,20.94,10.84,25.62,11.84,16.34,6.5,2.91,17.97,75.28571428571429,88.58333333333333,58.0,54.0,80.27777777777777,67.61538461538461,73.86666666666666,87.71428571428571,68.36842105263158,73.0,85.36363636363636,58.3125,80.7,94.27777777777777,109.05555555555556,84.9,87.2,72.0,104.16666666666667,90.21428571428571,101.2
1122,26.37,56.6,19.5,37.87,6.87,18.73,14.9,21.53,10.77,23.07,14.3,13.43,6.27,3.23,18.73,26.13,57.0,19.17,37.37,6.97,19.63,15.57,21.9,11.5,23.1,14.13,13.7,7.1,2.67,19.93,184.07142857142858,159.83333333333334,191.0,195.0,152.88888888888889,190.23076923076923,192.13333333333333,186.71428571428572,179.42105263157896,171.66666666666666,172.45454545454547,180.25,182.9,159.5,152.55555555555554,183.7,159.9,180.4,163.5,177.64285714285714,150.8
1123,20.84,50.71,16.52,37.97,4.32,12.74,11.9,19.48,10.74,23.81,10.74,13.1,5.1,2.03,18.45,21.39,50.9,16.87,36.13,4.52,14.77,12.45,19.35,10.0,23.68,11.06,11.87,6.26,2.55,18.84,192.5,196.75,233.0,233.0,208.38888888888889,214.23076923076923,204.53333333333333,195.5,227.73684210526315,211.0,192.9090909090909,212.125,205.0,203.27777777777777,196.22222222222223,202.9,190.3,195.8,162.16666666666666,189.57142857142858,210.0
1124,25.79,56.55,17.82,34.09,7.97,22.45,15.79,22.36,10.97,23.42,11.52,12.85,6.82,3.58,18.91,24.85,56.67,18.7,38.91,6.15,17.76,15.09,21.09,11.55,23.27,13.06,13.73,5.21,2.67,19.61,42.642857142857146,51.583333333333336,45.0,72.0,39.333333333333336,53.69230769230769,39.0,40.142857142857146,41.73684210526316,30.444444444444443,50.09090909090909,32.625,41.4,40.166666666666664,43.72222222222222,49.4,44.1,28.9,36.833333333333336,37.07142857142857,49.2
1125,26.32,59.42,16.42,31.13,9.9,28.29,14.03,20.52,12.0,23.68,16.42,14.32,8.03,2.52,19.1,25.06,56.42,18.39,36.23,6.68,20.19,13.77,20.61,11.71,24.48,13.48,16.29,7.77,3.16,18.87,129.0,152.91666666666666,123.0,176.0,99.72222222222223,154.84615384615384,109.13333333333334,172.85714285714286,137.52631578947367,88.11111111111111,146.0909090909091,104.625,149.1,131.0,167.44444444444446,147.1,128.2,116.1,163.33333333333334,173.0,143.8
1126,20.17,51.47,16.03,36.7,4.13,14.77,12.33,19.77,12.3,22.5,9.03,14.27,6.57,2.6,19.5,19.67,46.8,14.27,29.9,5.4,16.9,14.07,22.4,9.23,22.5,9.9,15.07,6.13,3.43,17.27,283.7142857142857,257.3333333333333,287.0,281.0,287.77777777777777,297.84615384615387,288.2,262.5,317.2105263157895,308.22222222222223,245.0,296.5625,284.7,285.44444444444446,268.8888888888889,272.9,245.5,321.6,247.83333333333334,262.42857142857144,243.2
1127,24.03,55.17,18.0,36.93,6.03,18.23,15.8,23.03,11.2,23.43,12.0,13.27,7.07,4.17,20.2,22.63,55.07,16.93,37.5,5.7,17.57,15.97,22.87,12.57,23.9,12.5,14.7,6.4,3.43,19.4,180.92857142857142,149.16666666666666,160.0,141.0,190.83333333333334,182.84615384615384,142.4,165.07142857142858,221.0,194.88888888888889,138.54545454545453,160.375,173.6,189.55555555555554,169.55555555555554,153.1,111.7,199.0,158.33333333333334,155.57142857142858,134.2
1129,26.73,57.1,20.4,38.9,6.33,18.2,11.97,17.23,9.67,24.03,15.7,14.7,6.3,3.5,18.3,25.83,58.33,20.1,41.67,5.73,16.67,14.3,21.47,11.63,23.2,11.67,13.13,5.83,4.23,16.8,117.92857142857143,88.0,139.0,120.0,150.27777777777777,145.0,173.06666666666666,91.92857142857143,183.05263157894737,180.0,87.0909090909091,154.5625,104.5,131.0,102.55555555555556,92.4,75.4,151.0,78.33333333333333,89.14285714285714,92.5
1130,26.27,58.94,19.88,39.97,6.39,18.97,16.0,21.79,14.3,22.94,14.85,13.39,6.15,4.36,17.97,25.15,59.48,19.3,41.58,5.85,17.91,14.3,20.64,13.52,20.79,12.12,12.55,6.85,4.73,19.0,48.285714285714285,41.166666666666664,63.0,48.0,62.22222222222222,62.38461538461539,45.266666666666666,43.642857142857146,75.6842105263158,54.888888888888886,44.09090909090909,52.25,44.8,56.0,51.27777777777778,46.1,45.9,53.0,46.5,45.07142857142857,45.6
1131,23.27,54.87,14.37,30.2,8.9,24.67,13.17,19.27,11.5,23.13,12.67,13.6,6.73,3.23,17.07,24.0,56.2,17.67,36.73,6.33,19.47,11.97,18.07,12.27,23.6,13.43,13.57,6.83,3.47,18.7,184.42857142857142,169.16666666666666,181.0,182.0,183.11111111111111,175.84615384615384,168.73333333333332,184.0,157.47368421052633,165.88888888888889,186.72727272727272,161.0,185.2,188.11111111111111,192.0,183.1,182.6,202.6,181.33333333333334,179.28571428571428,179.7
1132,22.87,53.63,16.73,36.23,6.13,17.4,11.23,16.87,11.43,24.17,12.17,13.07,6.7,3.63,17.23,21.27,53.83,15.77,35.73,5.5,18.1,13.23,19.23,11.57,22.9,11.47,12.27,6.53,3.37,16.2,165.57142857142858,171.75,153.0,146.0,161.77777777777777,177.69230769230768,135.26666666666668,166.64285714285714,154.78947368421052,152.11111111111111,153.27272727272728,151.3125,162.5,172.22222222222223,182.11111111111111,155.7,163.9,147.4,184.66666666666666,164.0,160.9
1133,22.22,51.19,16.47,33.12,5.75,18.06,16.59,23.09,11.0,21.59,12.22,14.47,7.62,3.53,18.56,22.66,52.81,15.69,33.0,6.97,19.81,14.06,19.03,11.25,21.72,13.72,15.0,6.31,2.47,20.66,114.35714285714286,100.33333333333333,118.0,96.0,121.11111111111111,107.3076923076923,138.33333333333334,101.57142857142857,98.21052631578948,132.88888888888889,122.0,130.375,112.9,105.83333333333333,91.88888888888889,109.3,110.2,119.2,102.16666666666667,97.78571428571429,116.6
1135,21.39,50.21,15.57,31.86,5.82,18.36,12.54,19.04,8.39,24.25,13.32,14.39,4.61,3.0,15.18,25.54,56.64,18.29,37.96,7.25,18.68,9.46,14.14,9.21,23.96,14.04,10.43,7.14,3.5,18.39,276.7142857142857,279.9166666666667,305.0,306.0,259.3333333333333,271.46153846153845,268.4,271.2857142857143,214.10526315789474,282.1111111111111,285.8181818181818,278.0625,285.6,254.77777777777777,244.94444444444446,292.4,248.9,287.5,227.83333333333334,264.64285714285717,284.5
1136,20.03,51.0,12.9,29.31,7.14,21.69,10.38,15.69,9.1,19.93,12.1,13.38,5.93,2.45,17.72,23.83,52.07,16.07,31.76,7.76,20.31,12.48,18.48,11.34,24.59,15.21,12.97,7.03,2.48,15.17,316.42857142857144,312.3333333333333,307.0,315.0,323.1764705882353,315.3076923076923,315.26666666666665,316.7857142857143,321.9,322.8888888888889,323.27272727272725,321.75,328.0,328.0,322.47058823529414,327.4,312.3,321.5,306.3333333333333,310.35714285714283,324.0
1137,22.63,58.87,15.57,38.27,7.07,20.6,11.93,17.6,10.63,26.8,11.27,14.17,4.83,2.5,20.03,24.63,59.3,18.77,40.5,5.87,18.8,16.6,23.9,11.37,28.33,13.4,11.63,6.23,3.83,16.13,290.57142857142856,296.4166666666667,302.0,305.0,280.05555555555554,275.84615384615387,296.6666666666667,272.07142857142856,262.2631578947368,298.3333333333333,312.1818181818182,262.125,296.0,281.27777777777777,277.6111111111111,300.9,289.2,268.6,259.0,279.5,300.4
1138,23.47,56.38,18.25,41.09,5.22,15.28,12.91,20.0,13.84,23.22,12.34,14.16,6.44,2.75,18.47,22.09,51.53,16.72,35.72,5.38,15.81,12.75,18.66,9.09,22.41,11.31,14.84,6.5,3.12,18.88,96.35714285714286,81.0,120.0,101.0,109.72222222222223,125.0,100.73333333333333,91.0,117.15789473684211,107.44444444444444,82.45454545454545,118.75,108.7,110.66666666666667,104.22222222222223,102.9,81.1,95.3,89.83333333333333,87.21428571428571,92.8
1139,21.77,49.77,13.83,27.27,7.93,22.5,15.53,21.53,9.97,23.9,12.77,12.57,6.0,3.23,17.87,19.93,51.7,14.03,33.43,5.9,18.27,12.43,17.5,10.03,20.93,10.47,13.03,5.7,2.93,19.8,21.285714285714285,15.583333333333334,33.0,23.0,27.833333333333332,45.46153846153846,28.933333333333334,18.214285714285715,64.15789473684211,36.666666666666664,11.363636363636363,41.0625,25.6,20.555555555555557,12.166666666666666,18.5,6.4,34.4,5.833333333333333,15.142857142857142,10.6
1140,27.65,56.74,20.35,37.55,7.29,19.19,14.61,20.06,9.19,27.16,16.35,11.42,7.06,3.65,18.65,22.39,55.61,16.65,36.48,5.74,19.13,14.23,20.19,9.39,22.87,11.35,13.87,5.29,2.29,18.16,30.714285714285715,31.666666666666668,17.0,27.0,18.5,31.53846153846154,20.4,31.857142857142858,43.578947368421055,22.555555555555557,30.727272727272727,25.1875,29.3,26.055555555555557,34.27777777777778,28.2,27.8,16.6,28.833333333333332,30.857142857142858,29.7
1141,21.94,52.52,16.13,35.23,5.81,17.29,12.52,19.84,11.68,19.94,9.87,14.42,7.87,2.55,22.45,20.9,46.58,16.16,33.32,4.74,13.26,18.55,26.74,10.1,22.1,10.55,15.39,6.39,3.68,18.45,267.2857142857143,289.0,260.0,259.0,255.44444444444446,232.15384615384616,250.0,272.14285714285717,215.47368421052633,270.0,291.0,271.5625,274.2,257.1111111111111,259.8888888888889,276.4,290.0,264.0,276.8333333333333,275.7142857142857,286.4
1142,23.04,56.82,16.29,36.82,6.75,20.0,12.25,17.39,10.54,22.64,10.71,11.68,5.89,2.86,15.32,25.71,56.75,18.54,37.36,7.18,19.39,11.54,16.89,11.71,26.21,15.5,13.0,6.11,2.82,16.46,270.5,302.9166666666667,275.0,294.0,249.88888888888889,245.84615384615384,263.93333333333334,259.2857142857143,261.2631578947368,272.55555555555554,308.6363636363636,246.875,267.4,275.77777777777777,290.27777777777777,280.7,284.0,277.4,263.3333333333333,266.85714285714283,300.9
1143,27.09,55.91,20.75,41.28,6.34,14.62,14.5,19.19,9.97,23.72,15.53,12.03,4.91,2.0,16.81,24.88,56.53,19.38,40.75,5.5,15.78,13.09,18.53,10.34,21.0,12.41,12.53,5.06,3.34,18.41,22.142857142857142,25.666666666666668,27.0,28.0,30.555555555555557,31.923076923076923,31.333333333333332,26.571428571428573,42.31578947368421,29.88888888888889,27.181818181818183,32.9375,25.3,29.0,28.833333333333332,24.3,29.4,30.8,25.833333333333332,27.357142857142858,23.8
1144,24.54,57.71,18.61,40.54,5.93,17.18,16.21,23.0,12.82,24.14,15.5,16.46,8.11,2.57,20.46,24.96,56.57,17.82,35.54,7.14,21.04,15.14,22.93,11.61,23.75,15.46,16.25,8.61,4.43,19.82,284.2142857142857,280.25,259.0,265.0,267.94444444444446,273.3076923076923,232.46666666666667,273.92857142857144,298.10526315789474,248.0,255.63636363636363,243.75,271.6,273.6666666666667,287.0,273.9,259.7,275.5,290.8333333333333,261.14285714285717,263.0
1145,23.03,56.35,18.0,38.81,5.03,17.55,11.77,19.13,12.58,25.16,12.1,16.42,5.16,4.55,20.55,23.1,58.16,17.81,40.84,5.29,17.32,16.16,23.65,13.26,24.45,11.9,13.23,8.1,4.35,18.77,253.35714285714286,233.25,231.0,227.0,236.11111111111111,256.84615384615387,286.2,231.0,246.6315789473684,253.11111111111111,256.45454545454544,229.8125,239.0,253.38888888888889,240.33333333333334,245.1,243.9,264.2,238.0,229.92857142857142,229.9
1146,20.04,52.64,14.92,36.28,5.12,16.36,15.32,23.04,11.2,22.16,9.64,13.96,5.2,2.84,19.08,25.4,55.88,18.96,37.2,6.44,18.68,14.4,21.4,12.32,25.76,12.8,12.0,6.16,5.0,19.72,292.5,265.0,323.0,311.0,312.3888888888889,311.2307692307692,306.8,272.0,303.36842105263156,312.44444444444446,262.3636363636364,311.75,288.5,303.05555555555554,281.8888888888889,293.8,270.2,315.3,247.16666666666666,276.7142857142857,287.7
1147,22.39,55.55,14.9,33.84,7.48,21.71,12.03,17.71,9.45,20.35,12.0,13.71,8.9,2.65,21.94,23.9,52.13,18.48,36.94,5.42,15.19,17.97,25.87,12.06,26.81,13.52,15.87,6.97,4.19,17.45,295.5,301.3333333333333,266.0,290.0,275.6666666666667,271.3076923076923,287.3333333333333,296.7857142857143,278.89473684210526,272.0,303.54545454545456,276.5,285.4,283.05555555555554,285.55555555555554,289.1,295.7,254.4,304.1666666666667,299.14285714285717,285.5
1148,23.97,53.53,19.8,40.33,4.17,13.2,12.67,17.6,11.07,21.27,13.0,14.3,6.13,2.73,14.67,25.8,56.23,19.57,37.77,6.23,18.47,10.27,15.23,11.77,21.33,13.33,13.23,7.1,3.1,17.0,235.42857142857142,224.58333333333334,285.0,282.0,235.55555555555554,254.07692307692307,214.8,236.85714285714286,213.31578947368422,238.0,240.9090909090909,216.0625,256.2,232.27777777777777,232.72222222222223,248.2,204.7,250.5,199.5,226.85714285714286,228.6
1149,24.54,58.08,18.04,37.85,6.5,20.23,9.69,15.5,12.0,24.69,12.12,13.23,5.54,2.92,17.77,26.12,57.23,18.77,36.38,7.35,20.85,13.15,19.15,10.19,25.04,14.62,10.81,6.27,3.58,14.65,283.42857142857144,284.1666666666667,316.0,320.0,304.8888888888889,309.2307692307692,281.53333333333336,308.2857142857143,301.8421052631579,296.6666666666667,295.8181818181818,303.0625,310.6,308.55555555555554,308.72222222222223,316.3,297.1,300.2,270.5,310.2857142857143,318.4
1150,24.26,59.1,17.29,36.29,6.97,22.81,13.23,19.39,12.77,22.55,13.61,13.1,6.45,3.32,18.58,23.35,54.68,15.87,34.39,7.48,20.29,16.19,22.48,12.65,25.45,12.84,15.32,5.65,3.39,18.16,157.35714285714286,180.5,149.0,157.0,147.22222222222223,106.46153846153847,152.13333333333333,165.14285714285714,97.73684210526316,138.33333333333334,191.0909090909091,132.375,144.2,157.16666666666666,176.27777777777777,169.5,210.7,100.7,207.5,176.07142857142858,184.6
1151,24.75,56.28,16.62,33.03,8.12,23.25,17.38,26.69,12.34,26.12,13.22,15.41,5.97,2.22,18.06,27.06,61.22,16.78,33.12,10.28,28.09,12.06,18.44,12.03,24.31,16.5,14.06,7.59,3.44,22.38,208.92857142857142,195.08333333333334,220.0,196.0,233.88888888888889,204.30769230769232,272.73333333333335,212.14285714285714,201.73684210526315,213.44444444444446,187.54545454545453,209.5625,211.1,211.0,199.05555555555554,211.5,213.2,213.5,233.33333333333334,208.14285714285714,197.1
1152,29.33,64.63,21.67,41.97,7.67,22.67,16.5,24.33,14.73,23.67,15.63,15.3,9.57,3.93,21.0,27.6,59.23,20.17,39.33,7.43,19.9,18.23,26.67,12.27,24.77,17.03,17.5,7.7,3.47,20.6,218.14285714285714,224.16666666666666,234.0,236.0,227.27777777777777,232.6153846153846,242.13333333333333,229.21428571428572,250.47368421052633,225.44444444444446,217.0909090909091,239.1875,221.7,231.05555555555554,230.0,217.6,192.0,229.0,216.0,213.92857142857142,211.2
1153,24.75,58.41,17.47,36.47,7.28,21.94,11.56,17.59,14.28,23.38,14.56,13.62,5.72,3.22,18.28,23.5,56.31,17.69,38.16,5.81,18.16,13.53,19.38,12.16,21.84,12.97,12.69,6.0,3.41,16.59,46.285714285714285,62.416666666666664,74.0,73.0,68.16666666666667,71.3076923076923,73.2,47.42857142857143,89.05263157894737,63.0,64.27272727272727,66.9375,51.8,62.388888888888886,58.111111111111114,54.0,74.0,70.0,49.0,45.357142857142854,56.0
1154,23.4,52.3,17.0,33.8,6.4,18.5,13.07,18.2,10.03,23.2,11.27,12.7,5.2,1.57,17.23,22.5,52.57,16.7,34.8,5.8,17.77,13.87,19.0,9.77,21.73,10.9,11.97,6.77,3.23,17.5,220.71428571428572,200.33333333333334,201.0,189.0,269.6111111111111,209.76923076923077,236.66666666666666,219.57142857142858,244.0,267.22222222222223,175.36363636363637,233.5625,213.7,261.77777777777777,248.88888888888889,202.9,191.0,248.7,247.83333333333334,221.35714285714286,187.1
1155,28.74,61.48,20.65,40.13,8.1,21.35,13.39,19.58,14.23,22.71,14.97,14.35,9.35,5.81,17.97,24.97,57.77,19.16,41.55,5.81,16.23,12.48,18.84,13.55,21.74,13.26,17.26,7.68,3.32,18.23,10.285714285714286,9.083333333333334,18.0,20.0,19.88888888888889,17.384615384615383,8.0,8.285714285714286,15.368421052631579,14.222222222222221,9.0,15.875,11.7,8.555555555555555,6.666666666666667,11.1,8.3,16.7,5.166666666666667,7.5,8.1
1156,23.03,54.16,18.28,38.81,4.75,15.34,14.16,20.09,11.56,22.09,13.44,12.47,8.59,3.28,18.38,20.91,51.06,15.81,35.53,5.09,15.53,12.94,18.97,11.34,22.97,11.38,15.81,6.0,3.81,18.5,80.14285714285714,90.91666666666667,78.0,76.0,82.27777777777777,78.07692307692308,89.53333333333333,84.57142857142857,82.0,80.0,86.81818181818181,85.1875,85.0,79.77777777777777,84.94444444444444,80.7,86.0,67.9,105.16666666666667,92.21428571428571,77.2
1157,24.78,56.96,17.89,36.11,6.89,20.85,11.07,17.96,12.59,23.7,14.15,16.41,6.37,2.81,16.93,25.11,58.11,16.93,34.48,8.19,23.63,13.74,20.0,12.59,23.56,14.44,14.22,9.48,3.33,18.78,263.57142857142856,275.0,290.0,300.0,274.3333333333333,274.2307692307692,250.4,297.35714285714283,277.63157894736844,279.3333333333333,267.0,267.375,289.2,275.0,279.8333333333333,294.6,261.4,258.5,264.6666666666667,300.2142857142857,292.0
1158,27.97,59.62,19.76,37.71,8.21,21.91,12.79,19.38,11.71,23.97,13.53,12.68,6.91,4.29,16.09,26.94,61.21,20.53,42.74,6.41,18.47,11.79,17.12,13.53,23.56,13.5,13.79,6.38,2.59,17.06,101.5,90.08333333333333,141.0,103.0,143.27777777777777,154.84615384615384,111.06666666666666,85.35714285714286,126.84210526315789,143.22222222222223,62.90909090909091,150.5,105.7,120.83333333333333,98.33333333333333,104.8,70.6,148.3,67.66666666666667,83.21428571428571,81.2
1159,19.67,48.87,14.73,33.3,4.93,15.57,12.43,18.53,9.1,22.4,10.33,14.7,4.5,3.3,16.93,22.53,54.13,17.4,37.97,5.13,16.17,12.97,18.6,12.13,23.27,10.8,11.97,7.07,1.77,18.1,316.42857142857144,307.25,313.0,295.0,303.6666666666667,292.15384615384613,301.1333333333333,305.0,287.10526315789474,310.55555555555554,305.72727272727275,298.8125,309.4,301.55555555555554,294.05555555555554,310.6,287.2,314.7,293.3333333333333,304.2142857142857,297.7
1160,21.73,47.87,16.1,31.73,5.63,16.13,13.77,18.93,6.5,20.77,11.6,14.27,6.1,1.67,18.67,24.37,52.17,18.23,35.47,6.13,16.7,13.1,19.77,10.93,22.63,13.4,14.4,6.13,3.43,18.93,162.78571428571428,185.08333333333334,179.0,194.0,175.94444444444446,161.07692307692307,188.0,177.0,151.05263157894737,172.11111111111111,209.45454545454547,163.25,175.1,186.16666666666666,207.55555555555554,184.6,193.1,178.5,156.66666666666666,177.64285714285714,237.1
