TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,7OT,ADE,BBT,BIH,BLS,BOB,BUR,CJB,CNG,COL,CPA,CPR,CRO,DC,DII,DOK,DOL,DUN,EBP,GRS,KBM,KPK,KRA,LMC,LOG,MAS,MOR,MSX,MvG,NOL,PGH,PIG,POM,PPR,PTS,REW,RT,RTB,RTH,RTP,RTR,SAG,SE,SEL,SFX,SP,SPR,SPW,STF,STH,TMR,TPR,TRP,TW,WIL,WLK,WMR,WOB,WOL
1112,26.24,56.0,20.94,41.15,5.29,14.85,15.29,23.35,12.59,26.29,15.09,10.44,5.88,4.24,16.44,20.38,53.5,15.97,39.47,4.41,14.03,12.97,18.44,9.24,21.21,9.18,12.41,4.76,3.18,18.62,4.8,2.857142857142857,3.8125,1.9333333333333333,1.9285714285714286,1.4285714285714286,4.0,5.7894736842105265,1.7,2.9375,1.5,2.0,1.0,1.9,4.578947368421052,3.5789473684210527,2.8333333333333335,5.266666666666667,1.25,1.0,5.909090909090909,4.894736842105263,2.6666666666666665,1.5454545454545454,2.7333333333333334,3.3157894736842106,15.68421052631579,1.5,2.0,4.9375,5.052631578947368,3.0,4.631578947368421,1.25,7.285714285714286,1.8333333333333333,3.823529411764706,7.411764705882353,1.8333333333333333,4.526315789473684,4.666666666666667,3.1578947368421053,3.526315789473684,1.3,3.5,1.5333333333333334,1.0,2.5454545454545454,1.8666666666666667,1.0,5.0,1.1666666666666667,5.578947368421052,2.2142857142857144,6.0,2.375,2.0,1.5,2.1666666666666665
1113,25.28,56.12,17.16,35.09,8.12,21.03,16.34,23.56,8.44,27.19,14.19,11.47,5.16,5.66,19.28,24.69,59.47,19.38,43.09,5.31,16.38,14.19,22.03,11.72,26.44,11.56,12.03,5.56,4.06,19.81,43.666666666666664,49.642857142857146,42.625,43.266666666666666,30.214285714285715,31.642857142857142,51.6875,49.0,32.5,40.875,31.5,34.0,35.875,35.2,45.78947368421053,38.31578947368421,42.611111111111114,41.733333333333334,38.666666666666664,28.8,48.54545454545455,42.36842105263158,29.0,37.54545454545455,36.6,42.26315789473684,48.68421052631579,35.285714285714285,40.0,44.1875,49.26315789473684,43.1578947368421,40.10526315789474,27.166666666666668,72.42857142857143,36.166666666666664,34.0,44.588235294117645,36.166666666666664,48.1578947368421,52.13333333333333,36.68421052631579,48.26315789473684,36.6,53.5,33.0,22.75,48.81818181818182,36.8,35.6,46.1578947368421,48.166666666666664,39.473684210526315,38.714285714285715,42.36842105263158,36.4375,42.333333333333336,28.5,42.25
1114,23.93,57.27,19.1,41.73,4.83,15.53,17.63,23.77,11.37,25.03,11.2,13.4,5.77,3.8,21.9,23.8,55.43,16.03,33.2,7.77,22.23,19.27,27.83,10.93,24.97,13.67,12.97,7.0,3.87,19.93,275.46666666666664,200.85714285714286,248.75,215.13333333333333,245.92857142857142,222.42857142857142,244.8125,237.6315789473684,247.8,215.375,223.0,209.0,184.0,185.7,207.57894736842104,227.8421052631579,212.5,234.4,242.5,221.2,280.8181818181818,220.78947368421052,204.16666666666666,247.36363636363637,255.13333333333333,210.26315789473685,237.0,270.0,206.0,227.8125,203.8421052631579,219.57894736842104,241.73684210526315,251.75,258.7142857142857,192.5,257.2352941176471,198.64705882352942,256.3333333333333,206.8421052631579,187.46666666666667,233.3684210526316,208.42105263157896,236.0,224.0,241.86666666666667,224.75,203.63636363636363,227.73333333333332,237.8,230.0,254.66666666666666,243.89473684210526,261.2142857142857,186.0,244.0625,235.13333333333333,195.83333333333334,246.66666666666666
1115,21.34,52.07,15.14,33.86,6.21,18.21,14.0,21.38,10.1,20.41,11.48,15.07,9.48,2.14,19.48,23.62,50.0,16.86,31.66,6.76,18.34,17.38,25.34,10.24,24.48,14.97,16.17,7.48,4.41,17.9,292.93333333333334,281.35714285714283,313.75,315.73333333333335,328.14285714285717,297.64285714285717,321.0,301.0,327.3,301.25,318.5,292.5,281.625,271.8,292.42105263157896,321.2105263157895,311.8888888888889,320.6666666666667,327.4166666666667,306.4,312.1818181818182,295.10526315789474,296.6666666666667,326.0,325.2,305.5263157894737,323.3157894736842,341.35714285714283,286.0,308.5,296.57894736842104,310.3157894736842,325.10526315789474,333.1666666666667,339.7142857142857,289.1666666666667,307.5882352941176,280.47058823529414,317.6666666666667,280.0,257.8666666666667,315.7368421052632,295.4736842105263,297.3,307.0,325.06666666666666,323.0,290.09090909090907,316.8,291.0,310.36842105263156,329.5,332.5263157894737,244.14285714285714,264.4736842105263,329.875,326.8,281.3333333333333,281.4166666666667
1116,27.22,61.31,19.69,40.78,7.53,20.53,18.28,25.22,11.72,23.88,15.38,11.69,8.62,5.59,20.91,23.72,58.38,17.44,40.19,6.28,18.19,17.5,25.31,14.28,25.41,11.16,17.22,5.47,3.19,20.41,32.4,44.357142857142854,46.8125,49.93333333333333,22.571428571428573,38.5,39.0625,43.421052631578945,22.7,52.5,31.5,53.5,61.25,62.2,52.21052631578947,41.21052631578947,52.0,37.666666666666664,36.666666666666664,39.2,47.09090909090909,45.26315789473684,53.666666666666664,30.363636363636363,27.466666666666665,53.78947368421053,54.63157894736842,40.07142857142857,55.0,66.3125,51.89473684210526,44.0,54.63157894736842,31.416666666666668,34.57142857142857,52.5,17.294117647058822,48.35294117647059,42.583333333333336,57.94736842105263,67.26666666666667,40.36842105263158,65.47368421052632,44.7,35.0,28.2,44.25,57.18181818181818,33.8,54.4,49.21052631578947,38.666666666666664,33.31578947368421,47.07142857142857,56.8421052631579,35.5625,36.13333333333333,56.333333333333336,59.833333333333336
1117,24.9,56.17,16.0,33.1,8.9,23.07,17.17,23.8,9.37,25.1,13.37,12.53,6.7,2.83,18.1,25.7,59.53,19.47,40.33,6.23,19.2,15.5,21.5,11.53,25.43,11.53,12.93,6.23,2.9,20.33,163.73333333333332,131.35714285714286,154.1875,144.06666666666666,150.14285714285714,159.14285714285714,191.8125,151.21052631578948,143.4,149.875,151.0,186.5,150.375,189.3,154.8421052631579,156.94736842105263,147.94444444444446,165.26666666666668,168.75,166.4,155.36363636363637,147.94736842105263,173.0,176.1818181818182,150.4,167.31578947368422,156.10526315789474,154.57142857142858,163.0,122.25,161.57894736842104,162.0,172.78947368421052,173.75,235.14285714285714,155.33333333333334,175.05882352941177,153.76470588235293,192.75,151.05263157894737,169.73333333333332,155.52631578947367,145.8421052631579,173.6,165.0,148.53333333333333,147.0,152.9090909090909,149.0,167.0,160.26315789473685,184.66666666666666,143.3684210526316,207.64285714285714,157.26315789473685,158.9375,154.73333333333332,159.0,171.41666666666666
1119,25.9,58.03,18.37,35.73,7.53,22.3,13.2,18.9,11.27,22.0,14.1,13.0,5.93,4.23,18.3,26.37,56.77,19.63,39.5,6.73,17.27,14.57,20.03,11.1,23.97,13.5,13.7,7.33,3.3,18.33,198.4,281.7142857142857,245.5625,262.93333333333334,252.14285714285714,256.35714285714283,250.5625,239.26315789473685,242.0,263.6875,237.5,221.5,239.625,238.1,254.21052631578948,250.57894736842104,268.3888888888889,224.06666666666666,242.08333333333334,286.6,266.45454545454544,232.57894736842104,254.5,230.36363636363637,267.46666666666664,249.73684210526315,221.52631578947367,229.28571428571428,241.0,223.0,272.42105263157896,219.6315789473684,251.3684210526316,244.33333333333334,259.2857142857143,247.16666666666666,272.5882352941176,287.94117647058823,255.58333333333334,241.47368421052633,273.46666666666664,243.05263157894737,243.6315789473684,262.7,230.0,245.06666666666666,230.0,237.9090909090909,258.0,244.2,264.42105263157896,231.66666666666666,251.8421052631579,261.0,251.05263157894737,261.125,218.53333333333333,258.6666666666667,250.83333333333334
1120,24.1,55.2,18.37,36.73,5.73,18.47,17.53,24.33,11.0,23.07,11.63,12.1,6.1,4.47,21.5,23.17,53.83,15.87,34.97,7.3,18.87,18.2,26.23,11.43,23.67,13.9,12.7,5.8,3.6,20.43,121.8,141.5,168.9375,144.06666666666666,134.57142857142858,119.14285714285714,141.5625,138.0,124.2,118.4375,110.0,99.0,156.375,150.2,147.31578947368422,147.31578947368422,145.72222222222223,125.4,115.25,104.8,138.9090909090909,147.52631578947367,114.5,163.27272727272728,178.93333333333334,158.47368421052633,173.0,151.78571428571428,129.0,158.625,140.57894736842104,170.78947368421052,164.26315789473685,105.16666666666667,232.0,131.33333333333334,148.94117647058823,127.70588235294117,107.58333333333333,164.89473684210526,193.73333333333332,148.6315789473684,164.89473684210526,107.6,109.5,134.33333333333334,118.0,148.1818181818182,137.53333333333333,121.8,162.52631578947367,140.5,180.3684210526316,128.71428571428572,147.94736842105263,141.5,134.0,119.0,144.5
1122,26.11,54.43,21.07,39.39,5.04,15.04,18.11,26.86,9.86,22.61,14.18,15.54,6.82,5.29,17.5,28.36,60.43,20.64,39.14,7.71,21.29,15.64,21.07,12.25,23.43,16.07,14.46,7.82,3.39,21.32,244.66666666666666,310.92857142857144,283.0625,280.3333333333333,294.42857142857144,297.14285714285717,281.9375,293.8421052631579,293.5,278.0625,295.0,304.0,301.625,298.0,295.0,287.6842105263158,275.6111111111111,290.8666666666667,285.25,295.2,301.45454545454544,295.0,287.1666666666667,276.45454545454544,292.53333333333336,289.63157894736844,295.42105263157896,251.78571428571428,298.0,278.3125,287.7894736842105,286.57894736842104,289.63157894736844,292.3333333333333,259.7142857142857,282.5,286.2352941176471,269.47058823529414,281.5833333333333,289.0,301.46666666666664,283.8421052631579,286.0,281.5,286.5,288.53333333333336,296.25,268.90909090909093,293.73333333333335,293.2,292.63157894736844,283.4166666666667,282.3157894736842,307.92857142857144,305.6842105263158,294.75,299.73333333333335,288.0,283.4166666666667
1123,21.29,52.54,14.86,32.11,6.43,20.43,15.29,22.36,12.11,23.68,12.21,17.11,4.5,2.25,20.96,26.07,55.75,20.75,39.68,5.32,16.07,17.64,25.32,10.32,23.46,13.86,11.14,8.71,3.68,19.25,286.06666666666666,281.85714285714283,300.625,297.46666666666664,285.0,295.7857142857143,283.375,278.05263157894734,287.4,303.75,286.5,270.5,320.625,313.0,279.89473684210526,273.4736842105263,283.55555555555554,283.3333333333333,289.25,276.2,304.09090909090907,273.57894736842104,311.0,321.45454545454544,274.3333333333333,278.2631578947368,265.8421052631579,327.2857142857143,299.0,324.5625,277.57894736842104,279.0,282.2105263157895,288.75,211.57142857142858,318.8333333333333,251.88235294117646,286.3529411764706,291.75,289.57894736842104,291.53333333333336,272.36842105263156,286.63157894736844,301.1,286.5,282.1333333333333,281.75,329.09090909090907,289.93333333333334,305.4,268.4736842105263,290.1666666666667,272.94736842105266,261.0,237.78947368421052,284.125,276.93333333333334,305.1666666666667,314.6666666666667
1124,25.0,55.79,17.61,36.55,7.39,19.24,16.39,24.36,14.18,24.06,14.52,11.79,5.09,5.67,17.55,24.48,57.33,17.7,38.82,6.79,18.52,12.64,18.73,11.79,20.36,15.33,10.3,5.33,2.82,18.85,71.8,28.857142857142858,50.4375,28.066666666666666,33.92857142857143,24.857142857142858,33.1875,40.421052631578945,41.0,27.875,32.0,21.0,56.625,34.6,31.63157894736842,37.94736842105263,28.27777777777778,28.266666666666666,46.0,29.6,39.18181818181818,34.89473684210526,35.5,63.27272727272727,57.0,29.789473684210527,23.94736842105263,41.42857142857143,32.0,52.375,22.842105263157894,32.1578947368421,36.78947368421053,31.5,21.714285714285715,40.333333333333336,43.294117647058826,25.41176470588235,31.0,29.63157894736842,30.333333333333332,35.89473684210526,33.8421052631579,29.2,20.5,36.333333333333336,42.5,41.27272727272727,30.333333333333332,36.0,27.42105263157895,40.166666666666664,32.63157894736842,37.714285714285715,29.0,38.3125,26.933333333333334,38.0,35.75
1125,26.97,53.84,18.19,31.56,8.78,22.28,16.78,22.88,8.16,22.28,15.31,12.94,6.62,2.34,21.09,25.38,55.25,18.66,35.78,6.72,19.47,17.03,24.53,11.38,21.81,12.84,14.09,7.28,3.06,20.91,121.6,78.0,98.0625,82.26666666666667,120.78571428571429,122.14285714285714,105.0625,103.36842105263158,126.9,86.1875,119.5,156.5,67.5,75.7,85.94736842105263,102.0,70.0,109.4,121.66666666666667,117.6,92.0909090909091,90.84210526315789,91.66666666666667,83.54545454545455,107.66666666666667,88.94736842105263,124.94736842105263,122.5,81.0,71.125,84.47368421052632,107.63157894736842,101.63157894736842,142.0,85.42857142857143,76.0,110.0,87.47058823529412,120.58333333333333,70.21052631578948,59.2,99.26315789473684,78.89473684210526,111.8,76.5,112.6,98.5,72.27272727272727,101.46666666666667,108.2,89.57894736842105,108.58333333333333,89.63157894736842,121.57142857142857,88.52631578947368,107.625,107.66666666666667,87.16666666666667,76.25
1126,20.87,53.07,14.07,34.07,6.8,19.0,12.9,18.1,11.1,19.23,9.4,12.4,6.03,2.43,21.27,22.9,50.07,16.93,33.17,5.97,16.9,19.0,26.73,12.13,23.77,13.2,12.4,6.03,4.73,16.77,349.46666666666664,336.0,345.3125,347.06666666666666,338.7857142857143,349.14285714285717,345.1875,330.36842105263156,338.6,348.8125,334.5,344.5,338.0,343.9,335.10526315789474,329.42105263157896,341.44444444444446,330.8666666666667,347.25,346.6,335.90909090909093,327.6842105263158,344.8333333333333,317.45454545454544,328.73333333333335,339.4736842105263,337.42105263157896,339.85714285714283,346.0,345.5,337.63157894736844,332.10526315789474,338.63157894736844,343.5833333333333,328.2857142857143,345.3333333333333,342.3529411764706,334.94117647058823,346.8333333333333,335.2105263157895,347.3333333333333,337.05263157894734,339.6842105263158,347.9,317.0,338.1333333333333,333.5,348.09090909090907,344.53333333333336,347.2,337.10526315789474,339.0833333333333,333.10526315789474,347.2142857142857,330.6842105263158,341.0,331.8666666666667,343.8333333333333,346.4166666666667
1127,19.7,51.8,13.63,32.83,6.07,18.97,15.87,22.9,10.4,21.93,9.4,14.27,6.13,2.0,19.87,24.13,53.37,16.0,32.23,8.13,21.13,14.93,21.8,10.5,25.3,14.73,13.13,7.4,3.47,20.17,316.93333333333334,344.2857142857143,334.0625,329.46666666666664,337.5,340.7142857142857,330.75,338.6842105263158,337.3,327.0625,334.5,342.5,332.875,330.2,334.94736842105266,339.57894736842104,334.6111111111111,338.6,338.0,342.2,319.45454545454544,342.4736842105263,333.3333333333333,317.0,338.46666666666664,333.89473684210526,338.3157894736842,325.7142857142857,338.0,313.25,334.42105263157896,332.5263157894737,337.4736842105263,338.1666666666667,327.57142857142856,340.6666666666667,339.1764705882353,342.47058823529414,334.9166666666667,330.10526315789474,316.0,339.7368421052632,334.7368421052632,337.2,335.0,339.73333333333335,329.5,321.72727272727275,334.1333333333333,339.8,332.2631578947368,331.5,339.4736842105263,313.7857142857143,342.7368421052632,340.5,342.8666666666667,340.8333333333333,333.0833333333333
1129,25.84,57.09,18.34,36.5,7.5,20.59,15.84,20.94,10.81,22.91,11.62,9.88,5.56,2.03,19.47,24.03,53.19,17.53,34.78,6.5,18.41,15.5,22.0,8.25,22.25,11.38,11.22,4.56,3.5,18.62,47.0,65.35714285714286,62.3125,60.733333333333334,55.214285714285715,54.214285714285715,61.125,64.63157894736842,56.9,57.3125,67.5,72.5,71.25,69.3,58.21052631578947,60.36842105263158,64.66666666666667,61.06666666666667,54.416666666666664,61.8,67.63636363636364,66.78947368421052,74.66666666666667,76.9090909090909,45.53333333333333,64.15789473684211,55.26315789473684,63.5,83.0,58.0625,58.78947368421053,65.21052631578948,61.21052631578947,54.416666666666664,54.57142857142857,75.83333333333333,64.82352941176471,53.470588235294116,58.083333333333336,60.89473684210526,54.8,63.26315789473684,67.63157894736842,64.3,62.5,64.26666666666667,71.5,66.9090909090909,54.46666666666667,77.4,60.89473684210526,62.75,50.73684210526316,52.07142857142857,69.73684210526316,57.1875,65.93333333333334,73.0,70.5
1130,22.23,50.03,14.52,28.1,7.71,21.94,16.55,22.26,8.26,21.06,12.23,11.1,4.42,2.68,19.13,25.94,55.29,20.19,40.13,5.74,15.16,16.71,22.94,11.39,22.26,12.35,9.61,5.48,2.97,18.68,224.33333333333334,182.14285714285714,202.0,198.06666666666666,154.5,173.71428571428572,153.6875,163.57894736842104,154.9,193.75,130.5,138.5,239.375,186.6,161.47368421052633,151.05263157894737,202.5,160.46666666666667,165.33333333333334,141.6,198.8181818181818,159.31578947368422,178.66666666666666,149.54545454545453,183.46666666666667,160.94736842105263,92.36842105263158,222.28571428571428,212.0,250.25,165.05263157894737,128.94736842105263,131.89473684210526,140.91666666666666,165.14285714285714,230.33333333333334,149.05882352941177,205.2941176470588,151.75,196.21052631578948,165.66666666666666,152.3684210526316,195.0,167.5,112.0,149.86666666666667,125.75,257.45454545454544,172.33333333333334,180.6,160.21052631578948,148.41666666666666,119.26315789473684,134.64285714285714,135.68421052631578,168.75,132.93333333333334,195.83333333333334,201.75
