Season,TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGM_A,FGA_A,FGM2_A,FGA2_A,FGM3_A,FGA3_A,FTM_A,FTA_A,OR_A,DR_A,Ast_A,TO_A,Stl_A,Blk_A,PF_A,BIH,COL,DOL,DUN,MAS,MOR,POM,RPI,RTH,SEL,WLK,WOL
2020,1116,25.25,57.03,17.66,34.28,7.59,22.75,17.72,24.25,7.5,24.03,11.91,11.53,7.91,3.88,20.09,24.16,56.5,19.03,37.69,5.12,18.81,16.19,23.09,11.0,27.34,10.12,16.0,5.0,2.97,21.56,30.3125,27.083333333333332,37.1764705882353,30.714285714285715,40.77777777777778,30.166666666666668,34.5,323.5,39.38461538461539,31.636363636363637,32.357142857142854,35.07692307692308
2020,1117,23.07,53.13,17.23,36.03,5.83,17.1,18.47,25.57,9.8,22.83,13.5,13.1,6.73,2.6,20.93,24.8,53.73,18.57,35.27,6.23,18.47,16.8,23.13,9.37,24.07,13.6,13.7,6.2,2.13,20.83,144.0625,149.16666666666666,140.35294117647058,197.28571428571428,169.38888888888889,285.1111111111111,227.55555555555554,323.5,154.84615384615384,154.72727272727272,204.35714285714286,147.23076923076923
2020,1119,27.24,58.0,20.31,36.9,6.93,21.1,9.21,14.9,6.79,26.86,15.93,11.86,5.45,1.62,14.86,27.0,61.0,18.0,35.72,9.0,25.28,10.03,14.55,9.38,26.86,13.79,11.93,6.31,3.45,14.97,266.5,238.16666666666666,269.70588235294116,269.5,268.6111111111111,249.5,268.94444444444446,323.5,283.3076923076923,273.27272727272725,277.57142857142856,257.38461538461536
2020,1120,26.06,60.26,17.94,33.68,8.13,26.58,17.77,26.39,13.55,27.26,12.81,12.87,6.42,4.87,19.42,24.48,59.35,17.48,37.84,7.0,21.52,14.42,20.1,10.29,24.87,11.16,13.48,6.68,3.13,21.23,8.0625,4.833333333333333,9.823529411764707,7.071428571428571,11.277777777777779,18.0,24.166666666666668,323.5,14.307692307692308,8.454545454545455,17.428571428571427,6.538461538461538
2020,1122,26.39,58.16,19.52,38.71,6.87,19.45,15.48,21.71,11.77,23.9,12.97,12.77,6.29,3.03,18.42,26.13,55.74,19.19,36.68,6.94,19.06,12.77,18.1,9.26,24.06,13.58,14.29,5.97,2.55,19.61,181.4375,165.66666666666666,179.7058823529412,161.21428571428572,179.05555555555554,212.16666666666666,183.83333333333334,323.5,174.76923076923077,167.54545454545453,177.42857142857142,160.23076923076923
2020,1123,23.87,56.33,14.83,29.37,9.03,26.97,12.17,17.4,8.93,27.2,13.13,13.47,6.63,3.37,16.3,23.03,56.9,17.13,38.1,5.9,18.8,11.2,16.23,9.13,26.07,9.9,13.57,6.4,2.73,16.4,185.5625,175.08333333333334,184.2941176470588,131.5,154.0,115.61111111111111,114.5,323.5,145.92307692307693,143.8181818181818,135.28571428571428,175.07692307692307
2020,1124,25.43,59.27,17.77,37.4,7.67,21.87,12.6,18.27,12.9,23.97,13.77,11.9,8.13,4.4,16.97,21.43,53.93,15.57,35.07,5.87,18.87,11.4,16.6,10.2,23.2,11.3,15.2,5.8,4.87,18.43,8.125,4.25,11.764705882352942,11.214285714285714,10.61111111111111,14.722222222222221,7.777777777777778,323.5,3.0,2.5454545454545454,6.0,5.0
2020,1125,29.56,62.59,20.06,35.31,9.5,27.28,10.19,14.34,8.75,28.09,17.84,11.56,7.44,3.06,15.19,25.81,61.38,18.75,40.12,7.06,21.25,9.59,14.94,10.22,26.66,12.22,14.09,5.59,2.84,14.75,123.875,136.33333333333334,117.76470588235294,76.5,109.88888888888889,63.388888888888886,92.83333333333333,323.5,141.53846153846155,133.36363636363637,104.14285714285714,120.15384615384616
2020,1126,25.19,60.85,19.07,41.59,6.11,19.26,15.93,22.74,11.52,26.11,11.56,15.11,6.78,2.48,19.59,26.11,60.04,20.3,39.3,5.81,20.74,15.56,23.3,11.67,27.41,13.07,15.26,6.93,3.19,19.3,271.6875,290.6666666666667,262.5882352941176,296.92857142857144,303.0,277.77777777777777,290.0,323.5,311.0769230769231,306.27272727272725,287.07142857142856,279.38461538461536
2020,1127,24.19,60.37,14.74,31.22,9.44,29.15,9.81,13.56,9.74,24.33,11.07,12.22,4.93,2.74,16.85,28.78,61.67,20.59,38.0,8.19,23.67,12.3,18.7,11.22,28.15,14.89,9.81,6.33,2.85,14.41,278.625,290.5,281.4117647058824,312.7142857142857,300.8888888888889,334.8888888888889,322.94444444444446,323.5,312.46153846153845,306.8181818181818,317.42857142857144,285.0769230769231
2020,1129,25.32,57.48,17.19,33.32,8.13,24.16,15.55,20.68,8.81,25.45,12.61,12.61,5.58,1.45,17.45,25.65,56.71,19.0,34.61,6.65,22.1,12.19,16.9,7.42,25.74,11.61,13.68,6.06,2.35,20.13,96.8125,90.83333333333333,102.52941176470588,105.57142857142857,102.66666666666667,102.83333333333333,101.05555555555556,323.5,93.3076923076923,87.9090909090909,96.14285714285714,98.6923076923077
2020,1130,23.19,57.62,16.0,34.28,7.19,23.34,11.03,16.75,9.41,23.66,12.59,13.75,7.66,2.56,15.84,25.56,57.66,18.41,36.22,7.16,21.44,12.34,17.25,10.47,27.66,13.41,14.56,6.81,3.19,16.81,125.8125,117.58333333333333,116.88235294117646,123.5,116.61111111111111,117.83333333333333,144.77777777777777,323.5,107.15384615384616,111.0,141.21428571428572,128.15384615384616
2020,1131,26.79,58.48,20.33,38.39,6.45,20.09,10.24,15.97,10.24,25.91,12.58,11.39,5.45,2.3,15.06,25.06,57.27,18.3,36.67,6.76,20.61,9.97,14.97,8.67,24.55,11.52,11.55,6.45,2.7,15.94,207.625,207.33333333333334,210.05882352941177,191.5,215.5,183.88888888888889,190.55555555555554,323.5,216.92307692307693,205.8181818181818,191.28571428571428,194.46153846153845
2020,1132,26.07,63.14,18.14,40.0,7.93,23.14,13.31,17.72,11.1,27.93,12.07,10.79,5.28,2.21,17.69,25.72,60.55,18.0,37.41,7.72,23.14,13.93,20.31,10.21,28.24,10.21,11.72,5.66,3.24,17.0,97.8125,88.75,101.82352941176471,126.64285714285714,115.83333333333333,157.0,139.33333333333334,323.5,129.92307692307693,112.18181818181819,152.57142857142858,100.0
2020,1133,25.3,58.0,18.52,39.7,6.79,18.3,13.73,18.7,11.18,27.21,13.03,11.7,4.73,4.06,16.82,22.48,56.91,14.64,32.12,7.85,24.79,13.3,17.73,9.52,24.24,11.94,12.09,5.67,2.85,17.55,121.3125,109.58333333333333,123.58823529411765,97.64285714285714,116.0,119.88888888888889,112.88888888888889,323.5,118.6923076923077,115.27272727272727,109.85714285714286,128.15384615384616
2020,1135,22.88,58.5,16.12,36.23,6.77,22.27,14.0,18.96,12.62,25.58,10.88,14.85,6.54,4.15,17.0,25.0,57.46,17.88,36.23,7.12,21.23,12.15,16.85,9.23,25.85,12.27,13.73,7.85,4.23,19.42,181.625,194.66666666666666,179.0,207.28571428571428,198.44444444444446,226.33333333333334,218.0,323.5,216.76923076923077,196.54545454545453,209.78571428571428,184.76923076923077
2020,1136,24.42,59.52,16.19,33.74,8.23,25.77,12.45,18.45,11.84,27.97,13.16,14.48,6.26,4.32,18.29,25.23,60.81,18.48,38.84,6.74,21.97,12.35,18.19,11.0,26.39,12.48,11.65,6.55,3.55,16.9,223.0,219.16666666666666,225.35294117647058,240.64285714285714,249.16666666666666,194.0,238.55555555555554,323.5,242.23076923076923,241.9090909090909,202.5,217.84615384615384
2020,1137,24.12,57.21,15.91,33.29,8.21,23.91,11.18,16.26,8.59,23.88,12.06,13.29,7.15,3.44,18.62,25.29,54.85,19.38,36.62,5.91,18.24,14.53,21.03,8.68,26.59,12.5,13.85,6.88,3.15,16.12,231.25,238.25,231.47058823529412,248.64285714285714,223.61111111111111,210.5,216.72222222222223,323.5,238.23076923076923,242.27272727272728,246.64285714285714,228.92307692307693
2020,1138,28.61,66.71,20.71,41.61,7.9,25.1,12.52,18.29,14.35,27.52,14.45,13.81,7.52,4.58,18.87,27.52,63.23,20.74,41.61,6.77,21.61,14.1,19.23,11.13,27.03,12.97,14.32,6.74,3.84,17.84,120.5625,109.41666666666667,127.76470588235294,109.78571428571429,111.33333333333333,116.77777777777777,129.83333333333334,323.5,127.38461538461539,123.81818181818181,135.21428571428572,123.61538461538461
2020,1139,25.03,54.42,18.19,34.39,6.84,20.03,11.65,16.0,9.03,25.77,12.74,11.26,5.32,2.65,16.84,21.58,54.58,14.74,33.87,6.84,20.71,12.13,16.87,8.77,21.71,11.26,11.58,5.61,3.1,16.55,12.3125,15.833333333333334,11.764705882352942,21.214285714285715,18.61111111111111,19.11111111111111,17.22222222222222,323.5,10.615384615384615,12.636363636363637,15.285714285714286,10.615384615384615
2020,1140,29.48,59.58,19.16,34.97,10.32,24.61,9.74,13.97,6.65,26.48,17.26,10.94,5.87,2.1,16.19,25.61,58.42,19.65,38.71,5.97,19.71,11.35,16.29,8.42,25.61,11.84,12.87,6.19,2.45,15.61,37.125,32.916666666666664,35.588235294117645,43.785714285714285,41.833333333333336,48.111111111111114,35.94444444444444,323.5,30.46153846153846,28.636363636363637,23.785714285714285,28.23076923076923
2020,1141,26.03,62.59,18.66,39.1,7.38,23.48,15.83,21.07,10.9,24.72,10.59,13.21,8.55,2.52,16.97,28.34,60.38,19.17,36.83,9.17,23.55,12.55,17.62,10.03,28.69,14.55,15.76,6.59,3.48,19.38,181.0625,189.58333333333334,171.47058823529412,159.71428571428572,169.22222222222223,188.66666666666666,185.83333333333334,323.5,184.0,186.9090909090909,199.14285714285714,178.76923076923077
2020,1142,23.43,56.29,17.0,37.39,6.43,18.89,12.89,18.96,8.18,23.89,9.96,13.43,6.32,2.43,21.07,25.46,55.36,18.14,35.71,7.32,19.64,17.5,24.0,9.5,27.64,14.14,12.93,6.32,3.21,17.96,316.875,310.25,318.05882352941177,325.42857142857144,319.8888888888889,297.8888888888889,323.72222222222223,323.5,302.15384615384613,295.27272727272725,313.35714285714283,324.53846153846155
2020,1143,22.12,52.53,17.12,37.62,5.0,14.91,13.97,18.94,8.16,24.53,9.19,12.81,4.03,2.5,18.88,23.38,54.41,15.88,33.75,7.5,20.66,14.81,20.12,8.75,24.34,12.09,11.5,4.91,3.59,17.91,137.125,123.83333333333333,133.88235294117646,156.35714285714286,139.33333333333334,153.44444444444446,174.66666666666666,323.5,113.53846153846153,118.9090909090909,151.57142857142858,155.07692307692307
2020,1144,24.76,54.31,17.14,32.31,7.62,22.0,10.0,13.76,6.9,23.31,14.38,12.86,6.97,2.93,17.93,23.45,52.66,17.93,35.14,5.52,17.52,15.14,21.31,8.93,24.66,10.31,13.1,6.45,2.14,14.62,213.6875,236.5,205.76470588235293,228.14285714285714,226.94444444444446,226.55555555555554,255.55555555555554,323.5,254.15384615384616,247.0,238.92857142857142,217.15384615384616
2020,1145,25.19,58.16,19.16,38.19,6.03,19.97,12.22,17.56,10.25,23.28,14.12,14.31,7.09,2.5,18.84,25.03,55.06,18.16,35.28,6.88,19.78,13.84,19.62,9.66,25.16,11.84,15.38,6.75,2.81,17.72,236.875,251.16666666666666,246.35294117647058,254.64285714285714,245.44444444444446,234.55555555555554,242.22222222222223,323.5,253.15384615384616,254.0909090909091,247.0,241.92307692307693
2020,1146,25.1,59.47,17.57,35.33,7.53,24.13,17.1,23.7,10.8,27.33,14.63,17.93,5.27,4.97,20.63,29.2,64.3,20.23,40.57,8.97,23.73,16.03,22.37,11.1,26.73,15.7,13.9,9.53,3.2,21.13,306.5625,282.75,303.94117647058823,324.57142857142856,298.6111111111111,289.27777777777777,284.8888888888889,323.5,296.0769230769231,276.72727272727275,293.42857142857144,303.0
2020,1148,22.37,57.03,16.1,39.03,6.27,18.0,11.33,16.7,8.73,23.83,9.7,14.37,6.23,3.37,19.07,27.67,60.07,18.87,36.2,8.8,23.87,13.9,19.97,11.93,28.27,15.43,12.73,7.33,4.27,16.27,350.125,348.75,350.2352941176471,348.42857142857144,347.3888888888889,342.8333333333333,348.72222222222223,323.5,348.53846153846155,348.8181818181818,349.57142857142856,349.9230769230769
2020,1149,23.77,57.37,15.77,32.23,8.0,25.13,11.0,14.53,8.17,23.53,12.67,12.9,5.5,2.53,15.33,26.83,57.8,19.7,36.63,7.13,21.17,11.9,16.63,10.13,27.7,14.57,12.77,7.0,2.83,15.37,257.75,250.66666666666666,257.6470588235294,287.85714285714283,266.27777777777777,291.8333333333333,298.1666666666667,323.5,276.46153846153845,272.90909090909093,291.0,239.6153846153846
2020,1150,23.14,51.03,16.76,32.28,6.38,18.76,13.62,19.38,6.52,24.69,12.1,13.9,7.62,3.41,15.31,23.86,54.14,16.97,32.55,6.9,21.59,10.1,14.93,7.66,23.76,11.97,13.72,6.93,3.48,16.72,160.5,162.66666666666666,167.58823529411765,173.0,186.88888888888889,155.11111111111111,176.5,323.5,164.23076923076923,164.0909090909091,142.85714285714286,171.23076923076923
2020,1151,25.9,57.48,17.35,33.52,8.55,23.97,11.87,16.77,8.84,25.68,13.23,12.0,4.58,1.48,15.58,26.03,57.68,19.19,36.45,6.84,21.23,11.03,15.77,8.39,25.26,12.13,11.58,5.65,3.23,16.87,146.5,150.0,147.05882352941177,180.14285714285714,176.44444444444446,204.77777777777777,199.88888888888889,323.5,167.0,155.27272727272728,156.42857142857142,130.69230769230768
2020,1152,19.12,47.81,13.88,30.62,5.23,17.19,14.62,20.15,6.38,21.58,9.35,18.38,4.58,2.38,21.12,28.12,56.92,18.77,33.88,9.35,23.04,17.85,24.19,10.12,24.54,17.04,11.12,8.5,1.96,18.77,347.6875,347.1666666666667,346.8235294117647,352.0,349.3888888888889,352.5,352.3888888888889,323.5,346.0769230769231,347.45454545454544,348.92857142857144,345.6923076923077
2020,1153,25.43,57.1,18.87,36.5,6.57,20.6,15.3,22.6,10.97,26.73,14.57,14.4,6.53,4.87,18.07,23.73,59.6,16.77,38.9,6.97,20.7,12.7,17.4,10.8,23.33,12.03,14.07,6.7,3.9,19.2,70.625,61.833333333333336,74.11764705882354,53.285714285714285,59.72222222222222,62.27777777777778,45.333333333333336,323.5,69.38461538461539,60.81818181818182,55.285714285714285,79.76923076923077
2020,1154,24.7,58.93,15.59,30.81,9.11,28.11,12.48,18.22,7.52,24.63,13.56,15.19,5.96,2.67,17.48,30.67,64.56,21.07,36.93,9.59,27.63,12.89,18.26,10.89,28.63,15.44,13.04,7.52,2.74,17.26,297.4375,308.25,298.3529411764706,320.64285714285717,317.0,323.6111111111111,311.1111111111111,323.5,319.46153846153845,315.54545454545456,303.35714285714283,304.7692307692308
2020,1155,23.71,55.39,15.61,29.68,8.1,25.71,11.0,16.03,8.0,25.71,12.94,12.45,6.81,2.39,15.23,22.52,54.74,14.65,30.58,7.87,24.16,11.23,15.71,8.35,26.35,11.61,13.48,6.58,2.45,16.16,100.4375,102.5,100.11764705882354,63.42857142857143,78.66666666666667,76.16666666666667,82.22222222222223,323.5,84.46153846153847,85.27272727272727,85.5,117.0
2020,1156,22.9,55.39,19.39,43.0,3.52,12.39,14.35,21.45,11.68,23.32,11.55,15.42,7.61,2.58,20.29,24.48,56.35,17.13,34.87,7.35,21.48,16.06,22.26,11.55,24.55,13.52,14.29,7.13,4.84,19.48,272.3125,274.1666666666667,271.7647058823529,280.0,281.77777777777777,313.94444444444446,316.1666666666667,323.5,269.46153846153845,272.54545454545456,312.07142857142856,273.0769230769231
2020,1157,26.9,60.77,19.77,39.23,7.13,21.55,15.1,21.06,13.32,26.71,13.03,16.06,7.13,2.58,22.35,24.45,57.45,15.87,31.9,8.58,25.55,19.06,26.29,10.29,23.81,14.03,13.45,7.58,3.16,18.9,185.6875,180.91666666666666,189.23529411764707,161.78571428571428,174.94444444444446,167.38888888888889,175.5,323.5,169.76923076923077,186.0909090909091,163.42857142857142,195.07692307692307
2020,1158,24.33,55.17,16.6,33.03,7.73,22.13,13.6,17.83,7.53,24.5,10.83,10.87,6.67,2.53,17.03,24.03,56.07,17.03,35.0,7.0,21.07,13.57,18.23,10.17,25.7,12.17,11.8,5.1,2.97,17.13,141.3125,139.41666666666666,140.05882352941177,134.0,133.61111111111111,175.27777777777777,146.77777777777777,323.5,128.30769230769232,132.0909090909091,138.14285714285714,138.84615384615384
2020,1159,27.18,61.0,17.18,32.97,10.0,28.03,11.36,15.15,10.06,26.55,14.18,10.85,5.94,2.88,15.03,26.06,59.61,18.82,36.58,7.24,23.03,9.27,14.18,9.45,25.94,13.06,11.94,5.3,2.88,16.09,113.125,105.75,114.11764705882354,111.78571428571429,123.5,133.0,124.94444444444444,323.5,138.46153846153845,121.36363636363636,134.78571428571428,89.76923076923077
2020,1160,24.28,55.56,16.75,34.09,7.53,21.47,14.78,20.09,10.16,26.88,13.19,13.19,5.72,3.03,14.75,23.69,57.19,17.41,38.81,6.28,18.38,10.62,14.94,8.44,23.41,11.0,13.28,7.31,2.94,18.69,17.125,16.75,22.294117647058822,31.571428571428573,24.27777777777778,24.22222222222222,29.333333333333332,323.5,19.615384615384617,16.181818181818183,23.142857142857142,17.692307692307693
2020,1161,26.13,55.97,18.1,34.19,8.03,21.77,14.87,21.9,8.84,27.0,15.19,13.16,6.39,2.0,15.58,26.58,60.06,17.81,34.55,8.77,25.52,10.48,14.48,8.42,24.74,13.74,12.45,6.32,2.58,19.26,95.875,85.75,98.52941176470588,106.28571428571429,105.0,138.0,118.0,323.5,92.15384615384616,84.81818181818181,103.14285714285714,92.3076923076923
2020,1162,24.59,60.45,18.07,38.55,6.52,21.9,9.9,13.59,7.52,26.28,10.66,11.17,5.38,2.9,15.72,27.45,60.07,19.48,36.17,7.97,23.9,10.41,15.41,8.83,29.79,13.66,11.45,5.48,4.03,14.83,287.6875,299.75,297.8235294117647,273.07142857142856,282.0,245.0,231.22222222222223,323.5,295.2307692307692,305.90909090909093,268.64285714285717,302.61538461538464
2020,1163,25.23,60.06,18.26,38.55,6.97,21.52,15.42,20.77,12.68,25.19,12.9,14.19,7.1,5.97,18.77,23.48,56.65,17.9,39.74,5.58,16.9,14.48,19.61,10.52,24.52,11.74,15.58,6.94,3.9,19.23,91.625,89.66666666666667,103.23529411764706,80.0,86.11111111111111,75.61111111111111,63.5,323.5,80.76923076923077,88.45454545454545,65.21428571428571,108.3076923076923
2020,1164,23.74,60.32,15.77,32.0,7.97,28.32,12.58,19.77,9.32,28.81,9.97,14.35,6.68,2.9,17.74,26.29,62.97,17.74,37.35,8.55,25.61,13.0,19.03,11.58,30.65,15.26,14.77,6.77,2.74,16.94,279.5625,304.1666666666667,282.70588235294116,328.57142857142856,299.3888888888889,310.27777777777777,321.1111111111111,323.5,303.84615384615387,318.6363636363636,303.2142857142857,288.6923076923077
2020,1165,24.16,55.64,17.08,33.84,7.08,21.8,10.52,14.92,8.2,23.24,13.36,11.92,6.44,2.64,17.28,25.72,56.24,17.44,33.32,8.28,22.92,12.72,17.88,9.92,25.32,14.08,12.24,5.84,3.56,15.16,325.375,331.0833333333333,330.7647058823529,289.2142857142857,304.8333333333333,261.5,283.8333333333333,323.5,322.38461538461536,332.54545454545456,285.92857142857144,333.2307692307692
2020,1166,27.7,59.07,17.93,33.83,9.77,25.23,12.73,17.0,8.0,26.47,15.53,11.17,6.47,2.53,15.43,26.27,62.03,18.7,38.23,7.57,23.8,10.17,14.53,11.43,25.5,13.4,12.37,4.97,3.17,16.73,26.1875,23.166666666666668,25.705882352941178,32.0,24.5,45.388888888888886,35.611111111111114,323.5,15.615384615384615,19.0,30.857142857142858,15.76923076923077
2020,1167,24.29,57.5,19.39,41.89,4.89,15.61,11.82,17.64,12.64,23.75,10.82,13.93,5.79,2.96,21.93,21.82,50.21,14.39,30.18,7.43,20.04,18.07,24.64,8.04,23.36,11.36,12.96,5.14,2.96,16.89,283.125,274.5833333333333,279.47058823529414,241.78571428571428,269.55555555555554,268.1111111111111,245.22222222222223,323.5,257.3076923076923,247.63636363636363,246.78571428571428,284.6923076923077
2020,1168,23.52,55.69,17.48,36.93,6.03,18.76,13.9,20.93,8.17,24.9,11.07,13.1,5.1,3.03,18.72,25.55,57.31,19.24,38.86,6.31,18.45,14.97,20.31,9.07,27.69,12.48,12.93,6.1,3.41,19.17,283.125,289.5,273.29411764705884,283.5,256.1666666666667,283.8888888888889,267.72222222222223,323.5,269.61538461538464,269.54545454545456,276.2142857142857,312.0769230769231
2020,1169,27.0,59.6,19.47,39.4,7.53,20.2,13.17,18.13,8.77,23.97,13.7,11.57,5.33,3.03,17.4,28.77,61.47,19.07,36.4,9.7,25.07,12.87,17.83,11.3,26.03,15.67,12.27,5.1,3.2,17.77,267.1875,260.3333333333333,269.5882352941176,267.92857142857144,254.88888888888889,267.1111111111111,245.61111111111111,323.5,238.0,235.72727272727272,263.14285714285717,253.6153846153846
2020,1170,22.39,54.68,17.5,39.18,4.89,15.5,12.71,17.57,11.0,22.68,12.21,12.32,6.96,3.89,18.04,21.61,50.04,16.75,35.82,4.86,14.21,13.64,17.68,7.93,23.18,10.39,14.0,5.39,2.93,17.11,136.8125,160.25,145.05882352941177,203.21428571428572,174.83333333333334,187.16666666666666,203.94444444444446,323.5,164.46153846153845,164.9090909090909,164.35714285714286,145.6153846153846
2020,1171,23.54,54.21,16.82,32.64,6.71,21.57,10.0,14.82,7.0,27.68,12.11,12.64,4.64,2.43,16.89,23.25,55.14,15.5,31.21,7.75,23.93,10.5,16.36,7.25,25.96,11.46,11.21,6.11,2.54,15.57,211.75,264.4166666666667,207.7058823529412,216.92857142857142,217.83333333333334,210.0,205.55555555555554,323.5,244.07692307692307,251.72727272727272,219.92857142857142,221.53846153846155
