TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,7OT,ADE,BBT,BIH,BLS,BOB,BPI,CJB,CNG,CPA,CPR,CRO,DC,DCI,DII,DOK,DOL,DUN,EBP,JEN,KBM,KOS,KPK,KRA,LMC,LYN,MAS,MB,MOR,MSX,NOL,PGH,PIG,POM,PTS,REI,REW,RPI,RT,RTB,RTH,RTP,RTR,SAG,SE,SEL,SFX,SPW,STH,TMR,TPR,TW,WIL,WLK,WOB,WOL
1113,25.76,56.33,18.67,35.55,7.09,20.79,12.39,19.61,9.45,26.39,14.03,12.27,6.39,6.15,15.27,24.61,60.03,17.97,40.85,6.64,19.18,11.0,15.03,11.27,24.97,12.7,12.45,6.7,3.24,18.73,53.25,74.26666666666667,63.8,55.93333333333333,82.26666666666667,56.53333333333333,68.0,69.78947368421052,78.4,77.5,46.75,58.76470588235294,59.714285714285715,85.5,52.583333333333336,99.21052631578948,60.06666666666667,93.85714285714286,61.22222222222222,77.5625,73.7,54.72727272727273,67.17647058823529,56.5,83.83333333333333,59.1875,72.89473684210526,50.88235294117647,106.57894736842105,57.76923076923077,61.23529411764706,73.63157894736842,106.8,113.42105263157895,72.6,75.0,49.5,75.4,70.23529411764706,48.75,49.833333333333336,78.10526315789474,71.0625,86.57894736842105,80.26315789473684,52.25,96.55555555555556,56.27272727272727,54.7,75.52631578947368,93.15789473684211,74.8125,64.16666666666667,65.3529411764706,57.666666666666664,59.166666666666664
1114,22.55,54.06,17.52,39.19,5.03,14.87,15.55,23.06,11.26,22.71,11.39,15.45,6.52,3.71,20.0,22.77,53.23,16.39,34.45,6.39,18.77,15.87,22.84,11.0,24.1,11.68,16.06,6.55,2.87,20.9,127.875,171.53333333333333,179.1,170.13333333333333,215.53333333333333,175.6,180.0,169.73684210526315,212.6,215.125,170.0,163.0,162.71428571428572,186.4,167.91666666666666,204.78947368421052,180.2,181.71428571428572,189.55555555555554,203.5625,216.5,183.27272727272728,162.7058823529412,172.0,228.08333333333334,209.9375,193.57894736842104,154.1764705882353,222.94736842105263,184.15384615384616,155.47058823529412,161.89473684210526,209.7,216.05263157894737,210.0,180.73333333333332,178.7,153.2,171.23529411764707,150.6875,175.25,152.8421052631579,152.25,205.42105263157896,195.73684210526315,165.0,193.44444444444446,144.72727272727272,173.2,179.42105263157896,219.78947368421052,97.8125,160.61111111111111,174.52941176470588,169.16666666666666,171.83333333333334
1115,22.77,56.9,17.47,39.37,5.3,17.53,11.83,18.77,11.7,22.63,12.73,14.43,9.9,3.3,17.77,22.53,55.73,15.33,33.03,7.2,22.7,14.33,21.0,12.53,25.47,14.73,16.23,7.23,3.23,17.13,276.75,226.93333333333334,267.2,272.1333333333333,316.53333333333336,284.4,231.0,278.42105263157896,314.1,307.0,273.625,286.88235294117646,240.71428571428572,268.6,259.9166666666667,311.7894736842105,269.2,310.85714285714283,280.6666666666667,294.25,247.4,287.09090909090907,289.6470588235294,244.33333333333334,308.25,287.5625,297.7368421052632,283.70588235294116,316.94736842105266,316.7692307692308,246.58823529411765,264.7368421052632,303.25,318.7894736842105,323.0,323.4,243.3,219.4,291.5882352941176,267.5625,293.1666666666667,259.6842105263158,230.9375,319.4736842105263,315.36842105263156,268.25,264.0,225.27272727272728,264.8,297.2631578947368,327.1578947368421,172.75,278.94444444444446,310.70588235294116,237.33333333333334,257.4166666666667
1116,26.62,61.25,20.62,41.28,6.0,19.97,14.44,21.47,12.06,22.94,14.84,11.62,9.22,4.97,20.28,23.34,53.94,17.0,36.25,6.34,17.69,15.81,23.94,11.56,25.97,12.03,17.53,5.25,3.91,18.34,68.6875,101.2,91.5,89.2,58.6,63.733333333333334,73.0,90.84210526315789,61.2,61.625,87.625,60.23529411764706,68.85714285714286,62.8,64.5,77.73684210526316,89.2,82.35714285714286,74.77777777777777,99.5,102.0,63.45454545454545,77.6470588235294,68.0,68.08333333333333,64.0625,102.21052631578948,82.47058823529412,105.6842105263158,91.84615384615384,113.29411764705883,82.78947368421052,68.7,78.89473684210526,105.86666666666666,55.333333333333336,72.0,87.0,50.76470588235294,84.9375,64.41666666666667,81.0,101.4375,72.3157894736842,84.3157894736842,70.08333333333333,76.22222222222223,80.54545454545455,80.5,93.94736842105263,94.73684210526316,107.6875,86.83333333333333,75.11764705882354,70.16666666666667,82.5
1117,22.53,56.13,16.27,35.7,6.27,20.43,17.03,24.83,12.6,24.17,10.33,12.87,8.13,2.97,17.5,22.27,53.73,16.67,37.0,5.6,16.73,13.1,19.17,10.5,25.0,10.63,15.77,6.03,3.03,20.2,187.25,161.93333333333334,145.6,160.4,148.86666666666667,159.66666666666666,163.0,159.89473684210526,145.2,135.0,177.375,140.64705882352942,136.14285714285714,130.4,149.58333333333334,152.78947368421052,161.93333333333334,142.35714285714286,157.77777777777777,163.5625,173.3,144.72727272727272,153.64705882352942,157.66666666666666,142.75,151.0625,182.68421052631578,167.88235294117646,141.52631578947367,136.69230769230768,138.88235294117646,171.78947368421052,148.25,147.31578947368422,169.86666666666667,142.93333333333334,146.3,167.3,150.11764705882354,159.0,165.5,167.6315789473684,172.0,169.47368421052633,184.21052631578948,151.25,109.88888888888889,140.36363636363637,137.9,177.57894736842104,173.3684210526316,217.5625,177.11111111111111,154.58823529411765,153.0,154.25
1119,24.4,54.97,16.33,33.2,8.07,21.77,14.97,20.3,10.5,25.43,14.1,14.07,4.97,3.1,19.4,23.8,56.2,16.67,36.27,7.13,19.93,14.07,20.67,10.77,22.63,13.0,12.63,6.73,3.43,18.67,163.0,228.2,196.0,225.33333333333334,186.2,228.46666666666667,214.0,216.31578947368422,182.9,171.625,248.5,198.88235294117646,215.28571428571428,218.8,229.16666666666666,208.31578947368422,230.53333333333333,221.78571428571428,200.0,171.4375,192.3,193.9090909090909,233.88235294117646,226.33333333333334,184.0,196.0,234.52631578947367,241.88235294117646,219.26315789473685,169.15384615384616,191.94117647058823,251.42105263157896,205.9,216.10526315789474,193.73333333333332,180.53333333333333,243.2,243.1,194.11764705882354,250.125,231.91666666666666,238.10526315789474,243.5,223.47368421052633,233.0,242.5,175.22222222222223,216.63636363636363,227.2,212.6315789473684,220.0,286.4375,243.83333333333334,193.88235294117646,226.66666666666666,225.16666666666666
1120,22.69,55.53,16.97,37.12,5.72,18.41,13.72,19.59,10.28,23.91,12.38,13.34,6.94,3.81,20.53,23.06,53.66,15.88,32.84,7.19,20.81,15.47,23.06,10.22,24.97,13.47,13.44,6.59,3.66,18.38,200.8125,221.86666666666667,203.7,213.13333333333333,168.06666666666666,172.13333333333333,211.0,189.05263157894737,156.0,168.0,186.25,170.35294117647058,213.71428571428572,158.6,192.58333333333334,171.3684210526316,215.2,136.78571428571428,175.0,198.1875,183.2,204.72727272727272,164.64705882352942,191.16666666666666,172.41666666666666,171.3125,196.6315789473684,189.2941176470588,128.05263157894737,194.3846153846154,226.88235294117646,186.31578947368422,166.8,174.8421052631579,185.4,166.0,193.9,217.2,170.64705882352942,212.375,168.16666666666666,188.10526315789474,225.5,158.52631578947367,162.6315789473684,182.83333333333334,145.66666666666666,220.63636363636363,190.5,198.10526315789474,176.52631578947367,218.0625,183.44444444444446,188.76470588235293,206.16666666666666,216.0
1122,24.55,54.38,17.45,35.72,7.1,18.66,13.52,20.34,9.72,23.24,14.17,16.45,6.14,4.97,16.03,28.79,62.17,21.72,41.93,7.07,20.24,13.1,18.24,12.69,23.97,16.31,12.86,8.76,2.93,19.45,256.4375,302.3333333333333,320.2,309.3333333333333,308.8,310.8666666666667,319.0,290.36842105263156,311.0,314.75,305.0,312.0,314.0,307.8,326.1666666666667,296.63157894736844,310.8,299.2142857142857,310.3333333333333,312.0625,297.0,312.27272727272725,295.8235294117647,323.5,297.1666666666667,306.125,300.6842105263158,309.11764705882354,309.05263157894734,282.6923076923077,311.05882352941177,301.7368421052632,283.95,294.8421052631579,311.3333333333333,280.2,322.3,325.1,300.0,298.625,320.0,297.5263157894737,315.6875,292.5263157894737,293.7894736842105,321.0833333333333,303.22222222222223,327.45454545454544,322.4,302.94736842105266,299.89473684210526,303.5625,296.6666666666667,305.3529411764706,321.6666666666667,322.25
1123,21.66,50.9,15.72,32.83,5.93,18.07,15.62,23.97,12.1,23.34,11.83,15.52,6.31,2.31,17.38,23.97,53.52,17.41,34.55,6.55,18.97,13.93,19.69,9.69,21.83,14.14,12.76,7.59,2.93,20.34,215.8125,240.66666666666666,260.7,227.13333333333333,263.06666666666666,227.93333333333334,208.0,226.78947368421052,259.2,260.25,235.125,230.35294117647058,228.0,239.4,221.75,251.6315789473684,233.93333333333334,234.78571428571428,242.44444444444446,258.4375,265.4,234.9090909090909,235.05882352941177,219.5,257.25,267.9375,232.42105263157896,208.05882352941177,249.89473684210526,236.15384615384616,214.52941176470588,211.10526315789474,243.85,256.4736842105263,267.3333333333333,285.8666666666667,218.5,243.4,264.29411764705884,206.0,225.75,216.78947368421052,240.0625,244.42105263157896,239.6315789473684,220.08333333333334,256.22222222222223,223.54545454545453,241.9,239.89473684210526,256.94736842105266,211.4375,222.55555555555554,255.11764705882354,214.66666666666666,229.66666666666666
1124,26.23,58.74,19.35,38.58,6.87,20.16,14.03,20.35,12.1,24.71,14.52,12.16,6.52,4.55,17.13,24.13,58.13,18.65,41.35,5.48,16.77,13.16,19.45,12.23,23.26,12.77,12.97,6.45,3.35,18.1,41.5,46.8,41.2,57.8,34.86666666666667,42.06666666666667,66.0,35.78947368421053,34.1,33.375,41.625,36.294117647058826,46.714285714285715,37.2,53.5,27.42105263157895,65.33333333333333,32.42857142857143,38.333333333333336,37.25,41.2,59.18181818181818,36.411764705882355,58.0,33.583333333333336,44.0625,43.94736842105263,50.411764705882355,31.68421052631579,41.07692307692308,58.23529411764706,46.26315789473684,31.4,32.421052631578945,35.93333333333333,30.2,63.7,53.7,39.05882352941177,57.875,43.583333333333336,45.73684210526316,50.0625,26.736842105263158,27.105263157894736,49.083333333333336,19.22222222222222,75.9090909090909,38.4,45.8421052631579,28.789473684210527,39.375,37.388888888888886,33.8235294117647,60.333333333333336,65.25
1125,27.63,55.97,19.33,33.87,8.3,22.1,13.33,18.13,9.37,22.83,15.8,13.57,9.53,2.73,18.2,22.1,53.47,15.6,33.73,6.5,19.73,13.93,19.73,11.73,21.47,11.9,17.1,6.7,3.9,18.07,67.6875,37.53333333333333,26.8,47.13333333333333,29.0,45.333333333333336,42.0,45.31578947368421,32.5,33.375,55.25,44.588235294117645,44.714285714285715,45.5,47.333333333333336,29.157894736842106,48.2,38.92857142857143,46.55555555555556,30.875,55.6,39.54545454545455,59.05882352941177,53.833333333333336,21.5,65.4375,44.1578947368421,51.11764705882353,54.21052631578947,43.61538461538461,31.470588235294116,49.473684210526315,34.15,32.473684210526315,34.733333333333334,36.666666666666664,42.1,21.5,35.0,47.4375,52.833333333333336,52.0,23.9375,40.63157894736842,44.8421052631579,48.666666666666664,37.44444444444444,22.636363636363637,35.6,40.63157894736842,37.473684210526315,45.4375,57.111111111111114,43.11764705882353,47.333333333333336,39.583333333333336
1126,23.06,56.34,17.47,38.31,5.59,18.03,13.78,21.97,11.88,21.72,12.28,12.34,6.91,3.56,20.38,23.41,51.12,18.09,35.53,5.31,15.59,16.47,23.94,10.28,26.09,13.53,15.03,5.88,3.66,19.38,294.75,253.4,270.3,290.2,266.0,283.6666666666667,280.0,265.3157894736842,271.4,275.125,293.5,261.3529411764706,280.7142857142857,283.0,281.9166666666667,260.3157894736842,292.53333333333336,275.7857142857143,270.8888888888889,278.5,272.7,293.1818181818182,282.6470588235294,295.1666666666667,263.5833333333333,281.4375,284.0,291.11764705882354,283.7894736842105,274.7692307692308,271.29411764705884,285.10526315789474,265.6,270.2631578947368,258.53333333333336,271.8666666666667,272.0,286.9,261.11764705882354,281.625,284.0833333333333,275.4736842105263,286.125,271.0,277.1578947368421,279.75,264.1111111111111,284.1818181818182,261.4,280.1578947368421,253.78947368421052,309.25,279.77777777777777,264.29411764705884,290.6666666666667,283.75
1127,19.31,52.28,14.21,34.41,5.1,17.86,11.45,17.55,9.72,24.93,8.07,15.34,5.66,2.45,16.76,25.17,57.03,16.86,33.83,8.31,23.21,11.34,17.9,10.86,26.97,15.45,11.1,7.86,2.17,16.52,329.4375,341.53333333333336,341.9,340.2,337.2,344.3333333333333,343.0,339.3157894736842,339.8,340.375,319.375,332.29411764705884,344.2857142857143,343.4,341.5,342.2105263157895,342.8666666666667,340.07142857142856,343.8888888888889,333.375,339.1,339.45454545454544,340.0,343.3333333333333,339.0,338.125,339.63157894736844,339.05882352941177,332.7368421052632,330.3076923076923,334.52941176470586,341.94736842105266,338.6,342.94736842105266,336.93333333333334,336.93333333333334,344.0,336.1,332.7647058823529,343.9375,341.0833333333333,342.42105263157896,336.5,342.4736842105263,340.2105263157895,344.3333333333333,345.0,343.72727272727275,344.4,329.2105263157895,340.2631578947368,295.3125,338.77777777777777,338.1764705882353,343.5,341.0833333333333
1129,24.79,55.31,17.28,35.86,7.52,19.45,13.97,18.66,9.72,23.21,12.38,12.28,6.62,1.66,19.28,22.34,50.41,15.97,31.69,6.38,18.72,15.38,21.59,7.59,22.62,12.66,13.38,6.03,3.07,17.55,61.25,34.2,47.9,45.06666666666667,53.2,52.06666666666667,47.0,69.89473684210526,55.1,59.125,45.875,60.35294117647059,57.714285714285715,65.7,51.416666666666664,62.8421052631579,43.93333333333333,66.78571428571429,53.888888888888886,41.125,76.6,51.0,63.64705882352941,49.333333333333336,50.833333333333336,48.875,53.10526315789474,45.76470588235294,79.47368421052632,44.38461538461539,54.705882352941174,56.63157894736842,70.4,62.94736842105263,43.266666666666666,48.0,49.2,45.7,82.58823529411765,46.0,46.333333333333336,78.52631578947368,44.3125,67.15789473684211,60.89473684210526,52.416666666666664,59.111111111111114,57.63636363636363,59.5,48.31578947368421,52.73684210526316,49.1875,59.72222222222222,50.05882352941177,50.833333333333336,42.25
1130,22.73,51.55,15.64,31.48,7.09,20.06,14.58,20.48,8.76,22.64,12.24,11.39,5.58,2.61,15.73,25.03,55.55,18.3,37.61,6.73,17.94,11.27,16.15,10.03,22.45,12.18,11.48,5.7,2.82,18.48,117.625,152.06666666666666,135.4,142.26666666666668,139.66666666666666,122.4,104.0,154.89473684210526,120.2,115.75,113.0,138.64705882352942,133.14285714285714,106.8,125.33333333333333,151.73684210526315,144.73333333333332,144.92857142857142,113.77777777777777,141.875,137.8,126.72727272727273,126.58823529411765,112.0,137.25,137.9375,145.21052631578948,126.47058823529412,125.42105263157895,141.92307692307693,173.35294117647058,132.6315789473684,149.55,138.52631578947367,163.8,141.46666666666667,130.2,129.5,122.52941176470588,143.625,111.33333333333333,150.42105263157896,140.5625,146.52631578947367,144.6315789473684,114.16666666666667,108.0,153.0909090909091,125.0,154.6315789473684,156.3684210526316,129.0,133.55555555555554,132.47058823529412,121.0,143.16666666666666
1131,24.62,54.83,16.52,33.14,8.1,21.69,10.66,14.66,8.45,23.72,13.59,12.34,7.38,1.79,16.83,23.0,54.41,17.66,36.83,5.34,17.59,12.97,17.83,10.79,24.24,11.31,14.1,5.86,3.1,15.1,157.4375,175.93333333333334,123.4,177.26666666666668,130.66666666666666,175.53333333333333,175.0,171.68421052631578,150.5,143.5,149.125,174.23529411764707,166.85714285714286,174.2,178.33333333333334,152.68421052631578,177.0,195.71428571428572,154.77777777777777,139.8125,178.7,180.45454545454547,191.1764705882353,176.33333333333334,129.33333333333334,167.9375,175.73684210526315,201.35294117647058,168.3684210526316,142.07692307692307,170.76470588235293,204.26315789473685,184.7,152.6315789473684,122.4,126.46666666666667,182.5,163.3,131.23529411764707,216.8125,179.58333333333334,186.89473684210526,176.375,157.8421052631579,164.42105263157896,188.75,171.33333333333334,165.0909090909091,168.2,177.42105263157896,139.42105263157896,271.0625,208.16666666666666,146.47058823529412,185.5,172.25
1132,23.67,56.07,18.77,40.07,4.9,16.0,10.4,14.47,10.6,23.2,12.13,12.97,7.3,4.23,16.3,22.97,53.73,17.33,37.3,5.63,16.43,12.63,18.4,10.73,24.23,12.27,13.0,7.4,2.93,14.87,243.5,261.3333333333333,231.5,249.86666666666667,218.46666666666667,231.86666666666667,239.0,232.47368421052633,205.7,208.75,267.25,228.41176470588235,222.57142857142858,194.2,238.08333333333334,204.73684210526315,250.53333333333333,182.35714285714286,221.0,213.9375,208.5,213.45454545454547,212.94117647058823,232.33333333333334,205.5,217.0,229.05263157894737,225.64705882352942,169.42105263157896,216.46153846153845,278.0,242.78947368421052,189.9,196.8421052631579,210.2,239.86666666666667,236.6,270.6,203.35294117647058,230.1875,227.41666666666666,240.89473684210526,278.75,225.1578947368421,232.52631578947367,223.83333333333334,191.11111111111111,256.8181818181818,226.9,247.21052631578948,200.1578947368421,282.5,224.22222222222223,250.35294117647058,225.5,240.41666666666666
