TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,BIH,BOB,CNG,COL,CPR,DC,DOK,DOL,DUN,GRN,ISR,JCI,KLK,LYD,MB,MOR,PIG,PKL,POM,REN,ROH,RPI,RTH,RTR,SAG,SAP,SCR,SE,SEL,SIM,TSR,UCS,WIL,WLK,WOL
1113,20.9,51.21,14.48,30.69,6.41,20.52,9.93,15.03,11.83,20.66,12.86,14.28,5.86,2.0,17.93,21.07,48.24,14.86,30.14,6.21,18.1,13.76,19.79,9.72,21.0,13.28,13.55,6.62,2.62,15.93,226.11111111111111,192.13333333333333,140.64285714285714,208.6,163.0,221.55555555555554,180.8,239.0,89.5,220.4,197.8,229.2,142.0,189.76923076923077,176.33333333333334,123.33333333333333,129.71428571428572,241.41666666666666,141.0,262.8888888888889,190.63636363636363,239.41666666666666,160.0,231.8,197.53333333333333,267.5,128.66666666666666,237.6,168.66666666666666,225.26666666666668,188.6153846153846,255.375,163.2,223.78571428571428,251.83333333333334
1114,22.34,52.76,16.83,35.41,5.52,17.34,15.17,22.76,13.52,21.97,12.72,14.93,5.1,2.31,18.45,24.62,53.45,17.38,35.14,7.24,18.31,13.21,18.59,9.76,21.14,13.66,12.86,5.55,2.79,20.0,232.77777777777777,234.33333333333334,258.0,221.66666666666666,233.0,223.88888888888889,254.0,236.63636363636363,231.0,224.93333333333334,230.6,227.2,262.4,240.69230769230768,221.88888888888889,239.26666666666668,235.71428571428572,245.08333333333334,264.3333333333333,232.55555555555554,233.27272727272728,224.33333333333334,234.23076923076923,223.9,238.46666666666667,222.7,224.77777777777777,208.06666666666666,234.33333333333334,259.93333333333334,219.84615384615384,231.625,225.6,236.28571428571428,217.91666666666666
1115,22.03,55.9,18.24,42.1,3.79,13.79,10.79,17.72,11.48,25.0,9.59,15.45,6.0,4.03,18.41,22.38,56.0,16.38,37.69,6.0,18.31,14.24,21.41,12.28,26.07,12.03,14.17,6.97,3.45,17.9,312.0,289.26666666666665,320.2142857142857,295.53333333333336,297.0,300.3333333333333,322.06666666666666,322.72727272727275,301.0,312.0,292.4,313.0,322.2,300.9230769230769,320.0,310.1333333333333,298.0,276.0,322.0,311.77777777777777,314.3636363636364,277.8333333333333,324.38461538461536,282.7,314.6,294.0,304.6666666666667,301.53333333333336,316.44444444444446,257.8666666666667,312.6923076923077,305.625,307.0,284.35714285714283,305.4166666666667
1116,25.29,54.5,19.15,37.06,6.15,17.44,14.65,20.88,11.24,24.29,15.18,15.32,6.91,6.41,17.38,23.56,57.62,17.06,37.91,6.5,19.71,12.09,17.5,12.09,20.53,12.47,13.97,7.68,3.29,18.41,45.0,38.666666666666664,44.142857142857146,39.8,47.0,48.888888888888886,39.53333333333333,47.36363636363637,35.0,40.6,56.8,51.0,39.6,48.53846153846154,47.333333333333336,40.46666666666667,48.285714285714285,60.083333333333336,39.4,55.0,42.63636363636363,33.333333333333336,41.15384615384615,34.7,40.2,52.3,27.0,41.266666666666666,43.666666666666664,42.2,41.92307692307692,42.625,52.2,41.142857142857146,50.0
1117,25.03,54.87,17.68,36.35,7.35,18.52,14.16,21.13,10.32,24.61,13.9,15.16,5.87,3.55,19.9,25.23,59.39,18.1,39.42,7.13,19.97,15.0,21.87,13.55,23.32,12.68,13.06,7.42,2.58,19.45,232.77777777777777,239.66666666666666,240.42857142857142,225.66666666666666,194.0,193.44444444444446,224.46666666666667,236.45454545454547,219.0,216.86666666666667,211.4,200.2,223.4,212.69230769230768,217.88888888888889,218.13333333333333,213.85714285714286,255.16666666666666,243.06666666666666,211.22222222222223,204.45454545454547,212.75,227.84615384615384,204.0,226.26666666666668,199.6,199.66666666666666,222.6,223.0,200.33333333333334,229.76923076923077,209.625,209.6,227.21428571428572,211.08333333333334
1119,20.07,48.38,14.28,33.17,5.79,15.21,12.79,18.28,8.97,21.45,12.45,16.52,6.9,2.41,19.79,20.17,48.45,13.0,28.03,7.17,20.41,14.9,21.38,9.9,22.24,12.21,15.76,7.55,3.1,18.52,188.11111111111111,181.06666666666666,203.28571428571428,173.2,237.0,223.11111111111111,198.33333333333334,195.1818181818182,294.5,211.66666666666666,232.6,229.6,253.2,201.30769230769232,225.55555555555554,282.2,293.42857142857144,188.16666666666666,223.4,178.77777777777777,203.54545454545453,191.91666666666666,210.07692307692307,202.0,206.26666666666668,185.4,212.66666666666666,206.13333333333333,222.77777777777777,210.46666666666667,200.07692307692307,217.125,236.4,177.28571428571428,185.0
1120,26.55,58.61,19.16,36.71,7.39,21.9,12.45,19.65,12.23,23.94,16.55,16.26,8.23,4.03,19.32,26.0,57.58,18.16,36.81,7.84,20.77,12.71,19.87,11.65,23.74,14.42,16.0,8.0,3.48,17.61,95.0,88.06666666666666,100.64285714285714,90.66666666666667,82.0,79.55555555555556,99.6,101.9090909090909,75.0,91.33333333333333,93.2,72.6,92.6,103.38461538461539,75.44444444444444,87.26666666666667,90.28571428571429,124.83333333333333,99.93333333333334,95.55555555555556,93.54545454545455,114.08333333333333,77.23076923076923,109.9,94.86666666666666,136.0,57.0,83.2,86.11111111111111,111.6,71.0,101.875,80.4,112.57142857142857,99.0
1122,24.07,53.67,17.9,36.03,6.17,17.63,15.6,22.93,11.3,20.77,13.2,12.73,7.67,2.7,17.77,23.93,53.17,17.17,32.23,6.77,20.93,12.77,19.07,11.87,22.4,13.4,15.57,6.1,3.5,19.73,162.55555555555554,177.66666666666666,217.64285714285714,165.6,160.0,126.33333333333333,200.66666666666666,153.36363636363637,153.5,169.0,141.4,149.2,166.4,168.69230769230768,159.11111111111111,186.2,143.71428571428572,176.75,206.6,151.11111111111111,165.45454545454547,130.08333333333334,177.92307692307693,127.1,185.13333333333333,114.7,188.66666666666666,165.86666666666667,158.66666666666666,149.06666666666666,172.6153846153846,153.5,151.8,171.85714285714286,149.16666666666666
1123,20.81,54.06,16.77,39.26,4.03,14.81,13.97,20.1,12.58,20.06,10.32,13.52,7.81,2.39,20.77,21.32,47.32,15.0,30.61,6.32,16.71,14.71,21.52,9.71,23.74,13.13,16.42,4.97,3.1,19.03,234.11111111111111,192.8,154.21428571428572,220.66666666666666,239.0,236.22222222222223,212.46666666666667,236.72727272727272,202.5,227.86666666666667,230.4,240.4,182.4,214.76923076923077,217.22222222222223,181.4,199.85714285714286,230.08333333333334,161.8,268.8888888888889,217.72727272727272,251.33333333333334,197.84615384615384,258.1,203.06666666666666,268.8,198.44444444444446,232.53333333333333,217.33333333333334,262.8,209.30769230769232,217.5,225.2,223.78571428571428,254.75
1124,26.33,57.9,18.17,35.37,8.17,22.53,13.93,20.57,12.83,23.37,13.83,14.6,5.93,3.7,20.27,25.17,56.5,18.3,37.63,6.87,18.87,16.03,22.83,11.63,22.67,13.3,13.7,5.57,3.03,18.8,126.55555555555556,101.6,103.57142857142857,115.73333333333333,113.0,131.77777777777777,118.6,132.0909090909091,79.5,112.0,132.2,114.6,115.8,105.15384615384616,100.77777777777777,91.4,109.0,145.83333333333334,107.33333333333333,122.0,123.36363636363636,145.75,99.07692307692308,137.0,99.0,160.7,106.77777777777777,106.46666666666667,114.0,204.2,99.15384615384616,146.25,120.0,124.28571428571429,123.41666666666667
1125,25.77,55.03,16.9,30.84,8.87,24.19,12.23,17.68,10.87,25.84,15.71,15.9,6.1,3.23,18.58,22.35,57.52,17.39,39.9,4.97,17.61,14.65,20.9,12.74,21.61,12.58,13.48,8.71,3.03,17.42,129.55555555555554,132.26666666666668,124.64285714285714,133.2,127.0,130.44444444444446,131.13333333333333,132.54545454545453,137.0,144.66666666666666,133.4,142.2,124.8,114.23076923076923,159.77777777777777,132.0,135.85714285714286,119.33333333333333,119.53333333333333,121.88888888888889,133.27272727272728,140.41666666666666,154.53846153846155,132.0,128.4,112.2,208.77777777777777,142.86666666666667,145.0,135.93333333333334,154.0,126.0,148.8,124.07142857142857,125.41666666666667
1126,18.86,48.57,14.61,33.89,4.25,14.68,11.04,18.18,10.39,20.43,10.32,16.25,6.46,3.18,18.93,21.75,48.82,15.75,31.68,6.0,17.14,14.57,21.14,10.32,22.96,12.86,14.36,7.04,2.21,16.75,327.0,326.3333333333333,331.57142857142856,319.73333333333335,323.0,322.8888888888889,330.26666666666665,328.90909090909093,328.5,327.3333333333333,324.2,328.4,332.6,326.15384615384613,329.3333333333333,331.93333333333334,330.85714285714283,319.25,327.4,324.44444444444446,328.72727272727275,320.5833333333333,328.84615384615387,322.8,329.4,324.1,328.44444444444446,324.93333333333334,328.0,310.06666666666666,325.0,329.5,325.2,325.0,321.6666666666667
1127,23.21,54.9,15.83,33.83,7.38,21.07,11.9,17.41,10.66,22.66,10.41,14.34,7.45,2.03,20.21,23.0,52.69,16.66,33.52,6.34,19.17,13.79,20.69,10.97,24.24,11.59,15.03,4.83,2.72,17.72,236.77777777777777,258.26666666666665,259.57142857142856,230.8,242.0,260.6666666666667,254.0,243.0909090909091,216.5,248.86666666666667,278.6,249.6,245.8,229.6153846153846,256.44444444444446,225.66666666666666,220.85714285714286,251.83333333333334,260.06666666666666,268.0,234.8181818181818,263.0833333333333,252.0,267.2,255.6,247.5,260.3333333333333,248.66666666666666,261.6666666666667,215.86666666666667,251.3846153846154,209.875,258.0,262.57142857142856,244.83333333333334
1129,26.57,58.43,19.4,37.47,7.17,20.97,15.0,22.63,11.47,26.53,14.53,15.33,6.43,3.37,17.6,26.1,61.87,19.5,41.97,6.6,19.9,13.5,19.1,11.93,24.53,12.13,14.2,6.17,3.53,19.93,136.88888888888889,133.13333333333333,109.35714285714286,130.53333333333333,120.0,107.33333333333333,104.13333333333334,134.72727272727272,128.5,112.33333333333333,113.4,119.0,108.6,112.53846153846153,112.22222222222223,118.66666666666667,108.28571428571429,94.75,116.2,111.0,110.0909090909091,111.66666666666667,110.61538461538461,107.8,101.66666666666667,121.6,97.44444444444444,111.46666666666667,110.66666666666667,113.6,114.61538461538461,103.625,110.4,112.85714285714286,115.58333333333333
1130,25.52,53.23,19.65,36.42,5.87,16.81,17.74,24.52,11.84,22.81,14.77,14.13,5.77,5.77,15.39,26.94,60.68,21.23,43.32,5.71,17.35,10.29,14.87,13.48,19.48,14.23,12.39,7.03,3.45,19.65,44.22222222222222,42.86666666666667,35.285714285714285,43.6,39.0,20.666666666666668,38.86666666666667,48.0,38.5,43.53333333333333,30.8,32.6,39.0,40.53846153846154,37.0,22.4,42.57142857142857,50.75,42.06666666666667,39.44444444444444,37.72727272727273,37.25,41.69230769230769,32.1,37.333333333333336,43.0,18.444444444444443,46.0,35.888888888888886,49.53333333333333,42.61538461538461,26.25,31.2,45.714285714285715,49.083333333333336
1131,20.73,49.33,13.8,30.1,6.93,19.23,11.67,17.23,10.67,21.3,11.43,14.17,5.4,3.43,19.1,20.97,49.37,15.37,33.1,5.6,16.27,12.5,19.37,11.0,20.87,11.13,13.53,5.93,3.27,18.7,237.77777777777777,239.46666666666667,188.5,232.13333333333333,215.0,207.55555555555554,206.93333333333334,232.72727272727272,225.0,208.4,236.6,211.8,188.8,196.92307692307693,230.0,187.86666666666667,201.85714285714286,235.5,198.73333333333332,227.22222222222223,227.45454545454547,214.0,224.76923076923077,211.8,208.06666666666666,217.0,227.0,218.73333333333332,226.55555555555554,207.6,230.23076923076923,170.25,232.2,219.28571428571428,222.08333333333334
1132,23.21,53.07,16.66,34.03,6.55,19.03,13.07,19.34,8.62,23.41,14.28,14.55,7.1,3.52,23.38,22.24,52.93,15.97,35.48,6.28,17.45,19.55,27.86,12.07,24.79,12.59,14.72,6.93,2.79,16.93,195.33333333333334,219.46666666666667,226.42857142857142,202.53333333333333,230.0,231.88888888888889,219.0,200.63636363636363,216.0,199.6,236.2,216.0,223.0,197.6153846153846,207.11111111111111,223.26666666666668,230.0,241.5,224.0,195.11111111111111,202.1818181818182,242.5,207.46153846153845,238.9,218.4,229.1,202.44444444444446,213.8,208.22222222222223,228.2,208.23076923076923,231.0,220.2,232.21428571428572,205.16666666666666
1133,26.34,56.59,16.06,32.62,10.28,23.97,11.41,17.03,8.41,20.5,15.59,11.0,8.03,2.22,18.5,24.47,52.66,17.97,34.62,6.5,18.03,14.5,20.72,11.0,25.22,13.0,15.47,4.78,2.25,16.81,59.111111111111114,52.86666666666667,51.214285714285715,59.6,49.0,59.55555555555556,59.86666666666667,55.63636363636363,59.5,68.6,41.4,58.2,53.2,65.76923076923077,57.22222222222222,51.333333333333336,44.0,62.666666666666664,56.93333333333333,60.333333333333336,56.54545454545455,37.166666666666664,57.53846153846154,40.2,59.2,53.5,47.77777777777778,66.53333333333333,50.44444444444444,88.2,67.07692307692308,67.25,52.6,61.07142857142857,58.333333333333336
1135,18.59,43.1,11.55,24.07,7.03,19.03,16.45,22.17,6.21,19.97,12.31,15.41,7.21,2.59,18.41,22.38,49.86,15.72,31.69,6.66,18.17,12.03,16.9,10.52,21.52,13.52,15.28,6.69,2.52,20.55,245.77777777777777,244.6,229.0,253.0,231.0,244.88888888888889,243.26666666666668,242.0,214.0,244.0,255.0,247.0,237.4,228.07692307692307,248.33333333333334,257.6,232.14285714285714,269.5833333333333,248.06666666666666,249.0,247.1818181818182,227.66666666666666,242.6153846153846,237.5,240.0,238.1,218.11111111111111,242.66666666666666,263.8888888888889,201.33333333333334,245.0,229.375,252.8,241.0,237.0
1137,21.35,45.65,15.29,29.26,6.06,16.39,14.61,20.23,8.52,22.23,13.77,14.71,6.32,1.52,17.1,19.42,47.1,12.71,27.87,6.71,19.23,12.23,16.48,7.42,18.23,10.81,13.84,6.52,2.48,19.0,121.11111111111111,152.13333333333333,134.42857142857142,148.26666666666668,109.0,102.88888888888889,129.93333333333334,107.0,119.5,122.2,104.6,108.8,105.8,110.46153846153847,133.55555555555554,109.06666666666666,112.28571428571429,108.75,132.8,134.44444444444446,122.63636363636364,105.08333333333333,143.53846153846155,106.8,131.4,96.3,124.0,135.0,127.33333333333333,70.2,147.92307692307693,84.0,118.6,117.92857142857143,109.75
1138,22.97,55.94,17.65,39.06,5.32,16.87,16.77,24.26,14.71,23.55,13.77,19.1,7.65,2.55,21.29,24.52,53.1,18.45,35.94,6.06,17.16,16.71,24.68,9.35,22.26,14.39,16.45,9.42,3.9,21.58,166.77777777777777,164.8,179.07142857142858,164.2,213.0,212.55555555555554,172.46666666666667,172.0,208.0,172.33333333333334,219.8,196.6,200.0,189.3846153846154,188.55555555555554,163.86666666666667,226.42857142857142,178.91666666666666,177.6,187.11111111111111,185.63636363636363,199.41666666666666,174.15384615384616,211.9,172.0,208.4,191.33333333333334,161.6,192.0,206.93333333333334,167.0,186.875,205.2,182.85714285714286,184.16666666666666
1139,21.81,49.97,12.81,25.52,9.0,24.45,15.68,20.65,9.0,20.94,12.29,9.23,5.0,1.87,19.32,19.03,47.19,14.0,31.84,5.03,15.35,13.84,20.23,9.94,21.42,9.61,13.06,3.39,2.55,19.87,10.666666666666666,13.666666666666666,24.142857142857142,11.8,34.0,27.555555555555557,10.866666666666667,14.181818181818182,55.5,17.466666666666665,21.0,23.2,12.2,16.615384615384617,30.444444444444443,60.733333333333334,40.0,8.25,16.2,11.222222222222221,13.0,20.583333333333332,22.307692307692307,22.6,9.133333333333333,13.7,58.0,13.2,18.666666666666668,33.8,17.53846153846154,48.375,28.8,17.285714285714285,13.75
1140,28.28,57.75,20.91,39.62,7.38,18.12,13.41,20.41,11.94,25.38,15.78,13.53,5.84,3.5,19.41,24.81,56.72,18.97,39.56,5.84,17.16,14.16,20.69,10.19,21.09,12.53,13.25,6.75,3.22,18.94,63.77777777777778,71.86666666666666,72.57142857142857,60.6,32.0,31.0,69.13333333333334,59.63636363636363,29.0,66.93333333333334,24.8,42.6,57.0,60.61538461538461,50.666666666666664,61.93333333333333,33.857142857142854,78.58333333333333,72.4,52.22222222222222,49.63636363636363,41.666666666666664,64.84615384615384,33.0,66.2,32.8,39.0,62.46666666666667,42.666666666666664,53.733333333333334,66.38461538461539,55.0,36.4,59.714285714285715,51.25
1141,21.06,50.29,14.32,31.84,6.74,18.45,16.77,23.13,11.0,20.55,9.84,17.52,7.52,2.55,23.9,22.68,49.23,16.81,32.42,5.87,16.81,19.16,26.81,9.9,21.23,13.32,16.29,8.13,3.13,21.06,202.55555555555554,215.53333333333333,200.0,223.26666666666668,206.0,228.22222222222223,211.66666666666666,205.63636363636363,222.5,223.73333333333332,212.8,211.6,202.6,223.76923076923077,200.0,222.66666666666666,221.85714285714286,226.91666666666666,201.73333333333332,216.22222222222223,216.72727272727272,236.16666666666666,204.53846153846155,238.5,208.6,224.3,189.44444444444446,224.06666666666666,207.77777777777777,257.73333333333335,202.69230769230768,216.125,200.4,218.71428571428572,223.58333333333334
1142,26.57,57.54,17.21,33.61,9.36,23.93,12.25,18.89,10.25,24.57,14.04,12.71,6.57,3.29,17.32,25.71,59.68,17.64,38.36,8.07,21.32,12.86,18.71,12.5,24.46,15.86,13.64,6.04,2.18,17.11,199.22222222222223,224.53333333333333,223.35714285714286,206.73333333333332,140.0,196.22222222222223,210.0,193.36363636363637,78.0,200.2,155.4,160.2,181.4,214.84615384615384,170.88888888888889,185.0,136.85714285714286,210.0,213.53333333333333,205.22222222222223,192.8181818181818,222.66666666666666,193.30769230769232,210.5,215.2,191.4,188.11111111111111,195.6,172.0,198.4,194.69230769230768,208.5,154.4,216.28571428571428,189.16666666666666
1143,24.91,56.06,17.36,35.06,7.55,21.0,12.12,15.76,8.91,21.94,13.55,11.67,4.58,1.91,16.91,25.58,55.12,19.36,36.61,6.21,18.52,11.76,17.45,10.06,23.42,15.3,12.76,4.88,3.36,16.09,76.0,62.53333333333333,64.85714285714286,64.06666666666666,72.0,72.44444444444444,70.06666666666666,83.45454545454545,128.5,66.86666666666666,76.2,69.6,73.4,79.92307692307692,60.0,59.93333333333333,102.14285714285714,86.33333333333333,62.266666666666666,55.888888888888886,69.0,57.833333333333336,62.23076923076923,61.0,65.86666666666666,83.6,58.44444444444444,63.46666666666667,60.666666666666664,96.6,56.84615384615385,88.625,63.4,67.92857142857143,64.41666666666667
1144,25.24,57.66,17.76,35.31,7.48,22.34,18.59,25.66,11.1,24.0,15.41,17.48,9.1,3.03,19.66,29.14,62.31,21.45,40.0,7.69,22.31,13.86,20.55,12.9,25.52,18.34,17.1,8.28,4.66,21.28,243.33333333333334,244.0,259.5,239.8,265.0,275.55555555555554,240.53333333333333,250.0,279.5,250.33333333333334,268.2,279.8,257.6,239.30769230769232,279.6666666666667,260.46666666666664,284.85714285714283,235.08333333333334,237.46666666666667,261.0,250.27272727272728,275.75,259.0,280.7,256.93333333333334,264.0,283.55555555555554,263.1333333333333,262.0,271.6,262.46153846153845,262.875,276.8,235.14285714285714,255.33333333333334
1145,25.03,59.32,18.13,38.74,6.9,20.58,12.52,19.23,14.71,22.35,13.16,16.48,7.0,2.45,20.45,25.45,56.23,18.32,35.13,7.13,21.1,14.52,22.13,12.23,23.23,15.58,15.35,7.84,4.65,18.42,230.88888888888889,235.8,219.78571428571428,229.86666666666667,266.0,236.66666666666666,223.93333333333334,224.9090909090909,260.0,225.93333333333334,262.0,240.6,237.6,220.6153846153846,242.22222222222223,216.66666666666666,237.14285714285714,252.83333333333334,218.6,239.33333333333334,230.63636363636363,223.58333333333334,233.15384615384616,230.4,220.53333333333333,218.8,248.11111111111111,228.13333333333333,244.22222222222223,191.2,236.84615384615384,203.75,260.2,223.92857142857142,225.58333333333334
1146,22.08,54.15,16.65,36.38,5.42,17.77,13.73,18.65,11.42,23.96,10.42,15.38,4.96,5.15,20.19,23.81,55.42,17.5,38.35,6.31,17.08,14.96,21.31,11.35,23.27,14.23,12.19,7.12,3.42,17.04,311.2857142857143,315.3,283.7,318.3,309.0,319.8888888888889,296.1,304.1,265.5,297.5,318.2,301.4,281.2,285.0,309.0,279.8,285.57142857142856,278.8,289.4,312.5,303.4,316.7,308.6,312.0,294.4,313.5,301.55555555555554,299.6,309.6666666666667,301.6,314.4,318.625,313.6,298.3,303.9
