TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,7OT,ACU,ADE,BBT,BIH,BLS,BOB,BUR,BWE,CNG,COL,CPA,CPR,CRO,DC,DCI,DII,DOK,DOL,DUN,EBP,HKB,KBM,KPK,KRA,LMC,LOG,MAS,MOR,MPI,MSX,MvG,NOL,PGH,PIG,POM,REW,RPI,RT,RTH,RTP,RTR,SAG,SE,SEL,SFX,SP,SPR,SPW,STF,STH,STS,TMR,TPR,TRK,TRP,WIL,WLK,WMR,WOB,WOL
1112,26.71,54.56,21.65,40.5,5.06,14.06,17.97,25.71,10.82,26.41,14.21,11.21,7.18,3.59,17.91,20.18,51.53,14.85,35.32,5.32,16.21,12.94,18.71,7.59,20.88,9.85,14.15,4.68,2.56,21.12,10.133333333333333,7.277777777777778,5.0,6.777777777777778,7.2,6.6,8.8,4.785714285714286,7.125,8.454545454545455,6.666666666666667,3.0,9.666666666666666,10.6,8.11111111111111,2.7,5.294117647058823,8.0,8.214285714285714,3.75,6.3076923076923075,7.266666666666667,15.2,7.5,8.8,4.8,15.294117647058824,6.333333333333333,4.111111111111111,7.555555555555555,5.076923076923077,5.0,7.0625,6.5,4.833333333333333,5.222222222222222,7.0,6.6,13.588235294117647,8.083333333333334,5.588235294117647,7.642857142857143,9.666666666666666,8.266666666666667,8.166666666666666,2.0,10.6875,5.2,7.3,10.0625,6.111111111111111,6.2,7.555555555555555,5.6923076923076925,7.611111111111111,6.888888888888889,2.25,8.875,5.916666666666667,8.2,8.333333333333334
1113,23.62,53.16,16.81,33.59,6.81,19.56,15.38,23.0,10.72,23.88,12.94,13.88,5.91,2.28,18.94,24.0,53.34,18.5,38.19,5.5,15.16,12.94,18.62,8.31,22.91,12.34,12.97,6.12,4.19,21.09,74.66666666666667,77.22222222222223,84.0,78.44444444444444,110.33333333333333,57.1,79.2,75.71428571428571,71.5625,57.45454545454545,109.06666666666666,60.0,63.0,76.0,90.33333333333333,78.2,74.6470588235294,71.94444444444444,109.85714285714286,68.5,67.6923076923077,83.13333333333334,111.2,89.25,89.1,63.3,62.588235294117645,86.55555555555556,70.61111111111111,130.66666666666666,80.6923076923077,83.0,136.1875,90.5,65.83333333333333,65.33333333333333,99.16666666666667,108.3,63.294117647058826,73.91666666666667,104.82352941176471,119.71428571428571,74.16666666666667,103.53333333333333,83.08333333333333,61.2,63.6875,63.7,122.8,88.5,72.0,117.9,86.38888888888889,68.61538461538461,59.611111111111114,66.0,65.125,69.4375,55.0,96.5,112.16666666666667
1114,23.73,57.13,16.8,36.73,6.93,20.4,14.57,20.53,10.47,23.57,12.1,10.47,5.7,2.63,19.1,24.2,54.37,17.1,34.9,7.1,19.47,15.03,22.2,10.7,26.3,12.63,13.4,4.67,2.77,18.6,189.93333333333334,249.94444444444446,258.0,238.83333333333334,255.2,251.1,253.06666666666666,273.5,246.0625,246.1818181818182,258.93333333333334,247.0,252.33333333333334,260.6666666666667,277.44444444444446,235.4,244.76470588235293,246.33333333333334,266.0,210.875,267.46153846153845,251.8,225.4,279.5,271.7,239.5,281.4117647058824,249.22222222222223,222.88888888888889,256.77777777777777,230.15384615384616,252.0,259.8125,248.0,225.66666666666666,244.0,268.0,292.5,237.2941176470588,257.3333333333333,245.64705882352942,287.57142857142856,245.83333333333334,266.1333333333333,263.4166666666667,229.7,249.0625,254.9,262.7,263.625,254.33333333333334,276.5,256.1111111111111,261.9230769230769,229.72222222222223,253.27777777777777,242.0,271.3125,244.83333333333334,274.1,279.8333333333333
1115,20.5,51.19,14.16,32.09,6.34,19.09,12.41,18.25,10.16,18.78,10.09,15.28,8.84,3.38,19.47,22.03,49.47,15.47,31.69,6.56,17.78,16.25,24.16,12.25,23.25,13.0,16.19,7.5,2.72,17.06,290.2,326.3888888888889,311.0,316.77777777777777,308.3333333333333,329.5,319.2,328.7142857142857,326.875,330.3636363636364,307.6666666666667,326.6666666666667,309.0,310.53333333333336,303.8888888888889,321.3,315.05882352941177,335.8888888888889,317.92857142857144,330.5,323.3076923076923,320.8,297.4,321.375,320.0,318.8,331.1764705882353,321.94444444444446,336.0,326.22222222222223,327.84615384615387,305.0,289.0,304.0,326.22222222222223,328.05555555555554,309.8333333333333,301.9,322.0,322.3333333333333,306.88235294117646,287.85714285714283,326.94444444444446,307.3333333333333,318.5,332.5,329.5,331.0,299.7,315.5,322.0,301.0,310.22222222222223,327.84615384615387,332.6111111111111,321.5,314.125,329.3125,337.0833333333333,321.0,308.0
1116,27.41,61.26,20.74,42.21,6.68,19.06,16.53,22.82,13.0,22.76,16.15,11.74,7.76,4.76,18.97,24.24,56.29,18.0,38.65,6.24,17.65,15.44,21.65,11.82,23.53,12.56,15.97,5.53,2.94,19.29,23.666666666666668,24.444444444444443,25.0,24.88888888888889,25.4,28.6,28.333333333333332,27.214285714285715,28.5625,28.727272727272727,24.133333333333333,26.0,23.333333333333332,29.333333333333332,24.11111111111111,27.3,23.764705882352942,27.27777777777778,27.5,32.0,26.76923076923077,28.066666666666666,43.4,28.0625,24.2,28.1,28.58823529411765,27.61111111111111,29.055555555555557,14.777777777777779,26.384615384615383,19.0,25.875,28.5,30.11111111111111,34.333333333333336,18.166666666666668,21.2,24.058823529411764,24.5,24.529411764705884,22.5,26.77777777777778,24.733333333333334,25.333333333333332,22.0,29.0625,22.8,20.7,25.5,23.666666666666668,23.8,28.944444444444443,28.307692307692307,36.611111111111114,24.5,26.9375,24.0625,36.333333333333336,23.1,24.083333333333332
1117,22.5,55.82,16.93,38.43,5.57,17.39,12.79,18.39,10.79,24.61,10.75,13.5,5.18,3.04,17.21,24.75,58.04,18.18,38.18,6.57,19.86,13.57,20.14,12.0,25.5,11.79,11.86,6.64,2.68,16.75,266.8,272.05555555555554,315.0,227.94444444444446,268.26666666666665,290.7,277.1333333333333,265.5,271.5625,283.45454545454544,270.1333333333333,302.6666666666667,262.0,274.26666666666665,273.1111111111111,296.5,267.2352941176471,250.05555555555554,258.07142857142856,252.0,257.38461538461536,269.8,240.8,269.9375,274.0,297.7,264.8235294117647,248.44444444444446,302.27777777777777,280.3333333333333,255.6153846153846,284.0,236.8125,273.55555555555554,274.72222222222223,252.72222222222223,280.0,268.5,289.4117647058824,266.25,263.52941176470586,274.07142857142856,251.27777777777777,261.0,272.3333333333333,287.5,268.1875,294.7,258.2,281.5625,270.22222222222223,260.3,268.5,272.46153846153845,275.27777777777777,278.22222222222223,238.6875,265.8125,202.83333333333334,276.9,259.5
1119,25.62,58.59,18.28,35.79,7.34,22.79,12.83,18.76,10.55,23.62,14.14,13.34,6.14,3.55,20.69,25.86,56.48,20.03,40.14,5.83,16.34,15.38,23.0,10.86,24.97,14.07,13.21,7.0,3.62,18.79,210.0,174.66666666666666,267.0,192.0,159.53333333333333,231.4,193.46666666666667,199.78571428571428,205.0625,227.63636363636363,160.73333333333332,252.33333333333334,220.33333333333334,185.66666666666666,215.77777777777777,246.3,194.05882352941177,233.94444444444446,175.14285714285714,180.375,224.46153846153845,179.33333333333334,165.4,161.0,194.2,238.8,174.7058823529412,181.88888888888889,174.16666666666666,195.11111111111111,173.84615384615384,231.0,135.3125,174.94444444444446,217.66666666666666,213.38888888888889,208.33333333333334,220.5,212.23529411764707,209.41666666666666,166.8235294117647,211.35714285714286,183.05555555555554,173.33333333333334,189.66666666666666,241.4,195.5,237.2,183.7,180.4375,226.33333333333334,206.1,186.38888888888889,206.3846153846154,198.05555555555554,174.88888888888889,198.4375,185.5625,192.41666666666666,197.2,170.5
1120,21.44,53.38,14.18,32.65,7.26,20.74,17.38,26.06,10.03,21.18,10.47,12.91,6.71,2.5,20.44,25.35,53.88,19.5,36.29,5.85,17.59,15.85,22.56,10.94,26.26,12.85,14.56,6.68,4.41,21.71,177.53333333333333,128.61111111111111,155.0,159.77777777777777,146.93333333333334,136.8,129.6,123.35714285714286,133.625,139.72727272727272,139.0,140.33333333333334,124.0,151.13333333333333,129.88888888888889,125.3,135.52941176470588,153.77777777777777,131.64285714285714,120.5,138.53846153846155,132.33333333333334,221.2,151.4375,114.8,146.2,182.76470588235293,126.44444444444444,138.33333333333334,218.22222222222223,157.6153846153846,117.0,189.5625,124.11111111111111,139.11111111111111,148.11111111111111,131.0,138.3,148.8235294117647,114.83333333333333,151.76470588235293,140.5,151.88888888888889,146.8,119.16666666666667,147.9,150.125,135.2,165.6,156.375,144.77777777777777,147.3,141.61111111111111,136.92307692307693,135.44444444444446,140.66666666666666,104.9375,148.3125,129.83333333333334,122.1,145.0
1122,21.96,55.07,16.96,38.43,5.0,16.64,15.11,22.89,11.89,22.04,11.82,14.18,6.32,3.82,17.57,25.64,53.61,18.14,34.18,7.5,19.43,14.89,20.61,9.11,25.46,13.86,13.86,7.93,3.21,19.57,305.93333333333334,309.72222222222223,326.0,300.8333333333333,314.73333333333335,312.8,319.73333333333335,313.7142857142857,308.0,312.27272727272725,321.06666666666666,316.3333333333333,313.6666666666667,316.06666666666666,319.6666666666667,322.2,302.5882352941176,301.3888888888889,311.57142857142856,304.25,318.46153846153845,313.4,280.4,312.5,315.5,313.3,315.6470588235294,305.6111111111111,302.94444444444446,319.6666666666667,306.53846153846155,327.0,319.125,316.8888888888889,301.3333333333333,292.6111111111111,321.3333333333333,317.1,304.88235294117646,314.5833333333333,316.11764705882354,321.85714285714283,304.55555555555554,308.93333333333334,313.8333333333333,317.4,303.125,312.3,316.8,311.3125,312.3333333333333,311.7,305.55555555555554,312.6923076923077,298.27777777777777,310.55555555555554,302.1875,316.0,297.5833333333333,313.3,310.4166666666667
1123,21.76,52.38,14.07,29.48,7.69,22.9,12.93,18.55,10.07,22.21,12.31,14.07,5.17,2.34,19.34,24.03,51.62,17.97,34.62,6.07,17.0,15.1,21.72,8.9,23.52,12.34,11.86,7.45,3.41,17.83,256.06666666666666,263.22222222222223,252.0,269.8333333333333,260.1333333333333,198.5,225.46666666666667,227.85714285714286,233.6875,197.54545454545453,254.86666666666667,230.0,225.33333333333334,215.46666666666667,254.22222222222223,269.7,255.23529411764707,249.72222222222223,264.2857142857143,265.0,237.07692307692307,242.4,157.8,243.0625,250.0,215.3,184.94117647058823,269.27777777777777,280.6111111111111,232.77777777777777,243.30769230769232,278.0,269.6875,267.05555555555554,261.5,250.5,292.5,237.6,195.2941176470588,247.33333333333334,271.2352941176471,251.35714285714286,218.27777777777777,256.4,251.91666666666666,251.7,197.125,202.7,256.0,222.25,259.55555555555554,248.6,268.94444444444446,200.07692307692307,225.11111111111111,236.61111111111111,295.125,222.5625,240.33333333333334,254.8,261.5
1124,23.94,55.16,16.94,36.84,7.0,18.31,14.25,21.38,14.5,24.03,14.41,12.38,8.03,3.84,16.72,21.69,53.62,15.97,34.38,5.72,19.25,11.22,17.34,11.19,20.06,15.19,12.34,6.34,4.0,18.09,18.866666666666667,17.333333333333332,10.0,19.055555555555557,18.0,14.7,12.0,14.785714285714286,14.5625,15.090909090909092,16.933333333333334,13.0,7.333333333333333,16.466666666666665,14.555555555555555,16.0,15.705882352941176,20.0,15.285714285714286,14.875,20.0,15.2,16.2,15.5625,18.1,16.7,19.764705882352942,16.11111111111111,37.0,15.666666666666666,19.153846153846153,12.0,26.1875,18.555555555555557,20.27777777777778,15.166666666666666,17.0,14.4,25.647058823529413,16.666666666666668,21.470588235294116,16.928571428571427,16.61111111111111,20.6,16.0,11.7,14.1875,16.2,19.8,15.6875,17.0,16.3,19.88888888888889,14.923076923076923,15.666666666666666,21.88888888888889,13.625,17.8125,15.833333333333334,17.5,18.916666666666668
1125,25.77,54.35,15.9,28.29,9.87,26.06,12.35,17.9,9.32,23.97,15.19,13.74,6.35,1.97,16.45,25.84,57.42,18.58,36.26,7.26,21.16,11.23,15.9,10.03,22.68,13.29,12.74,6.58,3.55,19.1,124.06666666666666,117.61111111111111,121.0,124.55555555555556,118.66666666666667,156.0,139.46666666666667,156.21428571428572,137.0,151.27272727272728,121.73333333333333,149.33333333333334,163.66666666666666,141.86666666666667,130.44444444444446,145.5,131.0,114.22222222222223,130.64285714285714,124.375,154.6153846153846,138.8,139.8,121.0,141.7,154.3,152.0,121.16666666666667,147.38888888888889,137.0,144.46153846153845,131.0,104.8125,122.55555555555556,118.38888888888889,136.16666666666666,134.66666666666666,120.7,142.23529411764707,150.25,105.70588235294117,115.28571428571429,133.44444444444446,129.6,139.08333333333334,122.7,137.75,150.6,113.2,127.1875,156.66666666666666,124.3,131.22222222222223,158.30769230769232,143.16666666666666,128.5,107.875,138.9375,120.66666666666667,131.3,123.16666666666667
1126,19.1,48.77,14.23,32.07,4.87,16.7,13.97,19.67,11.33,20.77,7.83,13.73,5.27,2.57,19.53,20.5,48.17,15.07,31.73,5.43,16.43,15.67,22.33,10.77,21.6,10.93,12.63,6.17,3.3,17.83,328.93333333333334,334.44444444444446,337.0,332.72222222222223,329.6666666666667,327.1,342.26666666666665,335.0,332.125,328.90909090909093,335.53333333333336,326.6666666666667,330.0,325.8666666666667,328.0,323.0,329.70588235294116,328.44444444444446,334.85714285714283,328.125,334.2307692307692,332.3333333333333,323.6,331.0,334.7,322.6,313.3529411764706,334.77777777777777,326.1666666666667,322.0,318.53846153846155,337.0,322.3125,334.3888888888889,324.6666666666667,333.8333333333333,327.1666666666667,342.4,328.0,333.8333333333333,338.11764705882354,342.85714285714283,329.1111111111111,330.1333333333333,337.6666666666667,317.5,329.25,328.5,332.7,331.1875,336.77777777777777,328.9,328.27777777777777,326.38461538461536,330.8888888888889,326.3888888888889,345.5625,327.625,337.0833333333333,335.8,332.6666666666667
1127,19.47,49.37,14.37,32.7,5.1,16.67,13.0,19.67,8.87,21.77,8.4,13.77,5.5,2.43,18.0,23.7,52.57,16.13,32.37,7.57,20.2,12.03,17.77,10.5,24.93,13.37,12.93,6.37,2.3,19.07,329.73333333333335,339.5,341.0,341.27777777777777,342.8666666666667,326.8,339.4,340.64285714285717,335.1875,328.27272727272725,342.1333333333333,322.3333333333333,334.6666666666667,338.0,334.44444444444446,324.4,338.88235294117646,337.1666666666667,343.7857142857143,341.0,342.46153846153845,338.6,343.0,341.6875,338.0,320.0,332.5882352941176,342.8333333333333,308.5,344.22222222222223,333.15384615384613,332.0,341.4375,340.1666666666667,327.77777777777777,332.44444444444446,343.1666666666667,337.0,331.05882352941177,342.75,342.6470588235294,337.57142857142856,335.1111111111111,340.73333333333335,342.3333333333333,330.3,333.4375,326.4,340.3,336.0625,338.3333333333333,346.2,338.94444444444446,334.3076923076923,332.8888888888889,334.72222222222223,343.5,339.5,342.4166666666667,343.0,345.5
1129,24.19,53.35,15.48,31.1,8.71,22.26,12.77,17.55,8.52,24.03,11.71,10.23,5.97,2.32,17.23,21.84,52.1,16.1,33.68,5.74,18.42,11.52,16.42,8.42,22.39,10.71,12.35,4.68,3.1,16.77,120.0,70.38888888888889,46.0,57.55555555555556,59.666666666666664,61.1,62.06666666666667,73.92857142857143,67.625,68.9090909090909,64.2,52.0,48.0,61.46666666666667,55.333333333333336,58.7,64.94117647058823,55.72222222222222,61.142857142857146,65.0,73.61538461538461,65.2,72.4,72.5,67.2,78.9,70.11764705882354,63.5,64.16666666666667,32.55555555555556,74.92307692307692,53.0,59.0,64.38888888888889,51.611111111111114,66.61111111111111,45.666666666666664,47.6,67.88235294117646,71.33333333333333,63.76470588235294,45.857142857142854,62.44444444444444,58.46666666666667,68.0,49.8,64.0,54.5,57.9,59.0625,60.111111111111114,45.4,58.388888888888886,66.84615384615384,67.11111111111111,65.05555555555556,75.0625,70.0625,76.58333333333333,65.5,55.916666666666664
1130,23.22,52.09,16.75,32.16,6.47,19.94,12.88,18.25,8.22,22.5,13.16,12.16,5.72,2.69,18.97,23.19,52.56,17.66,36.03,5.53,16.53,15.5,21.5,10.03,23.31,12.41,12.22,5.31,3.31,17.78,85.26666666666667,114.27777777777777,118.0,151.66666666666666,131.66666666666666,110.8,111.33333333333333,105.85714285714286,115.3125,115.54545454545455,128.86666666666667,101.66666666666667,110.0,117.8,136.0,101.7,117.70588235294117,133.05555555555554,138.64285714285714,113.5,116.07692307692308,111.4,122.4,130.875,111.6,117.8,125.11764705882354,116.27777777777777,140.27777777777777,179.33333333333334,144.46153846153845,121.0,168.5625,120.11111111111111,123.5,127.11111111111111,142.83333333333334,147.7,105.23529411764706,98.66666666666667,156.0,145.78571428571428,127.05555555555556,134.4,111.33333333333333,101.4,121.5625,122.0,181.3,130.4375,124.33333333333333,157.1,124.5,106.07692307692308,108.05555555555556,114.16666666666667,130.5625,112.3125,115.25,129.4,146.16666666666666
