TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,ARG,BCM,BD,BIH,BOB,CMV,CNG,COL,DC,DOL,DWH,ECK,ENT,GRN,HER,KLK,MAS,MOR,POM,RAG,REN,RIS,ROH,RPI,RTH,SAG,SAP,SCR,SEL,SIM,TSR,WIL,WLK,WOB,WOL
1113,25.87,57.23,18.97,37.77,6.9,19.45,17.32,24.23,12.81,23.81,16.45,14.68,6.39,3.65,18.74,25.77,58.19,20.26,41.48,5.52,16.71,14.58,20.29,11.94,22.03,13.58,14.94,7.23,2.81,21.1,51.54545454545455,50.0,47.07142857142857,49.2,38.81818181818182,53.7,43.75,36.25,54.92307692307692,48.54545454545455,39.0,52.72727272727273,54.111111111111114,46.714285714285715,46.733333333333334,41.61538461538461,38.23076923076923,60.5,60.333333333333336,34.0,44.25,54.77777777777778,41.333333333333336,54.416666666666664,49.4,54.388888888888886,58.76923076923077,65.0,38.53846153846154,93.9375,78.88888888888889,36.833333333333336,44.57142857142857,39.833333333333336,49.3
1114,23.16,51.48,18.32,38.08,4.84,13.4,15.36,21.04,10.12,22.32,12.32,14.96,6.44,3.08,19.56,24.16,55.36,18.2,38.32,5.96,17.04,13.6,20.6,12.72,21.2,12.88,15.28,6.04,2.8,19.96,141.63636363636363,121.75,86.78571428571429,96.3,105.54545454545455,94.6,148.66666666666666,104.66666666666667,79.6923076923077,97.72727272727273,102.2,80.0,139.77777777777777,96.85714285714286,118.26666666666667,107.46153846153847,99.07692307692308,143.33333333333334,129.5,122.5,92.5,86.33333333333333,108.91666666666667,68.91666666666667,119.2,120.66666666666667,78.38461538461539,100.0,113.46153846153847,108.3125,115.88888888888889,100.66666666666667,121.78571428571429,85.33333333333333,81.4
1115,21.69,56.92,17.35,41.12,4.35,15.81,10.46,16.0,11.31,24.0,11.42,16.81,6.85,4.77,17.88,23.54,56.77,17.23,39.35,6.31,17.42,15.23,21.73,12.69,26.96,13.12,15.15,8.77,3.19,16.69,317.8181818181818,314.3333333333333,311.2857142857143,322.4,318.8181818181818,321.5,325.3333333333333,316.25,297.9230769230769,321.45454545454544,323.0,293.90909090909093,326.0,323.2142857142857,323.0,316.15384615384613,304.9230769230769,327.55555555555554,324.94444444444446,304.0,325.25,308.22222222222223,320.8333333333333,311.5,320.6,317.6111111111111,315.0769230769231,314.0,319.38461538461536,303.0,283.44444444444446,317.0,309.5,309.75,317.1
1116,25.77,56.4,19.7,40.1,6.07,16.3,13.97,21.07,12.3,21.77,14.5,14.23,8.73,5.2,18.47,21.77,53.03,16.37,35.57,5.4,17.47,13.9,21.0,12.17,21.1,11.8,16.93,6.63,2.63,17.9,33.45454545454545,30.75,43.57142857142857,54.8,44.45454545454545,55.4,23.916666666666668,53.083333333333336,73.46153846153847,47.09090909090909,55.0,56.72727272727273,39.55555555555556,36.642857142857146,30.133333333333333,57.69230769230769,48.07692307692308,39.55555555555556,35.888888888888886,31.5,71.5,55.0,45.75,64.33333333333333,49.8,31.77777777777778,64.3076923076923,111.0,44.53846153846154,47.5,34.666666666666664,48.75,37.07142857142857,45.583333333333336,58.0
1117,26.73,59.85,20.85,43.62,5.88,16.23,14.77,22.27,13.65,23.85,13.92,14.81,6.54,2.85,20.54,25.04,56.69,18.23,36.58,6.81,20.12,16.54,24.46,12.5,23.69,12.96,15.12,6.31,4.15,19.77,161.54545454545453,149.08333333333334,146.71428571428572,167.1,166.72727272727272,150.2,167.0,167.33333333333334,179.6153846153846,172.1818181818182,167.1,173.45454545454547,162.88888888888889,166.85714285714286,151.2,165.30769230769232,176.46153846153845,157.61111111111111,164.38888888888889,165.5,176.75,148.66666666666666,166.33333333333334,189.75,162.0,160.44444444444446,180.46153846153845,161.0,167.53846153846155,207.9375,132.66666666666666,169.41666666666666,166.85714285714286,155.75,169.4
1119,18.68,47.4,12.6,29.64,6.08,17.76,10.88,14.24,6.04,21.04,10.88,15.4,4.92,1.48,16.4,24.64,55.12,16.4,32.4,8.24,22.72,11.68,16.68,11.92,24.28,13.48,12.28,7.56,3.6,16.36,326.0,327.5,327.07142857142856,327.3,328.1818181818182,323.6,323.5833333333333,328.25,326.53846153846155,327.09090909090907,327.7,326.27272727272725,326.1111111111111,328.0,328.1333333333333,327.6923076923077,329.46153846153845,325.05555555555554,324.8888888888889,325.0,327.75,325.8888888888889,327.3333333333333,327.75,327.0,326.3888888888889,328.2307692307692,311.0,328.53846153846155,318.9375,328.77777777777777,329.0,326.5,327.0,328.2
1120,24.42,57.87,16.06,33.52,8.35,24.35,13.48,18.58,11.29,21.84,12.97,14.48,7.35,1.94,20.13,27.0,57.68,19.68,37.16,7.32,20.52,13.9,21.06,12.97,24.65,14.71,15.16,7.58,3.77,16.77,120.81818181818181,108.91666666666667,123.64285714285714,115.8,110.45454545454545,102.2,108.5,112.91666666666667,131.6153846153846,109.63636363636364,110.6,117.72727272727273,104.05555555555556,122.0,105.06666666666666,115.38461538461539,113.23076923076923,99.5,110.05555555555556,74.0,129.0,145.44444444444446,117.25,136.66666666666666,111.8,108.88888888888889,146.76923076923077,106.0,106.6923076923077,173.6875,79.33333333333333,107.0,114.71428571428571,108.91666666666667,134.3
1122,23.16,53.38,17.16,36.19,6.0,17.19,13.0,19.12,10.59,21.34,12.91,14.28,6.88,2.47,19.25,23.31,51.25,17.25,34.5,6.06,16.75,14.41,20.97,10.66,23.03,12.53,15.22,6.66,3.0,18.78,215.1818181818182,218.33333333333334,220.92857142857142,219.1,212.9090909090909,223.8,192.33333333333334,229.58333333333334,206.0,231.72727272727272,212.5,233.9090909090909,195.05555555555554,213.0,232.0,256.2307692307692,218.76923076923077,172.72222222222223,201.5,273.5,210.5,244.77777777777777,246.83333333333334,226.08333333333334,206.6,201.33333333333334,240.92307692307693,197.0,214.6153846153846,223.6875,217.11111111111111,208.75,229.64285714285714,210.16666666666666,228.2
1123,24.0,55.74,16.7,36.67,7.3,19.07,14.48,21.19,12.3,21.52,11.56,12.26,5.48,2.19,18.59,23.41,51.89,17.3,35.52,6.11,16.37,15.89,21.63,9.96,23.04,13.19,13.85,5.67,3.22,20.04,104.63636363636364,94.5,101.14285714285714,98.2,110.18181818181819,94.8,99.0,109.83333333333333,94.46153846153847,96.72727272727273,102.8,113.27272727272727,98.94444444444444,99.78571428571429,113.93333333333334,95.38461538461539,101.38461538461539,120.94444444444444,105.77777777777777,101.5,108.25,120.77777777777777,113.08333333333333,100.25,115.2,99.55555555555556,105.84615384615384,109.0,99.6923076923077,115.9375,126.11111111111111,100.75,99.35714285714286,108.58333333333333,107.9
1124,22.37,51.3,14.67,30.15,7.7,21.15,13.15,18.78,10.59,16.85,13.07,16.0,7.37,1.81,17.81,25.81,52.07,18.93,33.96,6.89,18.11,13.96,18.44,11.89,21.52,15.63,16.19,7.7,3.19,18.93,204.0,214.08333333333334,225.14285714285714,200.1,180.72727272727272,200.0,208.25,183.41666666666666,243.76923076923077,211.9090909090909,179.0,206.0909090909091,239.0,234.78571428571428,202.46666666666667,245.07692307692307,217.92307692307693,218.33333333333334,244.94444444444446,218.0,201.25,211.33333333333334,184.5,265.0,188.8,230.44444444444446,259.0,188.0,190.84615384615384,227.53333333333333,185.88888888888889,178.66666666666666,233.42857142857142,186.58333333333334,212.5
1125,23.9,55.97,14.17,28.9,9.73,27.07,12.73,18.83,9.4,22.4,13.8,14.47,7.43,3.2,19.47,24.43,55.2,18.33,35.73,6.1,19.47,15.07,22.03,12.43,26.23,13.37,16.47,7.17,3.63,18.7,216.36363636363637,233.41666666666666,222.92857142857142,243.4,226.63636363636363,239.8,238.5,227.33333333333334,207.30769230769232,247.45454545454547,212.4,211.45454545454547,221.94444444444446,224.28571428571428,227.8,222.30769230769232,219.92307692307693,193.05555555555554,218.05555555555554,282.5,203.0,221.22222222222223,225.33333333333334,210.5,213.2,225.55555555555554,216.15384615384616,192.0,228.3846153846154,204.75,247.88888888888889,216.83333333333334,232.07142857142858,229.58333333333334,201.4
1126,23.7,54.6,17.27,35.87,6.43,18.73,10.53,17.53,9.33,22.77,13.57,16.33,8.1,2.43,19.23,23.97,54.33,18.37,37.97,5.6,16.37,15.03,22.57,11.67,25.5,12.67,17.23,8.47,3.53,16.37,274.8181818181818,264.1666666666667,228.92857142857142,264.0,278.1818181818182,215.9,306.0,254.16666666666666,238.46153846153845,259.09090909090907,274.5,264.45454545454544,287.1111111111111,258.2142857142857,259.4,244.69230769230768,241.15384615384616,314.94444444444446,300.1111111111111,252.5,282.75,262.8888888888889,273.4166666666667,227.33333333333334,306.4,256.55555555555554,203.76923076923077,313.0,269.38461538461536,291.0,244.11111111111111,264.4166666666667,267.85714285714283,276.3333333333333,243.2
1127,21.52,54.79,14.83,34.24,6.69,20.55,11.79,17.97,12.38,22.21,10.41,13.59,6.69,3.0,19.93,20.93,49.62,14.48,31.69,6.45,17.93,15.1,21.0,9.69,24.31,11.79,14.97,5.59,3.69,18.17,232.45454545454547,223.66666666666666,222.28571428571428,221.1,222.63636363636363,242.8,218.91666666666666,228.41666666666666,198.30769230769232,224.72727272727272,236.3,209.63636363636363,221.16666666666666,216.35714285714286,211.4,234.15384615384616,218.92307692307693,235.33333333333334,206.66666666666666,244.0,210.0,234.77777777777777,228.58333333333334,181.58333333333334,227.4,217.0,213.76923076923077,170.0,227.92307692307693,148.75,240.66666666666666,233.91666666666666,214.07142857142858,248.91666666666666,225.8
1128,20.76,47.59,14.07,28.52,6.69,19.07,15.97,22.1,9.9,22.9,10.62,13.38,5.0,2.28,19.72,21.21,50.14,14.55,30.9,6.66,19.24,14.1,21.66,10.45,20.24,11.31,12.03,6.0,2.48,20.28,180.63636363636363,186.75,190.07142857142858,212.4,195.36363636363637,205.6,220.91666666666666,192.16666666666666,201.92307692307693,203.36363636363637,208.2,189.27272727272728,202.61111111111111,188.35714285714286,181.8,163.92307692307693,191.0,216.44444444444446,192.05555555555554,156.5,231.0,179.55555555555554,194.16666666666666,181.75,231.0,190.5,164.92307692307693,292.0,202.6153846153846,194.4375,179.77777777777777,208.83333333333334,169.57142857142858,193.83333333333334,195.9
1129,25.36,58.58,17.52,36.91,7.85,21.67,12.3,18.0,12.58,22.7,13.64,15.12,5.24,2.39,18.73,27.12,58.18,21.36,40.76,5.76,17.42,14.91,21.45,11.7,23.7,13.85,13.61,6.88,2.76,17.55,242.9090909090909,226.91666666666666,235.0,208.2,205.0909090909091,227.0,209.25,200.75,250.3846153846154,219.63636363636363,192.1,240.1818181818182,212.61111111111111,234.28571428571428,210.26666666666668,210.53846153846155,235.30769230769232,151.88888888888889,226.16666666666666,213.0,194.0,228.44444444444446,197.33333333333334,268.6666666666667,192.0,225.22222222222223,264.0769230769231,156.0,202.46153846153845,256.8125,203.44444444444446,191.75,264.0,202.16666666666666,224.1
1130,25.54,56.54,21.54,44.39,4.0,12.14,16.86,23.64,14.32,23.46,17.39,12.93,7.25,4.11,14.89,23.93,57.71,17.75,40.21,6.18,17.5,9.79,14.14,12.46,20.71,13.43,13.96,6.82,3.43,19.68,9.727272727272727,15.166666666666666,4.428571428571429,4.7,7.909090909090909,15.6,29.25,4.5,5.461538461538462,6.818181818181818,3.8,4.0,21.5,13.071428571428571,7.133333333333334,4.153846153846154,7.384615384615385,23.555555555555557,29.555555555555557,7.0,3.75,5.0,6.833333333333333,5.166666666666667,10.4,26.333333333333332,3.5384615384615383,7.0,7.461538461538462,25.125,11.222222222222221,4.583333333333333,12.5,5.0,3.4
1131,23.07,52.71,18.46,38.39,4.61,14.32,13.11,19.54,11.0,24.43,12.5,12.0,7.04,4.96,15.86,20.07,54.46,15.11,37.04,4.96,17.43,10.32,15.54,12.5,22.21,11.68,14.0,6.29,3.64,18.04,55.0,93.58333333333333,85.78571428571429,79.8,91.36363636363636,126.2,83.16666666666667,80.33333333333333,69.46153846153847,69.27272727272727,120.6,75.0,79.77777777777777,76.92857142857143,68.0,77.53846153846153,89.0,121.44444444444444,93.66666666666667,54.0,114.75,55.666666666666664,75.41666666666667,68.66666666666667,121.8,91.33333333333333,51.61538461538461,144.0,95.38461538461539,36.5,132.0,116.83333333333333,54.785714285714285,106.66666666666667,72.3
1132,24.32,50.5,17.86,33.29,6.46,17.21,14.04,18.61,8.68,22.39,16.57,14.86,6.54,3.86,21.54,23.25,52.11,16.57,33.36,6.68,18.75,15.75,22.68,10.5,20.39,13.79,13.32,7.79,2.46,18.57,94.36363636363636,87.41666666666667,74.42857142857143,77.3,98.36363636363636,74.4,112.75,78.83333333333333,87.53846153846153,82.54545454545455,88.3,107.0909090909091,97.83333333333333,80.42857142857143,92.13333333333334,62.23076923076923,79.15384615384616,123.72222222222223,102.44444444444444,52.0,78.75,89.11111111111111,85.16666666666667,85.0,99.2,96.5,65.23076923076923,140.0,83.0,130.1875,101.44444444444444,82.33333333333333,74.21428571428571,80.25,84.6
1133,24.96,57.61,19.57,40.82,5.39,16.79,14.64,20.61,12.5,24.86,13.54,15.93,7.43,4.89,21.0,23.82,55.86,16.89,36.32,6.93,19.54,16.71,23.89,11.39,23.46,14.25,14.21,7.5,2.79,19.36,101.54545454545455,92.33333333333333,81.21428571428571,92.4,91.72727272727273,80.8,100.0,82.33333333333333,93.46153846153847,89.27272727272727,91.9,104.0,100.77777777777777,88.35714285714286,86.26666666666667,77.38461538461539,78.0,132.5,118.61111111111111,32.0,112.75,111.55555555555556,88.33333333333333,86.16666666666667,113.4,103.0,92.92307692307692,130.0,77.46153846153847,116.125,75.44444444444444,80.83333333333333,86.92857142857143,78.33333333333333,97.1
1135,22.14,52.89,14.96,32.75,7.18,20.14,14.57,20.93,9.89,21.68,13.36,14.32,9.0,2.39,16.14,25.64,55.71,19.29,37.36,6.36,18.36,10.14,15.75,11.68,24.18,14.18,16.32,7.46,3.29,19.93,212.63636363636363,244.91666666666666,220.57142857142858,215.5,224.36363636363637,203.0,228.08333333333334,227.08333333333334,238.23076923076923,206.8181818181818,231.4,243.45454545454547,224.05555555555554,226.71428571428572,215.13333333333333,195.46153846153845,223.6153846153846,207.0,239.77777777777777,218.5,247.75,222.44444444444446,217.25,231.0,258.8,227.11111111111111,207.69230769230768,237.0,226.84615384615384,207.625,273.0,234.08333333333334,226.5,240.75,224.2
1137,21.26,47.74,14.65,30.16,6.61,17.58,14.45,20.71,9.35,22.42,12.45,15.77,8.0,3.0,18.87,19.58,50.29,13.58,31.97,6.0,18.32,13.29,19.06,10.97,20.23,10.45,15.87,7.03,2.52,18.84,93.0909090909091,138.0,119.85714285714286,96.2,114.54545454545455,127.5,141.33333333333334,98.0,94.38461538461539,89.9090909090909,127.8,84.45454545454545,137.55555555555554,115.57142857142857,114.2,80.23076923076923,118.23076923076923,164.22222222222223,129.66666666666666,140.5,117.5,62.111111111111114,91.91666666666667,75.66666666666667,141.8,147.88888888888889,69.38461538461539,165.0,128.6153846153846,76.3125,149.77777777777777,132.41666666666666,95.85714285714286,126.08333333333333,88.8
1138,26.77,58.9,19.84,39.87,6.94,19.03,14.71,21.39,12.77,24.68,14.23,15.84,8.77,2.48,21.52,24.68,57.23,18.06,37.61,6.61,19.61,15.42,22.1,11.9,23.19,12.9,16.26,8.0,3.58,20.19,85.27272727272727,97.16666666666667,85.78571428571429,64.5,90.63636363636364,106.9,121.16666666666667,68.25,76.38461538461539,66.54545454545455,79.8,75.0,106.83333333333333,100.21428571428571,96.33333333333333,65.46153846153847,83.6923076923077,101.33333333333333,114.55555555555556,79.0,60.5,59.0,81.25,64.08333333333333,81.6,116.94444444444444,60.69230769230769,110.0,87.07692307692308,105.0,120.77777777777777,81.33333333333333,86.64285714285714,81.08333333333333,69.5
1139,21.81,48.46,13.62,26.08,8.19,22.38,11.73,15.77,6.12,19.19,11.35,10.04,4.62,1.85,16.73,23.31,48.81,18.92,35.92,4.38,12.88,11.08,16.42,9.19,22.42,10.96,11.54,4.54,2.12,16.31,181.9090909090909,141.58333333333334,188.28571428571428,206.6,210.72727272727272,213.0,139.66666666666666,214.5,226.23076923076923,197.63636363636363,200.4,247.54545454545453,132.38888888888889,168.64285714285714,196.6,194.3846153846154,194.53846153846155,126.05555555555556,131.22222222222223,163.0,198.0,237.0,185.75,244.66666666666666,175.4,128.94444444444446,231.92307692307693,224.0,181.23076923076923,182.86666666666667,153.11111111111111,194.33333333333334,174.21428571428572,208.83333333333334,210.4
1140,22.11,54.0,15.11,34.29,7.0,19.71,12.54,17.5,11.39,21.96,11.82,14.68,5.75,3.39,18.5,25.0,54.86,18.89,38.04,6.11,16.82,13.32,19.46,11.46,23.21,14.71,13.75,7.36,3.39,16.82,193.0,181.5,216.28571428571428,202.5,184.27272727272728,187.9,138.5,212.83333333333334,221.07692307692307,207.8181818181818,172.2,202.1818181818182,173.66666666666666,201.42857142857142,210.93333333333334,242.30769230769232,197.6153846153846,105.44444444444444,145.11111111111111,250.5,177.5,253.11111111111111,202.66666666666666,220.08333333333334,142.4,194.61111111111111,255.3846153846154,139.0,176.23076923076923,216.5,214.11111111111111,169.16666666666666,214.92857142857142,180.33333333333334,207.1
1141,23.04,54.73,16.23,35.88,6.81,18.85,13.23,19.15,11.38,20.35,12.19,17.65,7.31,2.31,22.27,25.19,51.92,18.38,34.46,6.81,17.46,19.19,27.31,11.08,23.81,15.35,16.35,8.08,3.42,19.38,239.9090909090909,207.25,187.5,200.1,205.9090909090909,141.1,217.75,209.83333333333334,234.30769230769232,196.27272727272728,187.4,225.27272727272728,195.0,192.78571428571428,214.06666666666666,252.92307692307693,180.6153846153846,224.83333333333334,212.22222222222223,183.0,194.0,247.88888888888889,224.08333333333334,229.83333333333334,197.6,204.44444444444446,240.46153846153845,220.0,192.15384615384616,256.5625,184.77777777777777,181.5,217.78571428571428,188.33333333333334,216.2
1142,23.12,55.12,16.12,35.04,7.0,20.08,14.0,18.77,10.04,22.38,10.31,16.77,6.27,2.77,20.12,27.58,57.46,19.88,38.35,7.69,19.12,17.31,24.46,11.12,24.46,16.58,13.15,8.58,3.04,17.69,308.90909090909093,297.8333333333333,290.2142857142857,300.5,298.8181818181818,276.3,295.0,300.8333333333333,300.38461538461536,299.27272727272725,293.2,306.90909090909093,299.8888888888889,299.7142857142857,304.4,295.53846153846155,290.38461538461536,271.55555555555554,302.3333333333333,302.5,304.5,306.8888888888889,297.9166666666667,301.0833333333333,295.8,303.77777777777777,308.0769230769231,262.0,288.6923076923077,302.25,280.22222222222223,285.1666666666667,309.0,280.5833333333333,296.6
1143,25.45,56.69,21.66,44.83,3.79,11.86,12.76,20.34,12.0,22.86,14.55,14.9,4.86,3.38,17.55,25.69,59.0,19.0,40.21,6.69,18.79,12.76,17.52,11.97,22.83,15.62,13.9,6.28,3.1,18.93,118.72727272727273,107.58333333333333,111.57142857142857,109.7,85.72727272727273,110.5,102.75,91.58333333333333,114.53846153846153,117.36363636363636,80.1,104.0909090909091,122.77777777777777,119.35714285714286,102.06666666666666,113.76923076923077,96.76923076923077,84.61111111111111,102.61111111111111,103.0,96.75,131.55555555555554,101.25,118.0,89.2,118.22222222222223,137.92307692307693,81.0,88.07692307692308,143.3125,133.77777777777777,81.5,113.28571428571429,89.41666666666667,108.8
1144,22.93,56.3,18.11,41.15,4.81,15.15,11.59,18.63,13.7,22.7,10.81,18.78,6.48,1.48,20.56,27.19,56.78,18.67,33.44,8.52,23.33,13.59,20.74,11.0,23.48,17.41,14.48,10.33,5.56,19.7,321.72727272727275,300.4166666666667,296.14285714285717,321.1,319.27272727272725,243.7,323.9166666666667,314.25,308.61538461538464,314.0,310.7,317.09090909090907,318.1666666666667,307.64285714285717,309.46666666666664,310.15384615384613,299.38461538461536,323.22222222222223,315.0,299.5,316.75,322.0,321.8333333333333,303.5833333333333,319.8,309.6666666666667,297.46153846153845,322.0,313.2307692307692,281.625,263.1111111111111,308.0,309.07142857142856,316.1666666666667,316.8
