TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,ARG,BIH,BOB,BRZ,COL,DOL,DUN,DWH,ECK,ENT,ERD,GRN,GRS,HER,HOL,IMS,MAS,MKV,MOR,POM,RPI,RTH,SAG,SAU,SE,SEL,STR,TSR,WLK,WOB,WOL,WTE
1113,27.21,56.9,23.21,44.31,4.0,12.59,17.55,26.21,13.69,23.31,15.55,14.0,5.21,4.24,19.41,24.79,55.66,19.34,39.76,5.45,15.9,14.14,20.52,11.0,20.55,14.07,15.52,6.0,3.93,22.86,32.72727272727273,42.333333333333336,44.42857142857143,32.583333333333336,33.142857142857146,41.285714285714285,30.5,38.84615384615385,33.916666666666664,40.8,42.23076923076923,43.93333333333333,36.857142857142854,33.42857142857143,47.666666666666664,49.46153846153846,44.06666666666667,37.06666666666667,32.93333333333333,43.93333333333333,41.266666666666666,34.90909090909091,43.13333333333333,43.0,47.2,43.333333333333336,45.333333333333336,32.8,48.666666666666664,49.8,38.90909090909091,47.333333333333336
1114,23.86,53.21,17.07,34.93,6.79,18.29,15.54,22.43,10.54,22.86,11.5,15.96,6.61,2.36,20.5,24.86,56.21,18.89,39.07,5.96,17.14,14.39,20.79,11.86,22.61,12.39,15.46,5.89,3.29,20.46,169.0,144.8,143.0,153.08333333333334,143.14285714285714,139.42857142857142,146.28571428571428,132.84615384615384,151.83333333333334,167.0,146.6153846153846,146.53333333333333,149.14285714285714,155.71428571428572,142.77777777777777,158.07692307692307,148.8,174.2,162.0,156.4,152.2,150.27272727272728,158.46666666666667,160.26666666666668,144.73333333333332,141.46666666666667,160.0,141.0,164.6,137.46666666666667,139.27272727272728,148.33333333333334
1115,19.25,54.29,14.5,37.43,4.75,16.86,11.25,17.61,9.96,21.04,10.18,19.11,7.96,2.75,20.25,25.32,57.79,18.96,38.89,6.36,18.89,17.18,24.75,15.07,28.39,14.75,17.36,9.64,3.68,17.75,324.90909090909093,310.53333333333336,316.7142857142857,323.6666666666667,317.7142857142857,320.2857142857143,321.57142857142856,319.15384615384613,306.9166666666667,325.6666666666667,326.84615384615387,321.93333333333334,322.7142857142857,324.2857142857143,322.44444444444446,324.61538461538464,322.06666666666666,325.6666666666667,326.26666666666665,316.4,284.2,324.0,321.3333333333333,323.6,314.3333333333333,316.73333333333335,324.73333333333335,321.2,317.6,320.3333333333333,322.3636363636364,326.0
1116,21.82,55.57,15.75,36.0,6.07,19.57,11.93,19.57,14.54,23.43,9.82,16.68,6.46,3.54,20.93,22.07,52.68,16.36,35.46,5.71,17.21,16.68,24.5,10.32,22.21,11.57,13.29,7.46,3.89,18.14,139.8181818181818,152.86666666666667,152.5,102.41666666666667,142.0,150.57142857142858,66.85714285714286,122.92307692307692,104.91666666666667,118.66666666666667,49.38461538461539,158.26666666666668,164.0,128.85714285714286,176.77777777777777,133.46153846153845,148.6,110.46666666666667,78.2,135.2,97.6,111.27272727272727,137.53333333333333,134.06666666666666,168.66666666666666,129.93333333333334,119.26666666666667,126.4,153.4,137.8,128.72727272727272,192.0
1117,23.69,54.69,15.77,33.35,7.92,21.35,15.81,21.42,10.96,20.38,11.92,13.27,7.15,1.65,21.42,22.73,50.38,16.54,33.42,6.19,16.96,18.15,25.96,11.73,23.38,11.54,15.65,5.81,2.73,19.69,170.54545454545453,232.06666666666666,219.64285714285714,213.41666666666666,226.28571428571428,206.85714285714286,153.85714285714286,216.6153846153846,238.83333333333334,171.73333333333332,126.23076923076923,204.0,223.57142857142858,207.71428571428572,239.33333333333334,209.69230769230768,194.6,138.46666666666667,165.13333333333333,177.33333333333334,253.26666666666668,199.0,194.4,189.6,221.73333333333332,209.06666666666666,154.13333333333333,203.2,207.26666666666668,218.46666666666667,218.63636363636363,153.66666666666666
1119,19.6,47.6,13.72,31.08,5.88,16.52,8.6,12.72,7.92,21.56,11.72,17.36,5.56,1.6,19.32,21.8,50.52,13.32,28.56,8.48,21.96,15.4,21.84,10.64,21.96,12.96,12.88,7.12,3.52,16.76,314.8181818181818,317.06666666666666,304.42857142857144,320.8333333333333,317.85714285714283,311.7142857142857,316.2857142857143,318.15384615384613,314.3333333333333,321.0,322.9230769230769,316.8,317.7142857142857,319.0,318.0,312.15384615384613,318.4,319.1333333333333,318.8,322.26666666666665,314.53333333333336,318.3636363636364,318.93333333333334,319.2,313.93333333333334,319.2,317.93333333333334,311.0,312.6,312.0,311.90909090909093,322.6666666666667
1120,25.7,54.7,20.07,38.37,5.63,16.33,13.07,19.73,11.93,22.57,13.4,15.9,8.03,4.97,16.37,23.8,56.63,16.9,35.93,6.9,20.7,11.07,16.53,12.23,20.6,12.67,15.8,7.83,2.67,19.13,34.18181818181818,41.8,26.071428571428573,32.75,36.714285714285715,40.0,43.214285714285715,39.61538461538461,28.583333333333332,41.46666666666667,29.0,46.46666666666667,33.714285714285715,33.285714285714285,38.22222222222222,35.15384615384615,41.0,40.4,36.13333333333333,47.266666666666666,44.53333333333333,37.09090909090909,43.13333333333333,44.4,54.46666666666667,43.86666666666667,47.53333333333333,38.0,41.13333333333333,38.06666666666667,36.36363636363637,53.333333333333336
1122,23.56,52.07,17.56,34.89,6.0,17.19,16.59,24.0,10.63,24.22,13.41,15.22,7.04,4.67,18.67,24.3,56.78,18.0,39.22,6.3,17.56,12.81,18.67,11.67,22.52,13.33,14.0,6.81,3.26,20.26,138.1818181818182,98.53333333333333,105.28571428571429,129.33333333333334,82.0,75.42857142857143,134.71428571428572,86.61538461538461,96.33333333333333,196.93333333333334,218.92307692307693,83.6,83.28571428571429,104.42857142857143,79.11111111111111,144.6153846153846,100.33333333333333,195.26666666666668,185.8,137.26666666666668,89.13333333333334,123.0909090909091,120.46666666666667,126.93333333333334,69.13333333333334,111.4,171.26666666666668,76.2,110.46666666666667,89.4,103.0909090909091,142.0
1123,25.93,60.47,20.57,43.8,5.37,16.67,16.07,22.13,13.17,21.73,10.5,12.83,5.2,2.2,22.87,25.43,53.93,20.17,38.43,5.27,15.5,19.9,27.77,10.9,24.97,14.7,14.53,5.63,2.07,21.13,159.0909090909091,124.0,140.14285714285714,135.0,132.14285714285714,154.28571428571428,150.78571428571428,115.0,134.66666666666666,154.53333333333333,155.23076923076923,121.13333333333334,155.28571428571428,152.42857142857142,145.44444444444446,161.6153846153846,132.53333333333333,149.73333333333332,116.26666666666667,138.8,94.33333333333333,132.63636363636363,130.2,123.13333333333334,109.66666666666667,110.93333333333334,151.73333333333332,134.8,121.46666666666667,117.93333333333334,143.27272727272728,133.33333333333334
1124,23.61,58.0,14.54,31.46,9.07,26.54,12.71,17.54,11.71,23.18,14.21,13.29,8.32,2.96,15.75,26.54,58.86,21.11,42.14,5.43,16.71,9.89,15.14,12.14,25.46,13.82,14.68,5.57,3.07,16.64,117.81818181818181,118.53333333333333,110.5,117.58333333333333,110.0,118.57142857142857,94.5,113.53846153846153,134.08333333333334,113.06666666666666,111.46153846153847,139.8,116.85714285714286,103.71428571428571,139.33333333333334,110.0,130.73333333333332,109.2,82.26666666666667,118.46666666666667,130.06666666666666,108.36363636363636,117.33333333333333,128.73333333333332,133.93333333333334,112.26666666666667,107.4,100.2,132.4,106.26666666666667,110.36363636363636,122.0
1125,25.5,54.75,17.32,32.5,8.18,22.25,13.29,18.93,10.54,23.64,16.89,16.93,9.07,1.71,18.36,24.79,56.64,18.14,37.04,6.64,19.61,14.5,19.89,11.21,21.93,14.82,15.14,9.14,4.0,17.64,154.54545454545453,154.13333333333333,155.85714285714286,178.58333333333334,156.0,155.14285714285714,185.5,167.53846153846155,160.33333333333334,163.06666666666666,208.53846153846155,147.4,133.28571428571428,145.42857142857142,131.77777777777777,179.07692307692307,157.06666666666666,163.73333333333332,194.0,156.8,160.53333333333333,170.0,149.06666666666666,152.73333333333332,142.73333333333332,170.66666666666666,162.33333333333334,163.2,141.06666666666666,171.13333333333333,162.45454545454547,122.66666666666667
1126,23.1,55.9,17.4,39.97,5.7,15.93,12.8,18.47,12.3,20.43,10.97,15.87,8.27,1.8,19.43,25.63,54.4,19.6,37.07,6.03,17.33,15.6,22.37,12.17,23.37,13.6,16.5,7.7,3.57,16.9,306.8181818181818,280.6666666666667,277.14285714285717,292.25,310.0,317.42857142857144,314.14285714285717,298.0,287.0,303.8,318.15384615384613,274.53333333333336,302.7142857142857,310.85714285714283,305.55555555555554,305.3076923076923,304.73333333333335,302.53333333333336,314.46666666666664,312.53333333333336,268.8,313.72727272727275,290.46666666666664,294.8,272.26666666666665,288.3333333333333,303.2,320.4,282.73333333333335,297.2,310.0,308.6666666666667
1127,24.04,57.19,16.37,35.26,7.67,21.93,10.81,16.0,11.7,24.22,12.7,15.07,6.44,6.48,18.26,23.3,57.48,17.93,41.63,5.37,15.85,14.22,19.89,12.96,24.22,11.22,13.93,6.07,3.0,17.19,193.54545454545453,185.2,198.07142857142858,212.25,201.0,183.42857142857142,240.21428571428572,210.30769230769232,197.0,210.46666666666667,209.53846153846155,186.46666666666667,194.57142857142858,193.14285714285714,183.11111111111111,189.23076923076923,185.86666666666667,193.53333333333333,252.0,199.2,204.93333333333334,213.9090909090909,201.6,187.0,199.33333333333334,203.86666666666667,200.33333333333334,226.0,182.4,203.06666666666666,206.63636363636363,196.66666666666666
1128,22.04,49.77,14.35,28.12,7.69,21.65,16.08,22.23,10.65,21.46,13.38,15.65,7.88,3.96,18.08,22.81,52.23,17.38,37.15,5.42,15.08,13.65,19.15,11.15,20.58,11.27,15.08,6.96,2.42,20.12,192.63636363636363,185.26666666666668,167.0,187.5,180.42857142857142,202.57142857142858,247.14285714285714,204.6153846153846,169.25,214.06666666666666,225.46153846153845,182.86666666666667,160.42857142857142,181.71428571428572,148.55555555555554,195.3846153846154,197.06666666666666,227.06666666666666,253.2,205.86666666666667,212.53333333333333,217.8181818181818,198.06666666666666,202.66666666666666,183.86666666666667,214.2,202.33333333333334,194.6,189.0,184.66666666666666,187.54545454545453,176.33333333333334
1129,23.07,56.18,17.89,38.79,5.18,17.39,14.57,20.89,11.18,21.93,11.64,14.39,6.64,3.82,19.5,22.82,52.89,17.82,38.36,5.0,14.54,16.29,22.07,10.86,24.79,10.39,16.82,6.57,4.07,19.68,202.8181818181818,160.73333333333332,164.92857142857142,156.33333333333334,188.14285714285714,208.28571428571428,165.21428571428572,153.07692307692307,170.66666666666666,199.73333333333332,202.6153846153846,176.46666666666667,185.42857142857142,184.71428571428572,179.77777777777777,178.76923076923077,188.26666666666668,206.13333333333333,161.4,202.13333333333333,157.33333333333334,170.54545454545453,184.33333333333334,196.6,169.06666666666666,154.6,201.93333333333334,162.2,201.86666666666667,148.6,160.0,240.0
1130,27.97,59.66,21.97,42.24,6.0,17.41,17.72,25.66,13.79,22.07,17.0,13.34,7.0,2.9,18.97,27.1,60.66,20.48,41.62,6.62,19.03,15.52,21.48,14.31,21.9,15.38,14.45,6.93,3.45,20.48,67.72727272727273,58.53333333333333,59.857142857142854,55.833333333333336,63.285714285714285,54.714285714285715,61.92857142857143,71.0,55.916666666666664,62.733333333333334,76.46153846153847,55.666666666666664,60.42857142857143,59.0,60.111111111111114,52.23076923076923,59.86666666666667,57.0,50.6,67.26666666666667,48.0,64.63636363636364,51.733333333333334,52.4,58.93333333333333,62.666666666666664,57.2,65.6,54.46666666666667,67.0,73.45454545454545,44.666666666666664
1131,23.63,54.9,17.07,35.57,6.57,19.33,14.27,19.2,11.0,24.4,13.57,13.37,5.7,3.47,20.17,21.3,52.5,16.27,36.03,5.03,16.47,15.63,23.33,10.57,22.9,12.0,13.2,6.8,3.13,17.67,109.63636363636364,109.73333333333333,133.85714285714286,114.41666666666667,120.42857142857143,99.28571428571429,157.78571428571428,136.0,116.41666666666667,112.73333333333333,159.53846153846155,115.4,103.71428571428571,111.57142857142857,101.77777777777777,114.38461538461539,119.6,111.6,173.33333333333334,127.26666666666667,113.06666666666666,142.9090909090909,113.53333333333333,115.13333333333334,114.93333333333334,127.26666666666667,133.46666666666667,146.0,95.0,128.53333333333333,127.63636363636364,100.0
1132,21.22,48.37,14.96,31.26,6.26,17.11,17.78,24.11,8.67,22.11,12.74,16.67,7.15,2.52,22.19,23.41,52.81,17.07,34.44,6.33,18.37,17.48,24.04,11.19,22.19,13.0,14.48,8.04,3.11,20.74,156.27272727272728,171.73333333333332,178.14285714285714,170.25,177.42857142857142,149.71428571428572,165.21428571428572,156.76923076923077,135.75,175.4,205.76923076923077,156.33333333333334,190.57142857142858,191.0,182.22222222222223,176.23076923076923,154.8,171.73333333333332,117.06666666666666,165.53333333333333,166.66666666666666,154.63636363636363,153.6,167.66666666666666,147.13333333333333,173.66666666666666,177.2,152.8,170.6,165.86666666666667,149.54545454545453,152.33333333333334
1133,24.72,56.66,18.34,38.9,6.38,17.76,16.48,23.41,11.0,23.24,12.55,14.17,7.45,1.69,20.34,25.41,55.62,18.0,35.28,7.41,20.34,14.14,19.97,9.97,24.83,15.1,15.86,6.14,3.52,21.1,189.0,216.93333333333334,210.85714285714286,188.58333333333334,207.57142857142858,216.28571428571428,151.28571428571428,202.92307692307693,218.33333333333334,142.26666666666668,168.3846153846154,189.53333333333333,224.42857142857142,205.42857142857142,211.33333333333334,197.92307692307693,185.66666666666666,144.26666666666668,159.4,155.8,198.86666666666667,177.1818181818182,177.8,168.2,207.6,198.33333333333334,150.8,193.2,192.2,218.93333333333334,211.27272727272728,187.66666666666666
1135,24.39,52.86,17.82,35.11,6.57,17.75,18.61,25.0,9.54,23.36,14.57,15.68,7.64,3.68,17.61,26.36,58.61,19.57,37.64,6.79,20.96,12.57,17.79,11.57,22.68,14.25,15.21,7.93,2.57,20.61,187.72727272727272,213.46666666666667,214.07142857142858,218.83333333333334,170.14285714285714,141.85714285714286,166.0,215.3846153846154,194.5,210.8,261.0769230769231,188.2,162.0,165.14285714285714,172.33333333333334,210.84615384615384,196.86666666666667,204.0,210.26666666666668,197.13333333333333,232.46666666666667,202.0,205.46666666666667,203.0,199.06666666666666,227.8,194.73333333333332,183.4,204.4,232.6,199.63636363636363,179.0
1137,19.0,47.0,13.18,29.79,5.82,17.21,13.86,21.75,9.71,22.04,11.68,15.82,5.79,2.14,17.79,21.21,49.29,15.32,32.57,5.89,16.71,11.0,16.07,8.64,22.46,12.14,15.21,7.61,2.32,19.93,222.27272727272728,218.13333333333333,226.28571428571428,226.75,220.14285714285714,213.85714285714286,215.57142857142858,244.92307692307693,215.25,209.33333333333334,163.0,218.4,224.28571428571428,220.42857142857142,216.66666666666666,215.15384615384616,215.0,205.06666666666666,231.4,212.13333333333333,218.8,236.0909090909091,225.6,213.73333333333332,231.0,221.93333333333334,206.13333333333333,242.0,201.0,219.46666666666667,238.27272727272728,221.0
1138,23.29,57.93,17.89,39.46,5.39,18.46,12.86,19.14,13.57,22.64,12.64,14.5,6.43,2.07,22.71,25.25,53.21,19.57,36.64,5.68,16.57,16.04,25.57,11.29,24.54,14.68,13.25,7.11,3.39,17.14,276.3636363636364,280.6666666666667,270.7142857142857,281.25,292.57142857142856,288.85714285714283,217.28571428571428,273.61538461538464,298.6666666666667,226.13333333333333,195.30769230769232,261.8666666666667,303.14285714285717,295.7142857142857,298.6666666666667,280.84615384615387,264.3333333333333,225.53333333333333,212.53333333333333,246.4,296.6,258.72727272727275,249.8,250.8,275.73333333333335,276.53333333333336,240.0,280.6,273.3333333333333,285.26666666666665,280.09090909090907,254.33333333333334
1139,24.07,50.66,15.59,28.79,8.48,21.86,11.97,16.55,7.83,20.38,12.97,10.41,6.34,1.86,16.07,23.03,51.62,18.14,37.45,4.9,14.17,9.97,15.0,10.45,20.21,9.62,12.0,4.76,2.86,16.83,25.727272727272727,20.333333333333332,28.571428571428573,48.25,31.571428571428573,26.714285714285715,79.57142857142857,26.307692307692307,45.333333333333336,22.133333333333333,51.92307692307692,19.8,34.0,36.857142857142854,25.0,38.84615384615385,18.866666666666667,29.0,50.53333333333333,30.266666666666666,42.6,37.36363636363637,23.133333333333333,22.733333333333334,14.866666666666667,23.866666666666667,47.06666666666667,33.2,20.8,24.133333333333333,27.545454545454547,24.666666666666668
1140,24.03,51.26,17.84,35.13,6.19,16.13,18.19,24.16,10.87,24.42,13.42,13.74,6.94,2.52,21.42,20.97,51.26,15.97,35.03,5.0,16.23,16.74,23.48,10.42,20.19,10.77,14.48,5.48,2.23,21.39,26.636363636363637,25.8,27.357142857142858,23.083333333333332,19.714285714285715,33.714285714285715,45.857142857142854,30.384615384615383,17.75,20.733333333333334,35.07692307692308,26.866666666666667,18.142857142857142,22.714285714285715,19.11111111111111,32.23076923076923,27.8,23.2,43.666666666666664,26.533333333333335,16.933333333333334,33.90909090909091,23.266666666666666,24.733333333333334,25.866666666666667,24.666666666666668,34.06666666666667,30.6,24.266666666666666,27.333333333333332,33.18181818181818,23.666666666666668
1141,26.62,52.69,19.79,34.76,6.83,17.93,19.28,25.17,10.59,23.28,15.62,18.24,7.1,4.0,20.97,26.34,57.93,21.38,44.03,4.97,13.9,15.59,21.97,12.24,18.9,11.79,16.07,8.45,2.48,21.69,61.0,53.266666666666666,55.857142857142854,83.58333333333333,47.142857142857146,41.714285714285715,92.92857142857143,59.76923076923077,64.25,114.2,135.6153846153846,56.733333333333334,57.285714285714285,66.42857142857143,58.666666666666664,83.84615384615384,60.93333333333333,103.2,120.26666666666667,96.06666666666666,79.8,75.63636363636364,72.8,70.06666666666666,46.8,63.2,91.33333333333333,61.6,56.666666666666664,61.4,63.36363636363637,56.333333333333336
1142,23.59,55.55,17.17,35.34,6.41,20.21,13.93,19.45,11.52,23.38,12.45,15.83,6.97,3.83,19.45,24.21,56.83,19.34,42.34,4.86,14.48,15.1,21.52,12.97,23.93,12.9,15.14,7.76,2.31,18.17,222.63636363636363,213.4,227.07142857142858,223.83333333333334,199.14285714285714,186.28571428571428,183.78571428571428,197.84615384615384,207.0,229.86666666666667,260.9230769230769,216.8,198.85714285714286,202.28571428571428,201.44444444444446,219.76923076923077,221.0,240.33333333333334,210.53333333333333,233.73333333333332,226.26666666666668,198.1818181818182,230.0,235.0,218.2,213.66666666666666,226.6,176.0,239.93333333333334,209.66666666666666,194.0909090909091,226.33333333333334
1143,27.34,58.72,20.93,41.69,6.41,17.03,13.38,19.52,11.24,24.38,16.0,14.17,6.55,2.79,17.1,25.38,58.79,18.28,37.34,7.1,21.45,11.9,17.45,11.17,23.0,16.03,14.93,5.93,2.52,19.1,39.81818181818182,33.93333333333333,52.642857142857146,46.25,23.571428571428573,19.0,31.642857142857142,30.615384615384617,41.416666666666664,61.06666666666667,39.92307692307692,49.666666666666664,29.428571428571427,33.857142857142854,28.11111111111111,41.84615384615385,36.93333333333333,63.53333333333333,44.8,42.53333333333333,48.86666666666667,25.454545454545453,47.733333333333334,46.6,37.13333333333333,43.46666666666667,53.86666666666667,19.6,44.0,38.46666666666667,21.272727272727273,56.0
1144,22.96,52.08,16.69,34.15,6.27,17.92,12.85,18.38,7.85,19.85,14.5,16.0,6.19,2.73,16.58,29.15,58.42,21.69,39.88,7.46,18.54,12.46,17.62,12.54,24.77,18.12,14.58,9.77,3.04,17.69,312.0,277.4,295.07142857142856,308.9166666666667,317.0,313.7142857142857,304.42857142857144,288.0769230769231,307.8333333333333,305.4,300.6923076923077,281.46666666666664,315.57142857142856,316.42857142857144,315.3333333333333,294.2307692307692,294.73333333333335,305.8666666666667,311.6,285.8,296.46666666666664,303.0,291.0,289.6,277.53333333333336,287.93333333333334,304.4,309.2,292.2,281.8666666666667,303.6363636363636,319.6666666666667
1145,26.39,60.14,20.46,42.89,5.93,17.25,11.54,16.36,11.5,25.25,15.64,14.32,8.14,3.39,19.36,24.71,59.68,17.79,39.71,6.93,19.96,14.79,21.36,13.21,24.86,13.61,14.29,7.18,3.61,16.46,203.8181818181818,192.13333333333333,184.78571428571428,192.83333333333334,232.42857142857142,238.57142857142858,197.71428571428572,218.23076923076923,218.83333333333334,147.53333333333333,109.92307692307692,176.46666666666667,226.28571428571428,213.0,221.33333333333334,189.46153846153845,186.46666666666667,147.73333333333332,204.53333333333333,176.46666666666667,183.66666666666666,208.9090909090909,177.73333333333332,165.8,192.26666666666668,191.0,163.8,249.6,166.06666666666666,208.93333333333334,226.0909090909091,215.33333333333334
