TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,ARG,BD,BIH,BOB,CNG,COL,DOL,DWH,ECK,ENT,GRN,GRS,HER,HOL,JON,MAS,MGY,MKV,MOR,NOR,POM,RAG,REI,RM,RPI,RTH,SAG,SAU,SEL,SIM,TSR,WLK,WOB,WOL
1113,23.93,55.48,17.96,37.78,5.96,17.7,20.26,27.56,12.11,23.48,15.78,15.11,5.56,3.19,20.93,26.59,59.04,20.15,41.0,6.44,18.04,16.96,24.07,12.74,22.93,17.22,14.07,7.15,3.3,23.56,155.63636363636363,149.75,130.3125,139.1818181818182,95.72727272727273,154.33333333333334,135.64285714285714,121.75,170.2,112.5625,125.3076923076923,95.21428571428571,128.33333333333334,105.83333333333333,153.6,104.16666666666667,112.28571428571429,110.92307692307692,90.3076923076923,157.875,100.11111111111111,82.5,176.4,140.85714285714286,148.69230769230768,114.0,117.16666666666667,115.38461538461539,114.61538461538461,225.27272727272728,121.81818181818181,126.73333333333333,126.3125,136.66666666666666
1114,22.96,52.73,17.96,37.19,5.0,15.54,18.96,26.5,12.69,22.85,11.54,15.62,6.15,3.08,20.73,22.27,52.88,15.81,34.27,6.46,18.62,15.92,22.58,11.65,20.88,11.12,16.54,6.31,3.19,22.31,151.63636363636363,198.0,220.5,185.8181818181818,171.45454545454547,183.66666666666666,204.57142857142858,215.41666666666666,185.2,179.6875,195.30769230769232,143.5,196.6,218.0,171.8,184.66666666666666,200.14285714285714,165.69230769230768,151.92307692307693,150.75,187.66666666666666,256.5,105.6,174.28571428571428,217.23076923076923,172.0,189.0,192.30769230769232,174.76923076923077,119.18181818181819,186.27272727272728,190.66666666666666,200.875,178.77777777777777
1115,18.93,55.0,13.89,36.96,5.04,18.04,9.33,14.63,10.81,23.85,9.96,19.22,5.52,2.44,21.04,24.85,59.07,19.22,40.7,5.63,18.37,19.04,27.33,15.0,28.56,13.89,13.56,9.85,3.04,15.93,324.90909090909093,305.0625,314.5625,323.8181818181818,326.0,321.55555555555554,322.92857142857144,316.1666666666667,319.4,325.6875,321.15384615384613,307.85714285714283,324.8,314.0,324.5,324.3333333333333,324.7857142857143,325.84615384615387,325.84615384615387,325.75,325.1111111111111,312.5,326.0,323.57142857142856,310.84615384615387,325.22222222222223,321.77777777777777,325.2307692307692,323.53846153846155,325.0,321.6363636363636,321.8666666666667,319.4375,323.22222222222223
1116,24.21,58.18,17.79,37.71,6.43,20.46,14.0,20.61,13.04,21.5,12.96,13.79,7.86,3.86,19.82,23.71,54.61,17.29,35.64,6.43,18.96,14.75,22.21,12.93,23.79,13.71,16.54,5.79,3.32,18.93,94.0909090909091,105.4375,99.25,90.18181818181819,88.63636363636364,102.77777777777777,110.57142857142857,84.5,92.4,124.3125,105.6923076923077,63.285714285714285,83.73333333333333,71.5,110.3,108.38888888888889,97.42857142857143,107.3076923076923,101.84615384615384,123.125,100.72222222222223,42.0,107.4,89.85714285714286,92.92307692307692,80.0,113.61111111111111,104.61538461538461,90.23076923076923,148.1818181818182,79.54545454545455,102.66666666666667,82.0,86.66666666666667
1117,24.62,56.0,17.58,36.23,7.04,19.77,16.54,22.54,12.65,23.85,11.19,15.73,6.54,2.88,21.0,23.0,55.65,16.08,34.62,6.92,21.04,17.04,25.15,13.31,22.19,12.12,15.19,6.31,2.81,19.42,130.0,115.125,120.9375,139.1818181818182,170.36363636363637,145.33333333333334,128.35714285714286,124.41666666666667,141.6,149.0,134.84615384615384,90.35714285714286,127.6,83.0,143.2,130.55555555555554,130.92857142857142,167.53846153846155,160.84615384615384,154.75,138.61111111111111,74.5,127.8,138.85714285714286,152.0,152.77777777777777,129.61111111111111,143.69230769230768,128.30769230769232,206.45454545454547,134.27272727272728,132.06666666666666,104.1875,143.88888888888889
1119,16.12,45.28,10.48,28.32,5.64,16.96,11.36,17.12,6.48,21.36,9.48,17.08,5.84,1.84,18.12,22.36,52.04,15.6,33.0,6.76,19.04,12.8,19.24,11.48,25.68,12.88,14.16,7.92,4.12,18.48,320.8181818181818,317.9375,316.5625,321.6363636363636,321.6363636363636,319.0,319.92857142857144,310.3333333333333,317.6,315.875,319.53846153846155,286.42857142857144,312.46666666666664,316.5,321.2,320.8333333333333,319.64285714285717,322.2307692307692,322.2307692307692,323.75,321.1666666666667,275.5,324.8,317.14285714285717,317.38461538461536,320.44444444444446,321.72222222222223,322.0,322.15384615384613,315.0,318.0,318.6666666666667,300.5,317.55555555555554
1120,25.0,57.07,18.39,37.68,6.61,19.39,13.39,20.21,14.82,22.32,15.32,15.93,8.71,4.79,16.79,23.68,54.61,16.71,35.54,6.96,19.07,11.25,16.93,11.57,20.96,12.96,16.39,8.14,2.79,19.79,53.0,74.375,68.3125,55.27272727272727,35.0,74.0,77.71428571428571,54.833333333333336,61.7,44.875,67.07692307692308,28.428571428571427,45.0,48.333333333333336,75.4,58.22222222222222,52.357142857142854,43.69230769230769,42.30769230769231,66.0,50.05555555555556,8.0,50.0,62.857142857142854,60.30769230769231,48.2,53.0,56.15384615384615,56.38461538461539,125.9090909090909,55.09090909090909,56.86666666666667,50.6875,58.888888888888886
1122,22.5,52.18,16.79,34.36,5.71,17.82,13.46,19.54,10.0,24.18,12.32,13.61,6.5,4.11,17.79,21.79,52.68,16.18,35.61,5.61,17.07,12.0,17.11,9.61,23.0,11.89,13.43,6.29,2.14,19.11,93.0909090909091,133.9375,144.375,125.63636363636364,149.0,115.11111111111111,119.14285714285714,175.75,98.3,132.0,127.84615384615384,126.5,164.6,232.16666666666666,91.0,127.05555555555556,140.5,130.0,143.30769230769232,99.875,145.44444444444446,233.5,113.4,114.42857142857143,147.84615384615384,138.0,128.33333333333334,134.84615384615384,148.84615384615384,101.72727272727273,146.45454545454547,129.46666666666667,160.3125,122.88888888888889
1123,24.0,57.11,18.86,41.93,5.14,15.18,16.96,23.04,11.75,23.25,12.43,12.93,5.75,2.07,20.46,24.11,56.25,17.86,36.68,6.25,19.57,16.39,23.21,12.82,24.43,14.61,14.57,5.57,3.25,20.61,164.36363636363637,152.375,150.1875,158.1818181818182,142.8181818181818,155.88888888888889,161.57142857142858,145.66666666666666,152.2,145.25,156.92307692307693,118.14285714285714,166.53333333333333,199.5,145.3,147.55555555555554,138.57142857142858,155.15384615384616,137.15384615384616,138.875,126.27777777777777,156.5,161.0,151.28571428571428,159.15384615384616,142.88888888888889,139.66666666666666,154.15384615384616,167.92307692307693,102.0909090909091,156.8181818181818,161.0,163.1875,149.66666666666666
1124,21.81,52.48,16.04,33.81,5.78,18.67,12.93,18.56,12.19,19.48,11.63,15.26,7.19,2.67,16.37,26.26,55.41,19.85,37.44,6.41,17.96,11.33,16.74,12.89,21.59,14.93,13.93,7.33,3.07,17.44,270.1818181818182,270.4375,266.0625,231.1818181818182,219.0909090909091,232.66666666666666,262.57142857142856,250.58333333333334,254.3,265.375,260.38461538461536,192.35714285714286,234.93333333333334,217.16666666666666,268.0,235.27777777777777,272.5,257.61538461538464,170.3846153846154,288.625,247.88888888888889,210.0,260.8,215.42857142857142,232.3846153846154,219.11111111111111,249.55555555555554,261.2307692307692,224.53846153846155,267.0,234.0,274.1333333333333,229.5625,238.0
1125,24.71,54.57,15.0,27.25,9.71,27.32,13.18,19.04,9.79,23.36,16.39,14.36,8.64,2.36,17.79,23.89,55.86,17.96,36.46,5.93,19.39,11.79,17.57,12.07,23.5,13.11,16.07,7.71,3.21,18.75,70.45454545454545,80.4375,84.125,93.0909090909091,112.18181818181819,86.33333333333333,90.57142857142857,101.41666666666667,76.2,95.1875,70.3076923076923,48.214285714285715,92.46666666666667,70.83333333333333,86.2,96.44444444444444,73.0,99.46153846153847,144.15384615384616,67.0,95.66666666666667,82.5,85.0,87.85714285714286,89.07692307692308,87.0,103.22222222222223,79.76923076923077,93.61538461538461,73.54545454545455,77.45454545454545,78.13333333333334,84.625,77.0
1126,20.9,53.41,14.83,34.17,6.07,19.24,11.14,15.93,10.72,21.24,10.55,15.9,8.31,2.1,18.34,23.9,52.41,17.59,35.0,6.31,17.41,12.76,19.41,10.66,24.14,13.34,16.14,7.55,2.83,16.1,314.0,307.125,299.75,316.8181818181818,306.3636363636364,316.22222222222223,314.35714285714283,301.4166666666667,319.3,300.4375,316.2307692307692,242.5,309.6,300.0,317.3,312.77777777777777,307.5,312.9230769230769,314.7692307692308,305.5,309.8888888888889,244.5,309.4,321.42857142857144,306.3076923076923,315.0,303.22222222222223,310.84615384615387,317.38461538461536,276.8181818181818,318.90909090909093,305.93333333333334,310.4375,317.3333333333333
1127,21.0,51.63,15.63,34.7,5.37,16.93,12.7,19.87,11.9,23.33,10.47,16.97,6.73,5.23,18.8,21.63,52.73,16.07,34.77,5.57,17.97,14.0,19.57,10.9,22.57,11.77,15.5,6.93,3.23,18.37,246.54545454545453,224.125,245.9375,239.54545454545453,257.54545454545456,218.55555555555554,243.07142857142858,238.16666666666666,216.0,271.0,244.07692307692307,163.07142857142858,222.4,215.83333333333334,256.8,248.33333333333334,256.64285714285717,263.9230769230769,248.3846153846154,229.75,261.3888888888889,263.5,230.8,241.71428571428572,214.0,239.11111111111111,262.1111111111111,252.76923076923077,239.3846153846154,186.27272727272728,239.27272727272728,241.8,235.75,225.88888888888889
1128,24.28,50.84,15.56,30.72,8.72,20.12,15.04,21.64,10.88,23.76,14.92,15.88,7.36,3.0,19.56,22.64,53.72,16.52,34.04,6.12,19.68,14.4,20.92,10.84,19.4,10.88,14.4,7.12,3.4,20.64,118.18181818181819,136.8125,157.4375,158.45454545454547,204.36363636363637,142.44444444444446,154.92857142857142,183.33333333333334,148.3,212.5,172.53846153846155,82.85714285714286,156.46666666666667,135.66666666666666,158.2,185.61111111111111,188.5,203.15384615384616,213.53846153846155,125.0,213.61111111111111,157.5,96.2,145.14285714285714,180.76923076923077,183.0,194.66666666666666,180.3846153846154,178.07692307692307,123.36363636363636,178.0909090909091,146.66666666666666,140.4375,163.33333333333334
1129,25.04,56.68,18.29,37.25,6.75,19.43,15.61,21.11,11.36,22.57,13.43,12.82,6.46,2.89,17.36,24.21,54.75,19.43,39.68,4.79,15.07,14.18,19.04,9.75,22.96,11.61,14.21,5.25,2.29,18.54,85.81818181818181,67.625,67.125,83.54545454545455,91.81818181818181,84.88888888888889,75.5,80.5,96.1,74.9375,77.46153846153847,58.92857142857143,86.73333333333333,75.33333333333333,67.0,87.77777777777777,67.92857142857143,77.6923076923077,96.23076923076923,83.75,81.0,65.0,72.4,85.14285714285714,91.61538461538461,86.66666666666667,81.11111111111111,75.0,80.38461538461539,93.45454545454545,86.0909090909091,75.06666666666666,75.4375,89.77777777777777
1130,24.25,53.47,20.5,41.72,3.75,11.75,16.5,24.31,12.81,23.72,15.91,13.38,7.03,3.03,15.91,23.25,57.56,17.31,39.22,5.94,18.34,11.31,16.12,13.22,20.22,12.41,14.03,7.19,3.59,19.97,46.81818181818182,31.1875,27.5625,34.54545454545455,54.81818181818182,32.111111111111114,33.214285714285715,34.833333333333336,28.2,44.8125,40.61538461538461,25.5,31.133333333333333,22.5,44.7,43.05555555555556,52.92857142857143,57.30769230769231,49.0,59.625,54.833333333333336,13.0,61.8,33.285714285714285,19.307692307692307,40.8,38.05555555555556,47.46153846153846,33.07692307692308,77.9090909090909,35.27272727272727,40.333333333333336,27.8125,33.666666666666664
1131,24.11,55.61,17.96,37.21,6.14,18.39,12.71,18.36,11.61,23.43,14.57,12.14,7.89,3.68,18.64,20.18,49.82,14.93,33.36,5.25,16.46,13.18,20.46,10.07,23.14,11.07,15.75,6.39,2.89,17.0,76.27272727272727,90.3125,89.4375,92.0,127.9090909090909,79.22222222222223,82.0,125.08333333333333,85.0,108.0625,98.92307692307692,59.357142857142854,98.53333333333333,113.33333333333333,90.6,113.11111111111111,125.5,104.3076923076923,134.46153846153845,77.625,126.22222222222223,181.5,60.8,88.42857142857143,104.92307692307692,120.44444444444444,102.22222222222223,109.38461538461539,109.84615384615384,46.90909090909091,98.72727272727273,100.46666666666667,121.4375,89.77777777777777
1132,23.0,51.66,16.41,33.83,6.59,17.83,17.31,22.52,10.45,23.21,14.69,16.24,5.28,3.72,24.14,23.38,54.48,17.45,38.24,5.93,16.24,18.97,27.34,11.86,21.24,14.1,12.93,7.83,3.0,19.86,210.36363636363637,233.9375,222.375,212.1818181818182,186.9090909090909,208.55555555555554,210.57142857142858,213.16666666666666,217.9,219.625,203.0,182.21428571428572,233.6,265.1666666666667,193.3,199.88888888888889,227.14285714285714,200.69230769230768,153.46153846153845,194.75,201.5,286.5,170.2,207.28571428571428,220.3846153846154,190.88888888888889,199.0,209.3846153846154,204.53846153846155,158.72727272727272,198.9090909090909,220.4,213.25,198.88888888888889
1133,21.3,52.73,15.1,33.93,6.2,18.8,17.1,23.6,10.7,23.1,12.17,15.63,7.23,1.87,21.7,22.9,52.07,17.23,34.0,5.67,18.07,16.43,24.07,10.17,24.57,14.33,15.83,6.83,3.43,21.43,205.54545454545453,135.25,123.1875,158.0,156.54545454545453,162.33333333333334,139.71428571428572,128.66666666666666,206.2,169.125,154.0,108.0,142.33333333333334,117.66666666666667,177.4,155.72222222222223,154.07142857142858,164.84615384615384,142.84615384615384,211.0,157.38888888888889,99.0,208.4,184.71428571428572,155.53846153846155,160.77777777777777,147.38888888888889,157.0,147.84615384615384,171.9090909090909,155.0,180.26666666666668,133.8125,169.66666666666666
1135,25.46,56.96,17.73,36.08,7.73,20.88,12.92,18.38,8.96,23.42,15.58,15.23,8.92,3.15,18.42,25.85,58.77,18.5,38.54,7.35,20.23,13.77,19.81,12.35,25.65,14.54,16.5,7.96,3.23,18.35,234.36363636363637,246.25,235.75,229.54545454545453,238.0,220.77777777777777,224.35714285714286,257.9166666666667,219.7,256.6875,237.07692307692307,185.0,243.6,277.6666666666667,220.1,227.72222222222223,233.14285714285714,249.15384615384616,192.76923076923077,182.75,228.77777777777777,292.0,207.0,224.85714285714286,230.92307692307693,234.77777777777777,241.61111111111111,239.69230769230768,264.38461538461536,182.27272727272728,249.63636363636363,237.33333333333334,255.5625,234.11111111111111
1137,22.78,49.3,17.96,33.33,4.81,15.96,13.59,20.56,9.85,23.22,12.7,16.37,8.33,2.19,19.56,20.96,50.04,15.22,32.78,5.74,17.26,13.85,20.74,9.52,20.56,12.41,15.15,8.52,2.85,18.67,217.45454545454547,273.25,276.8125,256.3636363636364,219.1818181818182,255.66666666666666,263.2857142857143,276.1666666666667,237.4,210.0625,262.7692307692308,202.35714285714286,257.8,314.3333333333333,234.0,256.5,244.35714285714286,209.92307692307693,217.92307692307693,177.375,238.05555555555554,309.5,129.4,262.85714285714283,262.84615384615387,261.55555555555554,242.05555555555554,251.84615384615384,271.3076923076923,172.63636363636363,272.54545454545456,256.6,276.75,264.77777777777777
1138,26.59,57.55,20.14,40.52,6.45,17.03,15.38,22.86,12.72,23.07,13.21,15.03,8.0,2.86,21.83,24.48,53.14,18.48,36.9,6.0,16.24,16.48,23.83,10.14,22.55,13.52,16.59,6.72,3.21,21.14,171.1818181818182,172.5625,168.5,170.0,160.63636363636363,167.55555555555554,182.92857142857142,179.91666666666666,168.2,164.5625,163.69230769230768,107.07142857142857,158.46666666666667,157.5,187.2,179.5,155.21428571428572,150.84615384615384,172.92307692307693,141.75,169.94444444444446,164.0,165.6,172.57142857142858,160.15384615384616,171.55555555555554,183.72222222222223,156.92307692307693,166.46153846153845,135.36363636363637,178.63636363636363,153.4,182.3125,174.66666666666666
1139,21.48,51.9,13.34,28.1,8.14,23.79,11.1,14.59,9.66,19.93,11.21,10.24,5.34,1.97,18.9,20.69,46.24,15.34,32.07,5.34,14.17,13.66,20.07,8.69,22.1,10.48,12.55,4.31,2.66,16.41,192.72727272727272,178.375,171.1875,190.1818181818182,156.0909090909091,179.33333333333334,172.78571428571428,180.66666666666666,209.0,141.125,167.53846153846155,141.85714285714286,189.0,211.16666666666666,172.4,144.94444444444446,147.92857142857142,156.6153846153846,117.76923076923077,157.25,130.05555555555554,180.5,142.6,191.0,194.69230769230768,162.77777777777777,136.88888888888889,167.76923076923077,175.6153846153846,204.0909090909091,176.72727272727272,179.46666666666667,184.5625,170.11111111111111
1140,25.19,51.74,19.81,36.19,5.37,15.56,16.44,22.56,9.96,23.44,14.67,14.0,7.19,3.26,19.11,23.56,52.22,17.81,35.44,5.74,16.78,12.52,18.26,8.74,19.96,12.52,14.67,6.74,2.11,19.74,38.36363636363637,38.625,42.8125,42.27272727272727,31.181818181818183,48.0,39.142857142857146,66.83333333333333,41.8,26.125,33.53846153846154,25.857142857142858,40.2,27.333333333333332,33.9,31.0,29.214285714285715,24.76923076923077,34.76923076923077,27.125,25.944444444444443,51.5,23.0,49.57142857142857,34.61538461538461,42.4,30.555555555555557,27.923076923076923,40.0,38.45454545454545,49.72727272727273,30.533333333333335,46.9375,50.22222222222222
1141,23.93,55.86,16.69,35.48,7.24,20.38,13.59,20.1,9.97,21.45,14.1,17.28,6.03,1.9,22.31,27.79,56.9,21.24,39.72,6.55,17.17,17.45,25.62,12.69,25.69,15.76,16.69,7.72,3.48,20.31,292.72727272727275,257.0,269.6875,280.90909090909093,265.6363636363636,292.6666666666667,259.2142857142857,240.58333333333334,284.5,276.25,268.84615384615387,241.35714285714286,271.73333333333335,255.5,278.6,236.83333333333334,261.7142857142857,270.53846153846155,181.46153846153845,307.625,251.0,235.0,298.0,281.57142857142856,256.3076923076923,268.77777777777777,241.05555555555554,275.46153846153845,256.0,299.45454545454544,260.72727272727275,283.93333333333334,266.3125,278.44444444444446
1142,25.0,56.69,18.77,38.0,6.23,18.69,13.81,19.88,10.31,23.04,13.35,15.04,7.77,3.15,19.19,25.81,58.77,19.73,40.54,6.08,18.23,15.54,22.69,13.62,24.62,14.62,15.46,8.15,2.73,18.0,212.36363636363637,174.25,164.625,194.27272727272728,165.36363636363637,209.11111111111111,175.07142857142858,154.5,219.7,151.9375,168.46153846153845,134.0,178.4,162.33333333333334,194.1,161.16666666666666,168.57142857142858,159.53846153846155,189.76923076923077,227.875,160.44444444444446,105.5,207.0,198.42857142857142,187.23076923076923,181.55555555555554,161.38888888888889,168.30769230769232,160.84615384615384,214.45454545454547,167.27272727272728,169.33333333333334,167.0625,188.33333333333334
1143,24.11,55.14,19.57,40.5,4.54,14.64,14.14,22.54,12.36,22.79,13.79,14.07,6.18,2.93,19.29,23.18,53.25,16.61,35.79,6.57,17.46,14.32,19.68,9.75,23.29,14.93,14.39,5.89,3.18,19.18,111.36363636363636,111.0,101.0,94.54545454545455,65.45454545454545,99.66666666666667,113.0,101.66666666666667,94.6,76.6875,92.15384615384616,70.5,101.2,89.66666666666667,105.4,88.38888888888889,80.85714285714286,72.07692307692308,69.6923076923077,109.0,79.05555555555556,129.0,142.0,84.0,79.46153846153847,76.9,88.55555555555556,83.61538461538461,79.76923076923077,134.36363636363637,86.72727272727273,89.33333333333333,105.375,93.22222222222223
1144,25.15,63.78,19.37,44.48,5.78,19.3,12.74,19.3,13.63,23.44,13.56,16.96,7.74,1.41,21.93,29.78,61.07,20.37,37.19,9.41,23.89,16.52,23.74,12.26,28.56,19.04,16.56,10.07,5.26,19.52,319.90909090909093,311.0625,315.25,315.90909090909093,317.8181818181818,316.1111111111111,319.7142857142857,300.5,317.0,312.25,315.3076923076923,298.85714285714283,315.6666666666667,321.1666666666667,316.6,318.77777777777777,317.92857142857144,314.38461538461536,321.0769230769231,320.0,318.6666666666667,306.5,319.4,316.14285714285717,316.6923076923077,313.22222222222223,317.6111111111111,317.7692307692308,314.53846153846155,307.1818181818182,311.6363636363636,319.3333333333333,315.9375,313.1111111111111
