TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,BIH,BOB,BPI,CNG,COL,CPA,CPR,DC,DC2,DCI,DOK,DOL,DUN,GRN,HKB,ISR,JEN,KEL,KLK,KMV,KPK,KRA,LMC,LYN,MAS,MB,MKV,MOR,NOL,PGH,PIG,POM,REI,REW,RPI,RT,RTB,RTH,RTR,SAG,SAU,SE,SPW,STH,STR,TW,WIL,WLK,WOB,WOL
1113,22.56,50.03,14.38,27.78,8.19,22.25,13.44,18.94,8.69,23.19,13.88,11.66,6.66,2.5,16.5,20.41,50.84,14.91,33.59,5.5,17.25,12.16,17.81,10.41,21.5,12.19,12.94,5.5,2.44,17.53,59.888888888888886,33.84615384615385,61.63636363636363,29.1,63.285714285714285,39.0,50.0,44.625,38.111111111111114,36.0,31.68421052631579,63.0,44.875,63.94736842105263,43.57142857142857,71.26666666666667,52.46666666666667,48.733333333333334,26.666666666666668,45.642857142857146,43.18181818181818,58.333333333333336,44.45454545454545,51.8,65.64285714285714,63.357142857142854,22.928571428571427,24.526315789473685,65.53333333333333,53.73684210526316,58.63157894736842,28.2,29.25,67.9090909090909,87.13333333333334,34.4375,58.5625,56.857142857142854,84.33333333333333,48.94736842105263,59.07142857142857,68.11111111111111,62.42857142857143,61.416666666666664,58.4,74.08333333333333,60.2,68.6923076923077,57.5,74.92857142857143
1114,21.68,51.75,15.57,35.61,6.11,16.14,16.61,23.82,9.61,23.57,11.39,13.46,4.71,2.54,20.14,25.25,56.46,17.46,34.64,7.79,21.82,15.61,22.46,11.39,24.21,15.46,11.82,5.32,3.43,19.82,293.8888888888889,263.7692307692308,285.54545454545456,258.2,281.14285714285717,270.0,282.0,312.875,249.44444444444446,267.22222222222223,244.73684210526315,272.2857142857143,262.375,243.68421052631578,254.64285714285714,271.26666666666665,264.0,261.06666666666666,250.53333333333333,266.2142857142857,274.27272727272725,282.3333333333333,257.90909090909093,271.46666666666664,276.42857142857144,260.42857142857144,246.42857142857142,250.73684210526315,298.3333333333333,227.6315789473684,252.94736842105263,249.26666666666668,239.16666666666666,294.0,253.6,244.75,262.1875,256.7857142857143,253.73333333333332,243.6315789473684,259.85714285714283,247.77777777777777,299.42857142857144,280.25,287.8,274.1666666666667,254.86666666666667,278.84615384615387,284.1666666666667,273.42857142857144
1115,21.59,52.53,17.5,39.06,4.09,13.47,17.12,25.81,12.59,25.62,12.53,16.94,6.84,3.44,22.78,20.56,50.56,15.5,35.12,5.06,15.44,18.5,27.88,9.19,22.41,11.72,14.12,7.91,4.38,21.03,259.6666666666667,229.23076923076923,260.6363636363636,227.3,265.0,237.0,277.0,228.5,217.11111111111111,252.66666666666666,248.3684210526316,268.2857142857143,280.875,272.57894736842104,263.42857142857144,258.8,223.0,279.06666666666666,223.13333333333333,274.2857142857143,251.45454545454547,264.8333333333333,172.45454545454547,259.4,253.35714285714286,286.35714285714283,216.28571428571428,266.2631578947368,262.0,282.36842105263156,245.42105263157896,222.8,214.16666666666666,262.8181818181818,220.93333333333334,245.125,275.125,283.2857142857143,223.46666666666667,260.2631578947368,247.92857142857142,273.72222222222223,236.42857142857142,230.58333333333334,241.2,230.0,277.0,236.23076923076923,254.33333333333334,262.64285714285717
1116,25.91,58.09,19.62,40.0,6.28,18.09,16.62,24.44,10.97,23.5,13.75,13.72,7.25,4.06,18.69,25.78,59.69,18.5,40.12,7.28,19.56,15.09,20.88,12.38,24.72,12.97,14.66,6.62,4.62,20.44,154.88888888888889,116.84615384615384,129.54545454545453,121.1,148.21428571428572,98.0,101.0,108.125,106.88888888888889,97.88888888888889,127.15789473684211,168.5,78.125,166.94736842105263,147.42857142857142,166.6,178.13333333333333,144.4,148.33333333333334,138.42857142857142,108.36363636363636,106.33333333333333,184.45454545454547,149.53333333333333,164.57142857142858,135.35714285714286,142.92857142857142,89.84210526315789,173.6,134.94736842105263,129.05263157894737,144.86666666666667,137.75,132.9090909090909,191.66666666666666,129.375,164.3125,137.28571428571428,189.2,145.31578947368422,162.85714285714286,169.05555555555554,149.0,161.08333333333334,89.2,90.91666666666667,143.6,176.6153846153846,109.66666666666667,180.92857142857142
1117,24.07,54.76,18.83,39.17,5.24,15.59,14.52,22.07,11.41,25.97,12.48,13.69,4.83,4.03,18.62,24.03,57.76,18.83,40.34,5.21,17.41,14.24,20.34,11.48,23.55,12.59,11.86,7.03,3.17,19.86,188.44444444444446,188.15384615384616,185.36363636363637,205.1,186.0,198.0,207.0,173.0,192.77777777777777,191.33333333333334,204.94736842105263,193.14285714285714,198.25,198.68421052631578,183.14285714285714,183.86666666666667,205.46666666666667,191.2,197.53333333333333,190.35714285714286,189.8181818181818,192.83333333333334,208.54545454545453,218.33333333333334,199.71428571428572,188.92857142857142,204.21428571428572,248.73684210526315,163.26666666666668,200.6315789473684,204.57894736842104,201.26666666666668,185.25,177.36363636363637,179.93333333333334,177.625,170.75,187.78571428571428,181.4,202.6315789473684,201.42857142857142,193.66666666666666,161.71428571428572,196.41666666666666,184.0,158.33333333333334,182.06666666666666,195.3846153846154,191.66666666666666,187.42857142857142
1119,22.0,53.29,16.46,36.39,5.54,16.89,10.71,16.36,10.21,21.46,11.5,14.64,8.29,2.46,20.25,19.32,46.5,12.5,26.07,6.82,20.43,15.68,22.39,9.25,23.96,11.46,17.14,5.64,3.11,17.21,213.88888888888889,230.6153846153846,219.45454545454547,228.8,190.42857142857142,272.0,285.0,261.5,218.11111111111111,260.77777777777777,234.31578947368422,194.07142857142858,269.75,204.78947368421052,198.07142857142858,189.93333333333334,201.46666666666667,208.6,190.53333333333333,211.28571428571428,260.0,256.6666666666667,204.45454545454547,171.13333333333333,214.71428571428572,216.07142857142858,210.0,220.57894736842104,159.4,222.73684210526315,229.26315789473685,201.86666666666667,232.75,204.36363636363637,194.0,204.875,203.9375,228.57142857142858,194.26666666666668,213.6315789473684,213.14285714285714,204.27777777777777,206.85714285714286,226.58333333333334,242.0,224.83333333333334,205.66666666666666,209.07692307692307,252.5,182.35714285714286
1120,26.23,59.42,17.9,34.06,8.32,25.35,14.26,21.81,12.0,22.87,12.9,13.81,7.84,2.84,20.03,25.94,56.71,19.03,37.26,6.9,19.45,15.45,21.74,10.87,24.87,13.35,15.13,6.71,3.74,18.52,149.55555555555554,111.76923076923077,139.0909090909091,113.4,141.5,99.0,99.0,143.375,108.88888888888889,93.77777777777777,107.94736842105263,152.0,99.0,136.6315789473684,134.28571428571428,145.4,137.86666666666667,133.46666666666667,113.0,131.5,116.36363636363636,124.33333333333333,145.0909090909091,105.0,142.21428571428572,128.85714285714286,125.57142857142857,86.89473684210526,162.53333333333333,121.73684210526316,113.3157894736842,118.66666666666667,112.41666666666667,141.72727272727272,150.6,112.3125,127.3125,122.71428571428571,148.26666666666668,121.52631578947368,138.42857142857142,138.16666666666666,151.71428571428572,148.83333333333334,107.4,130.66666666666666,130.46666666666667,148.53846153846155,131.16666666666666,163.5
1122,23.97,53.9,17.83,36.67,6.13,17.23,17.13,24.67,10.97,22.67,13.1,14.3,5.93,3.13,17.3,26.2,58.17,19.03,39.07,7.17,19.1,13.8,19.83,12.5,23.57,13.67,13.37,7.23,4.03,20.73,162.11111111111111,167.23076923076923,158.72727272727272,200.5,151.78571428571428,188.0,178.0,159.25,178.22222222222223,202.33333333333334,173.94736842105263,146.21428571428572,199.375,162.21052631578948,169.71428571428572,142.66666666666666,207.53333333333333,165.4,191.26666666666668,166.0,180.0909090909091,164.83333333333334,191.36363636363637,197.66666666666666,162.21428571428572,148.78571428571428,190.5,197.68421052631578,176.2,145.8421052631579,177.05263157894737,190.13333333333333,170.0,165.36363636363637,117.26666666666667,149.0,141.9375,163.57142857142858,117.86666666666666,167.68421052631578,182.14285714285714,144.38888888888889,154.71428571428572,167.66666666666666,187.4,127.91666666666667,146.33333333333334,170.6153846153846,164.66666666666666,146.64285714285714
1123,20.31,49.41,16.52,39.07,3.79,10.34,15.9,23.03,10.34,24.72,10.83,14.55,4.93,3.1,17.93,22.21,55.45,16.28,36.17,5.93,19.28,12.28,17.83,11.48,22.45,13.03,11.66,6.72,3.31,20.1,202.44444444444446,200.92307692307693,183.72727272727272,227.3,185.14285714285714,210.0,194.0,187.125,235.88888888888889,218.44444444444446,222.3684210526316,206.78571428571428,217.875,216.57894736842104,214.21428571428572,190.73333333333332,235.86666666666667,198.93333333333334,248.73333333333332,198.71428571428572,201.0,171.16666666666666,240.1818181818182,227.2,208.57142857142858,187.28571428571428,232.64285714285714,239.57894736842104,205.46666666666667,209.73684210526315,228.1578947368421,238.8,237.83333333333334,173.63636363636363,222.2,234.375,191.125,200.85714285714286,219.6,219.47368421052633,215.92857142857142,205.33333333333334,190.57142857142858,201.08333333333334,213.4,204.91666666666666,194.13333333333333,207.0,171.33333333333334,200.28571428571428
1124,27.16,56.16,20.13,37.94,7.03,18.23,15.35,20.94,12.19,26.45,13.65,14.0,6.39,6.94,18.06,22.97,59.03,16.19,39.0,6.77,20.03,13.84,20.48,13.0,19.61,12.84,12.1,6.1,2.48,18.71,18.0,29.384615384615383,26.818181818181817,26.3,30.357142857142858,14.0,9.0,12.0,18.444444444444443,12.88888888888889,31.63157894736842,20.0,15.5,31.526315789473685,32.642857142857146,36.8,36.666666666666664,31.866666666666667,38.0,31.142857142857142,22.636363636363637,17.0,22.0,20.266666666666666,24.571428571428573,26.857142857142858,35.357142857142854,43.89473684210526,33.266666666666666,31.105263157894736,30.736842105263158,35.53333333333333,34.083333333333336,17.818181818181817,40.13333333333333,42.625,43.8125,22.5,40.06666666666667,36.73684210526316,26.142857142857142,31.166666666666668,19.285714285714285,33.333333333333336,16.0,24.416666666666668,24.666666666666668,30.53846153846154,15.166666666666666,23.785714285714285
1125,24.61,54.81,16.74,31.94,7.87,22.87,16.0,23.74,11.97,25.13,14.35,16.55,7.16,2.97,19.19,24.29,58.77,19.1,41.65,5.19,17.13,14.74,21.84,13.0,22.35,12.1,14.48,8.48,4.45,20.61,165.66666666666666,153.30769230769232,171.8181818181818,143.8,151.21428571428572,146.0,176.0,147.75,123.22222222222223,184.66666666666666,129.52631578947367,151.57142857142858,176.0,155.73684210526315,138.92857142857142,145.93333333333334,138.6,147.6,132.06666666666666,149.57142857142858,165.0909090909091,172.5,119.18181818181819,140.93333333333334,153.42857142857142,177.85714285714286,126.71428571428571,205.42105263157896,113.26666666666667,161.10526315789474,148.57894736842104,125.66666666666667,123.5,181.8181818181818,151.4,128.6875,149.5,172.21428571428572,151.53333333333333,135.0,148.14285714285714,150.44444444444446,137.14285714285714,149.16666666666666,136.0,184.41666666666666,168.66666666666666,139.3846153846154,160.0,142.92857142857142
1126,21.3,51.07,17.53,39.47,3.77,11.6,12.1,18.83,11.6,20.7,9.83,12.73,6.47,3.43,17.93,20.37,47.6,14.37,31.8,6.0,15.8,14.17,21.8,10.47,22.2,10.9,13.53,5.87,3.53,15.77,229.66666666666666,261.3076923076923,226.9090909090909,278.6,221.64285714285714,281.0,280.0,244.0,279.3333333333333,295.77777777777777,287.5263157894737,226.78571428571428,305.625,264.0,248.85714285714286,214.73333333333332,272.3333333333333,219.2,275.8666666666667,224.64285714285714,268.6363636363636,257.6666666666667,260.54545454545456,267.8666666666667,260.0,238.64285714285714,284.85714285714283,284.94736842105266,214.8,248.73684210526315,287.8421052631579,286.53333333333336,275.6666666666667,230.54545454545453,233.33333333333334,261.75,216.875,263.2857142857143,234.06666666666666,267.8421052631579,267.2142857142857,244.16666666666666,212.0,264.6666666666667,285.8,253.58333333333334,232.53333333333333,238.0,249.33333333333334,222.71428571428572
1127,22.41,52.97,17.28,35.34,5.14,17.62,11.72,17.52,11.48,23.31,9.93,14.28,5.28,3.97,17.07,24.14,56.1,16.86,35.55,7.28,20.55,12.62,18.55,12.17,22.31,13.17,11.21,6.41,2.59,16.62,253.77777777777777,279.2307692307692,246.1818181818182,274.1,262.5,287.0,269.0,237.125,265.6666666666667,247.22222222222223,272.2631578947368,260.5,254.125,240.21052631578948,278.2857142857143,256.93333333333334,269.1333333333333,244.0,296.6,249.78571428571428,261.8181818181818,252.5,277.54545454545456,293.06666666666666,261.64285714285717,260.7857142857143,291.2142857142857,225.0,265.1333333333333,240.42105263157896,227.1578947368421,286.8666666666667,283.6666666666667,241.54545454545453,239.73333333333332,260.625,259.1875,266.57142857142856,238.8,266.0,266.64285714285717,254.83333333333334,244.71428571428572,263.5833333333333,267.4,231.5,260.53333333333336,263.84615384615387,255.16666666666666,250.14285714285714
1129,27.94,60.84,22.06,43.13,5.87,17.71,12.26,18.13,11.77,24.23,16.0,14.35,7.48,3.71,16.97,27.19,59.52,20.74,41.97,6.45,17.55,12.48,18.39,10.97,23.87,13.42,14.58,6.16,2.9,16.19,196.77777777777777,182.0,197.27272727272728,172.5,195.57142857142858,143.0,167.0,227.625,184.11111111111111,180.55555555555554,173.78947368421052,188.21428571428572,159.875,184.0,171.42857142857142,202.86666666666667,180.73333333333332,181.93333333333334,181.2,183.42857142857142,178.0909090909091,195.5,186.9090909090909,169.53333333333333,177.92857142857142,186.28571428571428,166.64285714285714,163.89473684210526,186.53333333333333,182.68421052631578,180.73684210526315,174.13333333333333,179.66666666666666,204.27272727272728,210.93333333333334,193.625,191.875,174.0,211.13333333333333,175.8421052631579,175.64285714285714,182.55555555555554,211.85714285714286,167.33333333333334,172.4,220.83333333333334,187.06666666666666,196.15384615384616,202.0,187.42857142857142
1130,25.74,57.61,20.61,41.9,5.13,15.71,12.58,17.58,12.94,23.32,15.0,12.71,5.0,3.48,16.9,24.71,56.71,19.87,40.65,4.84,16.06,11.81,17.58,10.84,20.68,11.74,11.71,6.06,4.65,17.61,96.66666666666667,85.84615384615384,98.27272727272727,76.1,106.71428571428571,65.0,75.0,106.5,67.11111111111111,78.44444444444444,77.47368421052632,98.0,63.625,84.10526315789474,86.14285714285714,108.2,91.86666666666666,93.46666666666667,73.6,98.0,87.0,86.0,92.36363636363636,66.46666666666667,96.07142857142857,87.78571428571429,77.21428571428571,55.94736842105263,118.26666666666667,85.57894736842105,70.84210526315789,74.46666666666667,76.58333333333333,107.27272727272727,104.86666666666666,82.8125,114.9375,84.57142857142857,103.13333333333334,78.89473684210526,91.71428571428571,91.16666666666667,125.42857142857143,97.33333333333333,83.8,54.833333333333336,87.66666666666667,100.53846153846153,91.66666666666667,101.35714285714286
1131,23.22,57.41,14.88,34.16,8.34,23.25,16.03,21.94,11.12,25.62,11.0,13.5,6.97,3.06,21.44,22.5,55.22,16.66,36.44,5.84,18.78,16.03,23.91,11.38,26.34,12.16,14.53,5.94,3.28,19.44,157.88888888888889,174.3846153846154,160.9090909090909,164.9,168.07142857142858,159.0,193.0,159.75,143.33333333333334,142.0,170.52631578947367,160.71428571428572,186.0,179.10526315789474,161.57142857142858,163.53333333333333,170.66666666666666,179.8,170.0,175.92857142857142,178.72727272727272,172.16666666666666,162.0909090909091,181.0,168.07142857142858,169.35714285714286,164.85714285714286,164.68421052631578,156.33333333333334,172.6315789473684,149.0,161.4,161.5,166.45454545454547,153.13333333333333,160.4375,202.625,172.78571428571428,153.4,176.52631578947367,171.71428571428572,179.33333333333334,153.28571428571428,170.91666666666666,170.2,181.16666666666666,167.66666666666666,161.23076923076923,173.5,169.78571428571428
1132,23.07,52.17,18.83,38.97,4.24,13.21,12.45,18.59,10.97,22.69,13.0,14.03,6.79,3.31,16.34,23.17,53.24,15.48,32.45,7.69,20.79,12.55,18.38,10.62,21.62,15.0,12.97,7.14,3.28,17.45,165.55555555555554,209.46153846153845,175.63636363636363,216.1,174.5,219.0,179.0,196.5,222.0,182.11111111111111,219.31578947368422,174.57142857142858,191.0,186.1578947368421,211.92857142857142,175.0,203.2,169.66666666666666,227.93333333333334,171.92857142857142,182.63636363636363,175.5,214.63636363636363,227.0,173.07142857142858,170.07142857142858,230.35714285714286,206.57894736842104,181.2,181.0,190.21052631578948,224.93333333333334,234.25,164.1818181818182,181.8,235.75,191.75,185.0,182.0,207.52631578947367,193.14285714285714,182.27777777777777,186.42857142857142,186.33333333333334,187.4,166.0,181.06666666666666,178.84615384615384,175.5,163.0
1133,23.26,52.94,17.23,36.0,6.03,16.94,14.9,20.03,9.13,23.81,11.94,12.03,6.29,2.74,16.71,23.39,56.9,16.19,33.55,7.19,23.35,13.42,17.35,11.84,23.06,13.26,12.19,5.77,2.06,18.0,123.22222222222223,121.61538461538461,111.36363636363636,131.5,119.14285714285714,118.0,104.0,114.5,123.66666666666667,117.33333333333333,125.73684210526316,129.35714285714286,108.0,113.52631578947368,118.92857142857143,114.46666666666667,138.73333333333332,114.53333333333333,122.06666666666666,120.14285714285714,112.27272727272727,107.33333333333333,149.72727272727272,120.26666666666667,124.71428571428571,106.14285714285714,135.0,110.15789473684211,151.73333333333332,97.84210526315789,126.36842105263158,136.53333333333333,130.0,123.18181818181819,103.2,135.375,114.0625,108.85714285714286,104.33333333333333,114.78947368421052,125.64285714285714,103.94444444444444,127.14285714285714,134.33333333333334,113.6,64.0,105.46666666666667,126.07692307692308,109.16666666666667,120.0
