TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,7OT,ARG,ATP,BAR,BBT,BIH,BNZ,BWE,CBR,COL,DAV,DCI,DII,DOK,DOL,DUN,EBP,EMK,FAS,HAS,INC,JJK,JNG,KCX,KLK,KPK,KRA,LAW,LMC,LOG,MAS,MB,MMG,MOR,NET,NOL,OMN,PGH,PIR,POM,REW,RME,RMS,RPI,RT,RTH,RTP,RWP,SAG,SEL,SFX,SMS,SPR,SRS,STH,STY,TPR,TRK,TRP,WIL,WLK,WMV,WOB,WOL
1112,29.38,59.26,20.79,36.76,8.59,22.5,15.32,21.62,8.82,27.29,19.18,13.12,6.12,3.21,17.03,25.85,63.29,17.82,38.79,8.03,24.5,11.76,16.47,8.76,21.56,12.76,11.68,7.88,3.41,19.29,6.0,9.466666666666667,10.941176470588236,14.375,8.5625,8.3125,8.38888888888889,10.555555555555555,11.5,9.733333333333333,12.444444444444445,7.8,12.666666666666666,7.777777777777778,8.222222222222221,7.055555555555555,12.222222222222221,9.38888888888889,8.933333333333334,10.666666666666666,9.055555555555555,9.76923076923077,7.611111111111111,8.0,11.375,8.944444444444445,9.428571428571429,9.0,10.333333333333334,8.428571428571429,7.055555555555555,7.4,14.4,9.0,11.0,9.733333333333333,8.4,10.222222222222221,8.333333333333334,11.61111111111111,5.5,16.923076923076923,10.058823529411764,11.0,11.0625,10.285714285714286,8.266666666666667,7.833333333333333,11.722222222222221,9.444444444444445,8.11111111111111,8.571428571428571,8.88888888888889,7.571428571428571,7.555555555555555,9.142857142857142,9.866666666666667,8.5,9.777777777777779,7.222222222222222,9.066666666666666,7.714285714285714,8.571428571428571,10.285714285714286
1113,25.0,60.47,17.5,36.56,7.5,23.91,12.82,18.62,9.35,23.71,14.24,11.53,7.26,4.68,18.53,23.21,58.29,15.56,35.53,7.65,22.76,13.65,19.44,9.85,24.94,12.5,13.71,6.18,3.0,18.06,104.11111111111111,42.733333333333334,57.529411764705884,53.4375,59.8125,40.375,57.833333333333336,54.55555555555556,67.58333333333333,38.53333333333333,61.666666666666664,60.4,63.166666666666664,62.55555555555556,41.44444444444444,41.5,57.166666666666664,56.333333333333336,45.333333333333336,56.888888888888886,57.166666666666664,48.38461538461539,46.05555555555556,59.4,46.3125,48.666666666666664,58.285714285714285,73.0,59.0,52.714285714285715,47.44444444444444,36.733333333333334,62.1,62.5,53.06666666666667,49.333333333333336,78.0,45.55555555555556,57.916666666666664,58.888888888888886,60.0,46.53846153846154,49.94117647058823,57.0,74.3125,51.214285714285715,54.46666666666667,58.0,55.0,47.0,59.05555555555556,46.714285714285715,49.05555555555556,55.285714285714285,48.888888888888886,57.42857142857143,46.8,59.44444444444444,53.5,53.666666666666664,47.0,53.714285714285715,56.42857142857143,48.92857142857143
1114,27.38,61.79,21.38,43.31,6.0,18.48,14.52,19.69,9.66,22.79,14.9,12.38,6.79,2.17,19.86,28.66,59.14,19.62,36.28,9.03,22.86,14.59,21.86,9.07,24.14,15.24,13.52,6.21,3.9,17.93,328.0,330.6666666666667,293.29411764705884,326.1875,339.4375,341.5,336.0,333.8888888888889,329.9166666666667,344.8,335.8888888888889,316.8,337.77777777777777,333.1111111111111,333.3333333333333,329.55555555555554,332.8333333333333,321.44444444444446,343.6666666666667,326.1111111111111,328.55555555555554,342.53846153846155,330.6666666666667,326.6,334.375,338.3333333333333,343.14285714285717,322.0,328.3333333333333,332.07142857142856,324.22222222222223,338.26666666666665,326.4,327.77777777777777,330.73333333333335,332.4,322.8,342.6111111111111,333.25,329.3888888888889,339.75,338.46153846153845,341.88235294117646,339.0,335.9375,342.14285714285717,341.93333333333334,335.1666666666667,321.1111111111111,342.3333333333333,324.1111111111111,337.07142857142856,324.77777777777777,336.07142857142856,333.55555555555554,327.57142857142856,330.46666666666664,330.27777777777777,333.8333333333333,334.3888888888889,339.0,340.42857142857144,342.85714285714283,334.14285714285717
1115,21.63,56.3,14.04,31.89,7.59,24.41,14.11,19.04,8.11,21.26,11.7,14.96,7.56,2.52,20.63,24.56,54.22,17.85,34.81,6.7,19.41,16.78,23.48,8.3,25.19,14.48,14.7,8.44,3.56,16.89,338.77777777777777,305.0,341.1764705882353,315.1875,320.0625,320.625,329.77777777777777,331.77777777777777,346.0,319.0,329.8888888888889,341.6666666666667,348.0,341.3888888888889,318.44444444444446,342.44444444444446,342.72222222222223,344.22222222222223,333.06666666666666,300.94444444444446,336.8888888888889,329.15384615384613,313.94444444444446,322.2,313.5,318.6111111111111,335.7142857142857,334.0,339.3333333333333,296.7857142857143,347.77777777777777,327.8666666666667,319.2,346.1666666666667,318.1333333333333,337.46666666666664,320.0,322.44444444444446,336.5833333333333,337.8888888888889,316.25,341.9230769230769,330.47058823529414,353.0,316.375,333.64285714285717,294.4,314.5,346.44444444444446,320.6666666666667,337.1666666666667,316.2142857142857,326.6111111111111,323.35714285714283,312.6666666666667,322.42857142857144,280.53333333333336,323.8888888888889,338.77777777777777,337.44444444444446,312.2,324.57142857142856,323.7142857142857,320.14285714285717
1116,27.06,56.91,21.97,40.85,5.09,16.06,15.21,22.06,8.67,23.7,13.42,12.52,8.39,5.24,19.12,23.39,55.76,18.27,39.0,5.12,16.76,15.48,21.7,8.03,21.3,10.33,13.64,6.64,2.76,18.79,28.22222222222222,17.266666666666666,12.117647058823529,16.6875,19.0625,28.9375,14.61111111111111,16.72222222222222,14.916666666666666,22.333333333333332,15.222222222222221,19.4,17.61111111111111,19.27777777777778,32.111111111111114,18.333333333333332,13.166666666666666,22.61111111111111,22.066666666666666,21.055555555555557,15.166666666666666,27.846153846153847,23.22222222222222,16.4,16.125,17.666666666666668,35.142857142857146,19.0,23.0,18.142857142857142,23.72222222222222,34.266666666666666,15.5,18.666666666666668,20.666666666666668,22.733333333333334,20.8,20.833333333333332,15.916666666666666,16.27777777777778,44.0,21.384615384615383,29.764705882352942,30.0,15.5625,26.642857142857142,22.8,24.166666666666668,17.61111111111111,25.444444444444443,14.555555555555555,18.571428571428573,26.77777777777778,16.214285714285715,18.666666666666668,20.428571428571427,25.333333333333332,20.055555555555557,15.333333333333334,23.22222222222222,17.666666666666668,20.285714285714285,31.571428571428573,32.357142857142854
1117,22.4,53.57,16.2,35.63,6.2,17.93,12.7,18.8,8.77,22.7,11.9,10.9,6.07,3.13,16.73,23.87,54.13,17.2,35.83,6.67,18.3,14.07,18.83,8.07,23.63,11.67,9.97,6.0,3.3,17.03,313.77777777777777,299.73333333333335,303.1764705882353,295.6875,289.0625,287.6875,266.3333333333333,284.0,279.0833333333333,281.0,304.3333333333333,270.4,273.8888888888889,280.6111111111111,285.77777777777777,258.6111111111111,309.6111111111111,292.6666666666667,288.6,277.5,286.0,280.6923076923077,269.72222222222223,289.6,288.8125,294.72222222222223,293.14285714285717,279.0,278.0,311.0,279.8888888888889,303.0,299.4,281.1111111111111,295.2,270.1333333333333,275.4,277.05555555555554,302.9166666666667,299.3333333333333,278.25,287.6923076923077,284.1764705882353,317.0,289.875,288.5,291.4,289.8333333333333,276.5,289.8888888888889,278.3888888888889,303.64285714285717,285.1111111111111,293.7857142857143,295.0,285.7142857142857,302.53333333333336,293.1111111111111,296.5,262.0,296.4,293.57142857142856,286.85714285714283,292.5
1119,26.03,55.16,18.74,34.26,7.29,20.9,12.06,17.29,6.84,24.19,12.48,12.32,5.0,2.13,16.16,26.13,57.94,18.87,36.0,7.26,21.94,11.45,16.52,7.32,22.26,13.71,10.13,6.9,3.26,16.32,165.77777777777777,274.3333333333333,283.70588235294116,258.5,260.8125,283.125,278.77777777777777,275.44444444444446,260.3333333333333,281.6666666666667,270.3333333333333,270.3333333333333,275.6111111111111,256.3888888888889,283.44444444444446,267.1666666666667,255.22222222222223,253.05555555555554,273.8,257.3333333333333,270.8333333333333,264.53846153846155,254.83333333333334,259.6,278.1875,270.55555555555554,274.7142857142857,247.0,232.33333333333334,232.85714285714286,293.44444444444446,284.06666666666666,240.0,259.72222222222223,261.2,265.06666666666666,260.6,300.44444444444446,251.0,265.22222222222223,277.75,253.15384615384616,294.7647058823529,246.0,245.9375,290.5,265.6,244.83333333333334,265.1666666666667,284.77777777777777,259.3333333333333,273.2142857142857,287.3333333333333,268.5,271.1111111111111,271.57142857142856,268.1333333333333,241.72222222222223,265.6111111111111,301.22222222222223,255.46666666666667,262.57142857142856,272.85714285714283,272.92857142857144
1120,25.81,58.59,19.31,37.88,6.5,20.72,14.59,20.78,9.84,22.97,14.19,11.88,8.0,5.09,19.22,22.97,56.44,17.41,37.12,5.56,19.31,15.56,22.06,10.16,21.62,11.19,12.59,7.19,3.25,17.72,12.777777777777779,23.133333333333333,24.823529411764707,26.0,21.5625,25.8125,23.166666666666668,23.055555555555557,22.75,19.666666666666668,26.77777777777778,22.666666666666668,21.61111111111111,26.0,25.444444444444443,29.055555555555557,22.055555555555557,15.777777777777779,24.533333333333335,25.666666666666668,26.833333333333332,27.0,23.666666666666668,25.4,24.4375,22.666666666666668,36.714285714285715,34.0,33.0,29.142857142857142,20.38888888888889,29.066666666666666,27.4,25.77777777777778,32.8,28.333333333333332,23.4,22.11111111111111,22.583333333333332,21.0,39.0,19.23076923076923,33.23529411764706,33.0,25.75,29.428571428571427,22.333333333333332,28.666666666666668,26.944444444444443,26.666666666666668,16.11111111111111,24.285714285714285,28.27777777777778,29.5,20.666666666666668,28.714285714285715,33.733333333333334,23.333333333333332,22.88888888888889,22.11111111111111,23.0,28.571428571428573,33.0,31.571428571428573
1122,22.89,56.82,16.07,34.93,6.82,21.89,11.0,14.86,7.64,19.39,11.57,10.5,6.54,3.04,16.71,26.0,53.46,19.54,34.68,6.46,18.79,14.71,19.79,8.25,24.43,14.0,12.21,6.21,2.71,14.79,281.55555555555554,292.0,319.8235294117647,293.6875,288.875,297.6875,307.55555555555554,289.8333333333333,248.66666666666666,283.8666666666667,265.55555555555554,307.2,291.72222222222223,295.0,291.1666666666667,317.22222222222223,293.1111111111111,290.8333333333333,288.06666666666666,285.94444444444446,289.1111111111111,299.0769230769231,283.8888888888889,324.6,292.3125,298.1666666666667,313.85714285714283,337.0,339.3333333333333,281.0,293.1666666666667,300.93333333333334,314.3,286.27777777777777,296.8,313.53333333333336,323.6,275.5,293.9166666666667,274.27777777777777,315.75,292.9230769230769,292.47058823529414,323.0,279.1875,287.5,269.8,323.1666666666667,293.5,296.77777777777777,314.27777777777777,302.2857142857143,304.77777777777777,301.85714285714283,301.44444444444446,322.7142857142857,279.93333333333334,286.8333333333333,288.94444444444446,293.3888888888889,276.1333333333333,321.42857142857144,312.57142857142856,299.2142857142857
1123,25.67,55.53,18.13,35.1,7.53,20.43,16.13,23.47,8.87,23.1,12.67,11.63,5.3,3.53,16.77,25.97,58.2,18.53,38.87,7.43,19.33,13.33,18.23,8.33,22.03,9.7,11.23,6.1,2.6,20.3,130.33333333333334,141.53333333333333,161.11764705882354,143.4375,143.5,147.9375,185.83333333333334,161.11111111111111,133.41666666666666,146.13333333333333,147.55555555555554,162.93333333333334,184.77777777777777,166.5,153.61111111111111,178.66666666666666,154.22222222222223,159.83333333333334,155.0,148.55555555555554,161.0,132.23076923076923,147.05555555555554,157.2,156.3125,169.77777777777777,141.42857142857142,164.0,156.33333333333334,135.21428571428572,171.11111111111111,151.06666666666666,150.5,158.77777777777777,134.53333333333333,157.2,172.2,168.05555555555554,157.91666666666666,169.0,126.0,125.23076923076923,154.0,158.0,157.625,146.92857142857142,150.8,134.83333333333334,148.88888888888889,136.77777777777777,170.5,133.64285714285714,153.5,152.28571428571428,139.33333333333334,149.85714285714286,160.13333333333333,160.0,171.05555555555554,184.16666666666666,153.0,146.57142857142858,138.85714285714286,128.64285714285714
1124,25.72,57.59,16.03,31.53,9.69,26.06,16.03,21.41,9.75,20.47,14.5,11.97,6.66,2.38,17.38,25.47,56.19,18.62,34.94,6.84,21.25,12.47,17.62,8.72,20.5,15.38,12.91,6.28,2.94,18.53,20.444444444444443,20.4,23.941176470588236,25.5,20.4375,20.25,11.38888888888889,11.055555555555555,30.083333333333332,23.066666666666666,20.88888888888889,14.266666666666667,13.5,10.166666666666666,17.61111111111111,15.833333333333334,7.777777777777778,13.5,18.466666666666665,18.0,13.61111111111111,20.692307692307693,11.777777777777779,10.4,15.0,11.666666666666666,9.0,12.0,15.0,21.0,10.444444444444445,17.066666666666666,12.3,15.5,17.866666666666667,13.0,16.6,16.22222222222222,13.416666666666666,14.166666666666666,15.0,13.692307692307692,13.823529411764707,16.0,18.5625,14.928571428571429,17.333333333333332,14.833333333333334,9.833333333333334,17.333333333333332,11.555555555555555,15.5,11.944444444444445,13.571428571428571,13.444444444444445,10.571428571428571,31.733333333333334,14.055555555555555,10.555555555555555,11.555555555555555,19.2,11.428571428571429,9.428571428571429,17.142857142857142
1125,28.1,59.45,18.52,34.81,9.58,24.65,10.48,14.45,6.97,23.26,15.23,10.97,6.9,3.1,15.81,26.87,59.61,19.74,39.61,7.13,20.0,11.58,17.45,8.71,23.32,13.16,11.65,5.87,3.55,14.77,107.66666666666667,136.66666666666666,106.82352941176471,144.375,138.5625,127.75,125.55555555555556,124.22222222222223,160.66666666666666,123.46666666666667,154.77777777777777,110.0,136.05555555555554,127.83333333333333,130.88888888888889,134.22222222222223,133.72222222222223,128.16666666666666,141.46666666666667,151.61111111111111,137.05555555555554,113.6923076923077,148.88888888888889,123.2,144.8125,136.0,115.57142857142857,121.0,129.33333333333334,143.5,119.16666666666667,124.13333333333334,133.0,164.77777777777777,138.33333333333334,93.8,104.0,130.22222222222223,125.75,133.83333333333334,116.75,137.76923076923077,143.88235294117646,86.0,135.6875,141.07142857142858,99.73333333333333,122.16666666666667,125.66666666666667,118.77777777777777,105.88888888888889,114.35714285714286,141.5,150.64285714285714,127.77777777777777,118.71428571428571,152.93333333333334,144.55555555555554,130.66666666666666,126.05555555555556,139.2,118.85714285714286,110.42857142857143,118.21428571428571
1126,23.67,58.17,16.8,38.97,6.87,19.2,13.07,18.7,8.0,20.57,11.03,11.97,6.97,2.57,17.73,27.03,58.43,19.5,37.4,7.53,21.03,15.0,20.57,10.07,25.2,14.27,13.03,7.07,3.63,17.27,358.8888888888889,336.06666666666666,348.2352941176471,347.625,332.125,322.875,349.1111111111111,343.8333333333333,331.3333333333333,325.8,346.0,342.4,347.77777777777777,345.8888888888889,319.5,342.8888888888889,329.6111111111111,346.94444444444446,339.6,341.44444444444446,354.77777777777777,336.61538461538464,315.77777777777777,354.6,348.3125,342.27777777777777,340.57142857142856,354.0,353.6666666666667,344.14285714285717,347.55555555555554,337.73333333333335,353.3,343.1666666666667,344.26666666666665,333.8666666666667,350.0,326.0,349.9166666666667,341.44444444444446,328.25,325.0769230769231,329.88235294117646,344.0,353.5,339.14285714285717,330.6666666666667,336.6666666666667,348.3333333333333,336.44444444444446,350.5,347.85714285714283,337.8333333333333,355.2857142857143,342.3333333333333,338.85714285714283,348.2,344.27777777777777,346.55555555555554,337.0,342.8,348.57142857142856,338.42857142857144,321.35714285714283
